0	708.5	262.5	0
1	708.489	262.514	0
2	707.696	262.681	0
3	706.917	262.807	0
4	705.858	262.789	0
5	704.703	262.655	0
6	704.007	262.42	0
7	703.951	262.005	0
8	704.096	261.651	0
9	704.507	261.573	0
10	705.244	261.557	0
11	706.432	261.576	0
12	707.706	261.569	0
13	708.366	261.34	0
14	708.241	261.086	0
15	707.708	260.565	0
16	707.284	259.99	0
17	707.073	259.283	0
18	706.984	258.488	0
19	706.992	257.977	0
20	707.088	257.997	0
21	707.522	258.189	0
22	708.031	257.716	0
23	708.624	258.214	0
24	709.438	258.82	0
25	709.91	258.612	0
26	709.951	258.327	0
27	709.914	258.332	0
28	709.841	258.251	0
29	709.614	257.854	0
30	709.236	257.594	0
31	708.838	257.288	0
32	708.487	257.122	0
33	707.976	257.064	0
34	707.378	256.897	0
35	706.962	256.638	0
36	707.234	255.944	0
37	707.962	254.992	0
38	706.848	254.273	0
39	705.032	253.542	0
40	706.08	253.345	0
41	707.586	253.719	0
42	707.248	254.208	0
43	705.935	254.413	0
44	704.506	254.907	0
45	703.105	255.305	0
46	700.362	254.817	0
47	694.328	253.464	0
48	685.393	251.294	0
49	674.171	248.215	0
50	659.383	244.54	0
51	639.772	240.472	0
52	618.201	236.31	0
53	597.611	232.753	0
54	578.663	229.875	0
55	561.48	227.651	0
56	545.947	225.802	0
57	531.982	224.84	0
58	520.877	224.417	0
59	511.858	224.157	0
60	504.771	224.016	0
61	499.72	223.832	0
62	496.932	223.708	0
63	496.448	223.713	0
64	496.952	223.757	0
65	497.174	223.895	0
66	496.779	224.139	0
67	495.764	224.446	0
68	494.429	224.341	0
69	493.033	224.014	0
70	491.746	223.79	0
71	490.926	223.496	0
72	490.781	223.188	0
73	490.816	222.911	0
74	490.614	222.922	0
75	490.294	223.116	0
76	490.292	223.201	0
77	490.476	223.196	0
78	490.87	222.593	0
79	491.347	222.096	0
80	491.716	221.583	0
81	491.879	221.087	0
82	492	220.686	0
83	492.101	220.697	0
84	492.161	220.907	0
85	492.285	221.081	0
86	492.343	220.975	0
87	492.159	220.836	0
88	491.714	220.818	0
89	491.046	220.64	0
90	491.045	220.64	0
91	489.906	219.963	0
92	488.537	218.77	0
93	487.598	217.367	0
94	487.154	216.078	0
95	486.916	214.877	0
96	486.865	213.942	0
97	486.885	213.629	0
98	486.91	213.686	0
99	487.428	213.59	0
100	490.674	213.411	0
101	499.971	213.751	0
102	512.903	214.463	0
103	529.758	215.294	0
104	550.623	216.506	0
105	574.361	218.416	0
106	600.1	220.712	0
107	626.556	222.933	0
108	652.139	225.307	0
109	676.409	227.936	0
110	699.873	230.505	0
111	721.016	232.941	0
112	740.033	235.555	0
113	757.124	237.663	0
114	772.175	239.416	0
115	785.204	240.824	0
116	798.122	242.005	0
117	810.231	243.187	0
118	820.102	244.194	0
119	827.393	245.125	0
120	832.26	246.028	0
121	834.638	246.779	0
122	835.546	247.283	0
123	836.292	247.592	0
124	836.625	247.689	0
125	836.756	247.578	0
126	836.734	247.061	0
127	836.199	246.759	0
128	835.083	246.723	0
129	834.102	245.928	0
130	833.325	245.979	0
131	832.82	245.652	0
132	832.719	245.112	0
133	832.77	244.933	0
134	832.789	245.154	0
135	832.919	245.549	0
136	832.731	246.566	0
137	831.293	241.074	0
138	830.837	240.799	0
139	830.327	240.368	0
140	830.128	240.208	0
141	830.043	239.743	0
142	829.848	239.7	0
143	829.782	239.679	0
144	830.274	239.543	0
145	830.919	239.601	0
146	831.106	239.645	0
147	831.13	239.559	0
148	831.183	239.389	0
149	830.692	238.772	0
150	829.312	237.746	0
151	827.379	236.74	0
152	825.062	235.848	0
153	822.104	235.052	0
154	818.284	234.205	0
155	813.683	233.652	0
156	808.653	233.415	0
157	802.583	233.698	0
158	793.778	234.511	0
159	782.041	235.576	0
160	767.852	237.513	0
161	751.231	240.027	0
162	732.706	242.946	0
163	712.134	245.948	0
164	689.854	249.189	0
165	666.892	252.938	0
166	644.094	256.95	0
167	622.477	261.169	0
168	604.095	265.352	0
169	587.759	269.515	0
170	572.73	272.069	0
171	560.068	275.297	0
172	548.423	278.379	0
173	538.266	281.173	0
174	529.692	283.654	0
175	522.636	286.185	0
176	516.758	288.937	0
177	511.393	291.711	0
178	507.064	293.865	0
179	503.693	295.522	0
180	503.681	295.538	0
181	501.423	296.168	0
182	499.84	296.642	0
183	498.871	296.85	0
184	498.729	297.14	0
185	498.78	297.674	0
186	498.774	298.042	0
187	498.796	298.194	0
188	498.929	297.964	0
189	499.182	297.742	0
190	499.526	297.586	0
191	500.214	297.477	0
192	501.04	297.207	0
193	501.421	296.774	0
194	501.145	296.462	0
195	500.619	296.459	0
196	500.524	296.61	0
197	500.669	296.626	0
198	500.691	296.528	0
199	500.568	296.162	0
200	500.384	295.927	0
201	500.291	295.573	0
202	500.423	295.159	0
203	500.813	294.735	0
204	501.187	294.449	0
205	501.41	294.405	0
206	501.525	294.235	0
207	501.663	293.864	0
208	501.693	293.681	0
209	501.569	293.586	0
210	501.534	293.378	0
