0	730.5	297	0
1	730.089	296.779	0
2	729.58	296.75	0
3	728.857	296.481	0
4	728.049	296.067	0
5	727.126	295.904	0
6	726.518	295.977	0
7	726.399	296.188	0
8	726.578	296.309	0
9	726.917	296.763	0
10	726.96	297.559	0
11	726.974	298.087	0
12	727.068	298.574	0
13	727.062	299.136	0
14	727.058	299.305	0
15	726.991	298.726	0
16	726.273	297.839	0
17	725.278	297.048	0
18	724.338	296.28	0
19	723.731	296.023	0
20	723.227	295.311	0
21	722.733	294.326	0
22	722.344	294.363	0
23	722.263	294.016	0
24	722.185	293.248	0
25	722.202	293.028	0
26	722.463	292.892	0
27	723.053	292.812	0
28	723.697	293.306	0
29	724.334	293.74	0
30	724.911	293.461	0
31	725.211	293.197	0
32	725.218	293.338	0
33	725.156	293.856	0
34	725.165	294.436	0
35	725.211	294.938	0
36	725.484	295.075	0
37	725.832	294.921	0
38	726.085	294.641	0
39	726.369	294.037	0
40	726.761	293.349	0
41	727.177	292.858	0
42	727.611	292.385	0
43	727.967	291.908	0
44	728.139	291.561	0
45	728.171	291.244	0
46	727.74	289.785	0
47	726.487	288.037	0
48	724.525	285.951	0
49	721.936	282.985	0
50	718.559	278.491	0
51	714.53	272.233	0
52	709.833	263.393	0
53	703.953	252.727	0
54	697.067	242.212	0
55	689.928	234.474	0
56	683.318	230.435	0
57	677.671	228.207	0
58	673.322	227.384	0
59	670.172	226.783	0
60	667.721	226.105	0
61	665.437	225.073	0
62	663.684	223.263	0
63	662.819	221.446	0
64	662.361	220.118	0
65	661.837	219.263	0
66	661.368	219.282	0
67	661.25	219.858	0
68	661.248	220.158	0
69	661.058	220.182	0
70	660.684	220.629	0
71	660.558	221.373	0
72	660.428	222.392	0
73	660.137	223.314	0
74	659.624	224.114	0
75	659.084	224.575	0
76	658.761	224.734	0
77	658.559	224.728	0
78	658.274	224.711	0
79	657.762	224.769	0
80	657.105	224.965	0
81	656.542	225.448	0
82	656.378	225.844	0
83	656.815	225.758	0
84	657.556	225.471	0
85	658.288	225.363	0
86	658.638	225.429	0
87	658.514	225.534	0
88	657.796	225.689	0
89	656.697	226.222	0
90	655.38	227.006	0
91	653.725	228.264	0
92	651.471	230.045	0
93	647.53	232.57	0
94	640.595	236.695	0
95	631.405	242.685	0
96	620.796	244.865	0
97	609.499	253.766	0
98	598.086	264.136	0
99	587.668	270.542	0
100	578.715	280.508	0
101	571.267	289.581	0
102	564.702	292.708	0
103	559.683	300.488	0
104	555.613	307.708	0
105	552.11	314.185	0
106	549.275	317.394	0
107	547.352	319.117	0
108	546.112	319.92	0
109	545.068	319.553	0
110	543.838	318.684	0
111	543.053	317.456	0
112	543.152	316.398	0
113	543.537	315.612	0
114	543.618	314.743	0
115	543.355	314.823	0
116	543.127	314.785	0
117	543.156	314.758	0
118	543.265	314.638	0
119	543.209	314.552	0
120	543.043	314.436	0
121	542.945	313.938	0
122	542.945	312.919	0
123	543.024	311.969	0
124	543.186	311.337	0
125	543.391	310.815	0
126	543.467	310.599	0
127	543.686	310.222	0
128	543.916	309.714	0
129	544.033	308.92	0
130	544.074	308.047	0
131	543.816	307.271	0
132	543.431	306.384	0
133	543.494	305.205	0
134	544.472	303.937	0
135	545.26	303.282	0
136	545.129	302.809	0
137	544.184	302.051	0
138	542.463	300.995	0
139	539.807	299.545	0
140	535.711	297.634	0
141	529.486	295.04	0
142	520.847	291.587	0
143	509.803	286.884	0
144	497.46	279.963	0
145	484.406	271.965	0
146	471.077	264.369	0
147	458.757	256.808	0
148	447.341	249.948	0
149	437.546	244.931	0
150	429.885	241.601	0
151	423.897	239.568	0
152	419.515	238.059	0
153	416.554	236.929	0
154	414.718	235.874	0
155	413.972	235.211	0
156	414.034	234.828	0
157	414.591	234.441	0
158	415.327	234.133	0
159	415.943	234.001	0
160	416.234	234.176	0
161	416.474	234.649	0
162	416.932	235.402	0
163	417.615	235.436	0
164	418.61	235.582	0
165	419.872	235.553	0
166	421.343	235.244	0
167	422.87	234.78	0
168	424.56	234.175	0
169	426.334	233.702	0
170	427.941	233.217	0
171	429.001	232.937	0
172	429.49	233.178	0
173	429.536	233.431	0
174	429.393	233.173	0
175	428.99	232.683	0
176	428.542	232.261	0
177	428.332	231.754	0
