timestamp,index,id,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
63309.672,0,0,1.0,0.36081045518748517,0.33705533301632207,59.00689581573874,3d c++,230.9186913199905,318.2134401521654,45.137659541454354,59.00689581573874,-32.54003798503827,2.16418132732521,0.24451036642588742,2,1.959437871545457,-0.22775232568272907,33.09021172778793,12.0,-3.2869020330239445,2.8803688203378757,22.755053260334115,-0.43719499204745016,0.25901009550171705,-0.8612632056211512,1.082090663662605,1.8327935097643602,-2.040521857148902,356.7133184384552,235.73268242932662,449.6798062946309,449.6798062946309,90.0
63309.672,0,1,1.0,0.32826858334964026,0.5396296706349488,60.73883167808562,3d c++,210.09189334376978,220.9777580952246,52.60858237424591,60.73883167808562,46.74874749461513,1.6168906142383312,0.9343697025323339,1,-0.4348639056305325,3.3640768744879344,27.667961993925644,12.0,-2.948557342594021,-0.5207649051028183,16.595954513233046,-0.2094744530802907,-0.32373681496589607,-0.9226672900577164,0.8084453071191656,1.2411199872141965,-1.7940434483911247,310.25531329159253,315.3842174078608,537.8061457243156,537.8061457243156,90.0
63309.683000000005,0,0,1.0,0.3609459931983972,0.3366895672955448,59.463086775076604,3d c++,231.0054356469742,318.3890076981385,45.48050942007949,59.463086775076604,-32.612016167114476,2.180953256724221,0.24822660463985624,2,1.959437871545457,-0.22775232568272907,33.09021172778793,12.0,-3.284061325882734,2.8870571132681957,22.75562521813056,-0.43695826645234925,0.2595674532459104,-0.8612155424714476,1.0904766283621106,1.8333706042412434,-2.040325618950489,356.7133184384552,235.73268242932662,449.6798062946309,449.6798062946309,90.0
63309.688,0,1,1.0,0.32803994342523285,0.5392485451435566,60.20320868456284,3d c++,209.94556379214902,221.16069833109285,52.14852558058271,60.20320868456284,46.65937541547413,1.6025205915920542,0.9351287952425902,1,-0.4348639056305325,3.3640768744879344,27.667961993925644,12.0,-2.9521960885770264,-0.515621619781677,16.59497783091593,-0.20977768191220783,-0.32330820785580094,-0.9227486802508095,0.8012602957960271,1.2415729547064613,-1.7943368924221763,310.25531329159253,315.3842174078608,537.8061457243156,537.8061457243156,90.0
63309.696,0,1,1.0,0.3279582078671748,0.5383808355743034,60.476393050602695,3d c++,209.89325303499186,221.57719892433437,52.41452830392144,60.476393050602695,46.53254022222973,1.6093975620860907,0.9357673912948283,1,-0.4348639056305325,3.3640768744879344,27.667961993925644,12.0,-2.952999458464029,-0.5044379590191266,16.591248297143018,-0.2098446294027914,-0.3223762361255884,-0.9230594747318853,0.8046987810430454,1.2425576544004469,-1.794333072214808,310.25531329159253,315.3842174078608,537.8061457243156,537.8061457243156,90.0
63309.697,0,0,1.0,0.3610505036137532,0.33664287886838007,59.79763491791135,3d c++,231.07232231280204,318.41141814317757,45.74448054330592,59.79763491791135,-32.632335521666135,2.193121780887791,0.2519599021752583,2,1.959437871545457,-0.22775232568272907,33.09021172778793,12.0,-3.2816615459065503,2.88787350784023,22.754654047533393,-0.4367582847876673,0.25963548612691323,-0.861296473354545,1.0965608904438955,1.833441052377689,-2.0401030270965808,356.7133184384552,235.73268242932662,449.6798062946309,449.6798062946309,90.0
63309.704,0,1,1.0,0.3276380589135552,0.5383295006272151,60.46082766134637,3d c++,209.68835770467533,221.6018396989368,52.38631573757045,60.46082766134637,46.47116232026689,1.6090709730668455,0.9357410472754846,1,-0.4348639056305325,3.3640768744879344,27.667961993925644,12.0,-2.9586833268225528,-0.5038019933753541,16.59231986388413,-0.21031828509933503,-0.3223232389886074,-0.9229701775034597,0.8045354865334228,1.2426136400133068,-1.7948418945577889,310.25531329159253,315.3842174078608,537.8061457243156,537.8061457243156,90.0
63309.705,0,0,1.0,0.3609536040808772,0.3372177596708126,59.96268126716443,3d c++,231.0103066117614,318.13547535800996,45.890524549326585,59.96268126716443,-32.53379610783453,2.198979316212136,0.2573847524115158,2,1.959437871545457,-0.22775232568272907,33.09021172778793,12.0,-3.2837526315330874,2.8775126761005647,22.75259678926721,-0.436932541923212,0.25877208348194114,-0.8614679115433934,1.099489658106068,1.8325470966635236,-2.040183654180659,356.7133184384552,235.73268242932662,449.6798062946309,449.6798062946309,90.0
63309.717000000004,0,1,1.0,0.3276041605344854,0.5377761793058016,60.34829911744433,3d c++,209.66666274207066,221.8674339332152,52.30880649150727,60.34829911744433,46.3928326004338,1.6058166678936456,0.9356601195831815,1,-0.4348639056305325,3.3640768744879344,27.667961993925644,12.0,-2.9587980501155955,-0.496560470298153,16.589819743243652,-0.21032784537375526,-0.32171977873217394,-0.923178520890166,0.8029083339468228,1.2432510538171266,-1.7948028512730039,310.25531329159253,315.3842174078608,537.8061457243156,537.8061457243156,90.0
63309.718,0,0,1.0,0.36082852360903833,0.33768811446424674,60.16319212143396,3d c++,230.93025510978453,317.90970505716155,46.05470743826574,60.16319212143396,-32.44718475629196,2.206234039852888,0.26237458166865624,2,1.959437871545457,-0.22775232568272907,33.09021172778793,12.0,-3.2866751301595554,2.869140526737004,22.75156805301254,-0.4371760834754177,0.2580744043683111,-0.861553639564616,1.103117019926444,1.8318248853073462,-2.040368333433113,356.7133184384552,235.73268242932662,449.6798062946309,449.6798062946309,90.0
63309.725,0,0,1.0,0.36117477012485366,0.33840480069238055,59.89000290598925,3d c++,231.15185287990636,317.56569566765734,45.92427770776588,59.89000290598925,-32.38403865229685,2.195359596219252,0.26854909115181513,2,1.959437871545457,-0.22775232568272907,33.09021172778793,12.0,-3.277076448369679,2.8552673817359193,22.742559469377234,-0.4363761933262613,0.25691830895155404,-0.862304354867558,1.097679798109626,1.830628444964357,-2.039278745312938,356.7133184384552,235.73268242932662,449.6798062946309,449.6798062946309,90.0
63309.729,0,1,1.0,0.32779356630778606,0.5377067559613484,60.83604747228003,3d c++,209.78788243698307,221.90075713855273,52.74352583246509,60.83604747228003,46.41663927981166,1.618698355225343,0.9356711470096091,1,-0.4348639056305325,3.3640768744879344,27.667961993925644,12.0,-2.9554725025460375,-0.49582244152711574,16.588805456924185,-0.21005071640962544,-0.3216582763345875,-0.9232630447501218,0.8093491776126716,1.2433160088763575,-1.794497650717297,310.25531329159253,315.3842174078608,537.8061457243156,537.8061457243156,90.0
63309.736000000004,0,1,1.0,0.3276164493421939,0.5376194601443249,60.77883221958628,3d c++,209.67452757900412,221.94265913072402,52.68811343014794,60.77883221958628,46.37491652224363,1.6171953717949603,0.9359967277356995,1,-0.4348639056305325,3.3640768744879344,27.667961993925644,12.0,-2.9585551478940384,-0.4946851101893932,16.589111039998535,-0.21030760352195885,-0.32156349872311063,-0.9232375794939256,0.8085976858974802,1.2434161043690102,-1.7947681531212327,310.25531329159253,315.3842174078608,537.8061457243156,537.8061457243156,90.0
63309.737,0,0,1.0,0.36106693483999425,0.3386139544020593,60.20933501467576,3d c++,231.0828382975963,317.46530188701155,46.16713700386394,60.20933501467576,-32.33863272108559,2.2070951128562633,0.27358815039156825,2,1.959437871545457,-0.22775232568272907,33.09021172778793,12.0,-3.2798593854867373,2.851724259078566,22.7429131326781,-0.43660810475268286,0.25662304873010794,-0.8622748829258191,1.1035475564281316,1.830322941945632,-2.039506607639556,356.7133184384552,235.73268242932662,449.6798062946309,449.6798062946309,90.0
63309.748,0,1,1.0,0.3276208505940784,0.5378400632033415,60.80759714635679,3d c++,209.67734438021017,221.83676966239608,52.704577880726426,60.80759714635679,46.40461302778364,1.6180679630237405,0.9358491503717814,1,-0.4348639056305325,3.3640768744879344,27.667961993925644,12.0,-2.958668311821483,-0.4975667364138028,16.590140911164244,-0.2103170338492459,-0.3218036342418114,-0.9231517568967833,0.8090339815118702,1.2431624884623018,-1.7947979969476546,310.25531329159253,315.3842174078608,537.8061457243156,537.8061457243156,90.0
63309.751000000004,0,0,1.0,0.3609592891281855,0.33809464975019543,59.859482633570636,3d c++,231.0139450420387,317.7145681199062,45.85999560262219,59.859482633570636,-32.403033654225524,2.1946924670285477,0.2792389013127172,2,1.959437871545457,-0.22775232568272907,33.09021172778793,12.0,-3.282800201338264,2.8613196707954436,22.74726368635493,-0.43685317274031005,0.25742266637318106,-0.8619123367860834,1.0973462335142738,1.8311503563344773,-2.0399023578287427,356.7133184384552,235.73268242932662,449.6798062946309,449.6798062946309,90.0
63309.761,0,1,1.0,0.3279758742925683,0.5376208237882143,61.17669818109085,3d c++,209.9045595472437,221.94200458165713,53.05136570226549,61.17669818109085,46.43692273387708,1.6276579720084137,0.9356255581595474,1,-0.4348639056305325,3.3640768744879344,27.667961993925644,12.0,-2.9522242368228455,-0.49481479913101545,16.587715967134827,-0.20978002759935943,-0.3215743061349125,-0.9233538355659013,0.8138289860042068,1.243404690735554,-1.7941976297847275,310.25531329159253,315.3842174078608,537.8061457243156,537.8061457243156,90.0
63309.762,0,0,1.0,0.360211837442532,0.3385213971689588,60.27426921803486,3d c++,230.53557596322048,317.5097293588998,46.114409870299596,60.27426921803486,-32.24326184643829,2.2106465214211317,0.28522518991074275,2,1.959437871545457,-0.22775232568272907,33.09021172778793,12.0,-3.3017580088428304,2.8548741216046447,22.754969490923344,-0.43843299003235725,0.2568855372739478,-0.8612701864053824,1.1053232607105659,1.830594535189228,-2.041660833127627,356.7133184384552,235.73268242932662,449.6798062946309,449.6798062946309,90.0
63309.772000000004,0,1,1.0,0.3277945538735491,0.536388613883762,60.31429576339583,3d c++,209.78851447907144,222.53346533579423,52.34313398275787,60.31429576339583,46.24287668648022,1.6041694209682718,0.9356298186888434,1,-0.4348639056305325,3.3640768744879344,27.667961993925644,12.0,-2.954224968251601,-0.47847524643581085,16.582493441170048,-0.2099467552184224,-0.32021267674364545,-0.9237890460629664,0.8020847104841359,1.2448423505087491,-1.7942674717523424,310.25531329159253,315.3842174078608,537.8061457243156,537.8061457243156,90.0
