Frame No,Marker No,Top left,,Top Right,,Bottom Right,,Bottm Left,,Top left,,Top Right,,Bottom Right,,Bottm Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
118,4,930.452,395.37,968.288,393.105,965.831,424.786,928.044,427.668,0.726915625,0.450875,0.756475,0.4540208333,0.7545554688,0.4100194444,0.725034375,0.4060166667
119,1,390.056,139.33,436.19,134.945,436.131,170.782,389.886,174.931,0.30473125,0.8064861111,0.3407734375,0.8125763889,0.3407273438,0.7628027778,0.3045984375,0.7570402778
119,2,931.752,135.526,970.602,139.592,972.09,172.39,933.338,168.891,0.72793125,0.8117694444,0.7582828125,0.8061222222,0.7594453125,0.7605694444,0.7291703125,0.7654291667
119,3,400.764,412.133,446.737,411.154,449.676,446.127,404.494,446.002,0.313096875,0.4275930556,0.3490132813,0.4289527778,0.351309375,0.3803791667,0.3160109375,0.3805527778
119,4,930.517,395.248,968.668,392.831,966.039,424.689,928.295,427.518,0.7269664063,0.4510444444,0.756771875,0.4544013889,0.7547179688,0.4101541667,0.7252304688,0.406225
120,1,390.054,139.366,436.522,134.979,436.505,170.843,389.894,174.918,0.3047296875,0.8064361111,0.3410328125,0.8125291667,0.3410195313,0.7627180556,0.3046046875,0.7570583333
120,2,931.85,135.467,970.622,139.509,972.246,172.104,933.356,168.879,0.7280078125,0.8118513889,0.7582984375,0.8062375,0.7595671875,0.7609666667,0.729184375,0.7654458333
120,3,400.906,412.219,446.664,411.037,449.732,446.043,404.297,446.042,0.3132078125,0.4274736111,0.34895625,0.4291152778,0.351353125,0.3804958333,0.3158570313,0.3804972222
120,4,930.436,395.084,968.561,392.716,966.224,424.668,928.306,427.365,0.726903125,0.4512722222,0.7566882813,0.4545611111,0.7548625,0.4101833333,0.7252390625,0.4064375
121,1,390.016,139.272,436.15,134.925,436.005,170.759,389.768,174.935,0.3047,0.8065666667,0.3407421875,0.8126041667,0.3406289063,0.7628347222,0.30450625,0.7570347222
121,2,931.55,135.33,970.388,139.277,972.11,172.231,933.116,168.829,0.7277734375,0.8120416667,0.758115625,0.8065597222,0.7594609375,0.7607902778,0.728996875,0.7655152778
121,3,400.593,411.919,446.248,411.217,449.38,445.934,403.916,446.029,0.3129632813,0.4278902778,0.34863125,0.4288652778,0.351078125,0.3806472222,0.315559375,0.3805152778
121,4,930.441,394.928,968.537,392.623,965.874,424.693,927.84,427.344,0.7269070313,0.4514888889,0.7566695313,0.4546902778,0.7545890625,0.4101486111,0.724875,0.4064666667
122,1,389.117,139.496,436.056,134.711,436.056,170.84,388.948,174.829,0.3039976563,0.8062555556,0.34066875,0.8129013889,0.34066875,0.7627222222,0.303865625,0.7571819444
122,2,931.625,135.39,970.056,139.24,971.58,172.059,932.473,168.812,0.7278320313,0.8119583333,0.75785625,0.8066111111,0.759046875,0.7610291667,0.7284945313,0.7655388889
122,3,400.369,412.218,446.072,411.177,448.94,446,403.503,446,0.3127882813,0.427475,0.34849375,0.4289208333,0.350734375,0.3805555556,0.3152367188,0.3805555556
122,4,930.089,394.687,968.107,392.739,965.727,424.672,927.452,427.438,0.7266320313,0.4518236111,0.7563335938,0.4545291667,0.7544742188,0.4101777778,0.724571875,0.4063361111
123,1,389.055,139.205,436.108,134.711,435.946,170.672,388.894,174.884,0.3039492188,0.8066597222,0.340709375,0.8129013889,0.3405828125,0.7629555556,0.3038234375,0.7571055556
123,2,931.583,135.333,969.872,139.332,971.468,172.039,932.164,168.695,0.7277992188,0.8120375,0.7577125,0.8064833333,0.758959375,0.7610569444,0.728253125,0.7657013889
123,3,400.185,412.044,445.859,410.841,448.666,446,403.362,446,0.3126445313,0.4277166667,0.3483273438,0.4293875,0.3505203125,0.3805555556,0.3151265625,0.3805555556
124,1,389.105,139.2,436,134.456,436,170.597,388.794,174.671,0.3039882813,0.8066666667,0.340625,0.8132555556,0.340625,0.7630597222,0.3037453125,0.7574013889
124,2,931.092,135.315,969.798,139.226,971.287,171.985,932.291,168.85,0.727415625,0.8120625,0.7576546875,0.8066305556,0.7588179688,0.7611319444,0.7283523438,0.7654861111
124,3,399.745,411.746,445.472,410.728,448.465,445.876,403.262,446.043,0.3123007813,0.4281305556,0.348025,0.4295444444,0.3503632813,0.3807277778,0.3150484375,0.3804958333
124,4,929.492,394.962,967.608,392.632,965.117,424.68,927.326,427.252,0.726165625,0.4514416667,0.75594375,0.4546777778,0.7539976563,0.4101666667,0.7244734375,0.4065944444
125,1,389.136,139.067,435.801,134.356,435.544,170.498,388.662,174.444,0.3040125,0.8068513889,0.3404695313,0.8133944444,0.34026875,0.7631972222,0.3036421875,0.7577166667
125,2,930.782,135.133,969.592,139.383,970.961,172.188,932.342,168.724,0.7271734375,0.8123152778,0.75749375,0.8064125,0.7585632813,0.76085,0.7283921875,0.7656611111
125,3,399.563,411.309,445.524,411.106,448.045,445.601,402.563,445.528,0.3121585938,0.4287375,0.348065625,0.4290194444,0.3500351563,0.3811097222,0.3145023438,0.3812111111
125,4,929.157,395.036,967.226,392.779,964.786,424.651,927.054,427.434,0.7259039063,0.4513388889,0.7556453125,0.4544736111,0.7537390625,0.4102069444,0.7242609375,0.4063416667
126,1,388.597,138.947,435.068,134.432,435.205,170.487,388.306,174.257,0.3035914063,0.8070180556,0.339896875,0.8132888889,0.3400039063,0.7632125,0.3033640625,0.7579763889
126,2,930.636,135.575,969.627,139.308,970.749,172.385,932.308,168.704,0.727059375,0.8117013889,0.7575210938,0.8065166667,0.7583976563,0.7605763889,0.728365625,0.7656888889
126,3,399.366,411.307,445.518,410.768,447.555,445.482,402.487,445.696,0.3120046875,0.4287402778,0.3480609375,0.4294888889,0.3496523438,0.381275,0.3144429688,0.3809777778
126,4,928.908,394.996,967.04,392.842,964.669,424.7,926.599,427.491,0.725709375,0.4513944444,0.7555,0.4543861111,0.7536476563,0.4101388889,0.7239054688,0.4062625
127,1,389.009,138.751,435.361,134.351,435.009,170.535,387.945,174.081,0.3039132813,0.8072902778,0.3401257813,0.8134013889,0.3398507813,0.7631458333,0.3030820313,0.7582208333
127,2,930.733,135.653,969.241,139.465,970.924,172.448,932,168.895,0.7271351563,0.8115930556,0.7572195313,0.8062986111,0.758534375,0.7604888889,0.728125,0.7654236111
127,3,399.079,411.07,444.84,410.971,447.725,445.647,402.549,446.058,0.3117804688,0.4290694444,0.34753125,0.4292069444,0.3497851563,0.3810458333,0.3144914063,0.380475
127,4,928.405,395.5,967.041,392.839,964.667,424.722,926.766,427.613,0.7253164063,0.4506944444,0.7555007813,0.4543902778,0.7536460938,0.4101083333,0.7240359375,0.4060930556
128,1,389.154,138.617,435.231,134.398,435.145,170.521,388.178,174.109,0.3040265625,0.8074763889,0.3400242188,0.8133361111,0.3399570313,0.7631652778,0.3032640625,0.7581819444
128,2,930.932,135.768,969.468,139.762,970.42,172.549,932.004,169.037,0.727290625,0.8114333333,0.757396875,0.8058861111,0.758140625,0.7603486111,0.728128125,0.7652263889
128,3,399.311,411.311,445.109,410.86,447.717,445.476,402.29,445.392,0.3119617188,0.4287347222,0.3477414063,0.4293611111,0.3497789063,0.3812833333,0.3142890625,0.3814
128,4,928.7,395.344,966.811,393.346,964.602,424.891,926.517,427.679,0.725546875,0.4509111111,0.7553210938,0.4536861111,0.7535953125,0.4098736111,0.7238414063,0.4060013889
129,1,389.204,138.698,435.069,134.494,435.206,170.607,387.776,174.041,0.304065625,0.8073638889,0.3398976563,0.8132027778,0.3400046875,0.7630458333,0.30295,0.7582763889
129,2,930.624,135.964,969.282,139.924,970.683,172.692,932.237,169.369,0.72705,0.8111611111,0.7572515625,0.8056611111,0.7583460938,0.76015,0.7283101563,0.7647652778
129,3,398.972,411.106,444.663,410.895,447.573,445.878,402.318,446.039,0.311696875,0.4290194444,0.3473929688,0.4293125,0.3496664063,0.380725,0.3143109375,0.3805013889
129,4,928.545,395.362,966.691,393.501,964.385,425.026,926.414,427.885,0.7254257813,0.4508861111,0.7552273438,0.4534708333,0.7534257813,0.4096861111,0.7237609375,0.4057152778
130,1,388.105,138.8,435.109,134.506,434.947,170.534,387.953,174.321,0.3032070313,0.8072222222,0.3399289063,0.8131861111,0.3398023438,0.7631472222,0.3030882813,0.7578875
130,2,930.205,135.791,969.099,140.097,970.446,172.621,931.765,169.544,0.7267226563,0.8114013889,0.7571085938,0.8054208333,0.7581609375,0.7602486111,0.7279414063,0.7645222222
130,3,398.736,411.071,444.46,410.972,447.393,446,402.033,446,0.3115125,0.4290680556,0.347234375,0.4292055556,0.3495257813,0.3805555556,0.3140882813,0.3805555556
130,4,928.393,395.408,966.528,393.416,964.012,425.092,926.206,427.806,0.7253070313,0.4508222222,0.7551,0.4535888889,0.753134375,0.4095944444,0.7235984375,0.405825
131,1,388.058,138.91,434.998,134.567,434.947,170.469,387.889,174.252,0.3031703125,0.8070694444,0.3398421875,0.8131013889,0.3398023438,0.7632375,0.3030382813,0.7579833333
131,2,930.165,135.978,968.808,139.976,970.438,172.718,931.363,169.349,0.7266914063,0.8111416667,0.75688125,0.8055888889,0.7581546875,0.7601138889,0.7276273438,0.7647930556
131,3,398.53,411.402,444.398,410.859,447.141,445.83,402.029,445.913,0.3113515625,0.4286083333,0.3471859375,0.4293625,0.3493289063,0.3807916667,0.3140851563,0.3806763889
131,4,928.391,395.408,966.532,393.416,963.809,425.116,926.01,428.082,0.7253054688,0.4508222222,0.755103125,0.4535888889,0.7529757813,0.4095611111,0.7234453125,0.4054416667
132,1,388,138.982,435.109,134.531,434.946,170.635,388,174.386,0.303125,0.8069694444,0.3399289063,0.8131513889,0.3398015625,0.7630069444,0.303125,0.7577972222
132,2,930.376,136.211,968.966,140.074,970.35,172.96,931.529,169.748,0.72685625,0.8108180556,0.7570046875,0.8054527778,0.7580859375,0.7597777778,0.7277570313,0.7642388889
132,3,398.679,411.733,444.467,410.711,447.363,446,401.981,446,0.3114679688,0.4281486111,0.3472398438,0.4295680556,0.3495023438,0.3805555556,0.3140476563,0.3805555556
132,4,928.356,395.336,966.534,393.868,963.797,425.645,926.17,428.053,0.725278125,0.4509222222,0.7551046875,0.4529611111,0.7529664063,0.4088263889,0.7235703125,0.4054819444
133,1,388.161,139.073,435.148,134.4,434.559,170.561,387.85,174.615,0.3032507813,0.8068430556,0.339959375,0.8133333333,0.3394992188,0.7631097222,0.3030078125,0.7574791667
133,2,930.351,136.285,969.007,140.159,970.392,172.874,931.326,169.722,0.7268367188,0.8107152778,0.7570367188,0.8053347222,0.75811875,0.7598972222,0.7275984375,0.764275
133,3,398.388,411.338,444.229,411.084,447.429,445.816,401.908,445.679,0.311240625,0.4286972222,0.3470539063,0.42905,0.3495539063,0.3808111111,0.313990625,0.3810013889
133,4,928.413,395.329,966.429,393.827,963.793,425.508,925.993,428.101,0.7253226563,0.4509319444,0.7550226563,0.4530180556,0.7529632813,0.4090166667,0.7234320313,0.4054152778
134,1,388.103,139.123,434.354,134.834,434.086,170.693,387.784,174.739,0.3032054688,0.8067736111,0.3393390625,0.8127305556,0.3391296875,0.7629263889,0.30295625,0.7573069444
134,2,929.664,136.236,968.602,140.091,970.236,172.917,931.347,169.82,0.7263,0.8107833333,0.7567203125,0.8054291667,0.757996875,0.7598375,0.7276148438,0.7641388889
134,3,398.462,412.093,443.983,411.046,446.806,446.085,401.508,445.954,0.3112984375,0.4276486111,0.3468617188,0.4291027778,0.3490671875,0.3804375,0.313678125,0.3806194444
134,4,927.656,395.338,966.177,393.727,963.464,425.279,925.527,428.182,0.72473125,0.4509194444,0.7548257813,0.4531569444,0.75270625,0.4093347222,0.7230679688,0.4053027778
135,1,387.812,139.261,434.108,134.72,433.946,170.752,386.88,174.767,0.302978125,0.8065819444,0.339146875,0.8128888889,0.3390203125,0.7628444444,0.30225,0.7572680556
135,2,929.55,136.102,968.317,140.144,969.905,172.694,931.041,169.633,0.7262109375,0.8109694444,0.7564976563,0.8053555556,0.7577382813,0.7601472222,0.7273757813,0.7643986111
135,3,398.225,412.09,443.835,411.015,446.669,445.72,401.535,446.157,0.3111132813,0.4276527778,0.3467460938,0.4291458333,0.3489601563,0.3809444444,0.3136992188,0.3803375
135,4,927.828,395.293,965.969,393.548,963.525,425.145,925.533,427.898,0.724865625,0.4509819444,0.7546632813,0.4534055556,0.7527539063,0.4095208333,0.7230726563,0.4056972222
136,1,387.128,139.504,434.151,134.759,433.852,170.787,386.942,174.827,0.30244375,0.8062444444,0.3391804688,0.8128347222,0.338946875,0.7627958333,0.3022984375,0.7571847222
136,2,929.563,136.127,968.223,140.001,969.687,172.709,930.665,169.437,0.7262210938,0.8109347222,0.7564242188,0.8055541667,0.7575679688,0.7601263889,0.7270820313,0.7646708333
136,3,398.124,412.1,443.521,411.103,446.537,446.089,401.409,446.089,0.311034375,0.4276388889,0.3465007813,0.4290236111,0.3488570313,0.3804319444,0.3136007813,0.3804319444
136,4,927.411,395.323,965.936,393.591,963.422,425.194,925.489,427.804,0.7245398438,0.4509402778,0.7546375,0.4533458333,0.7526734375,0.4094527778,0.7230382813,0.4058277778
137,1,387.159,139.34,434.155,134.782,433.841,170.691,386.847,174.963,0.3024679688,0.8064722222,0.3391835938,0.8128027778,0.3389382813,0.7629291667,0.3022242188,0.7569958333
137,2,929.409,136.081,967.91,140.056,969.463,172.79,930.377,169.615,0.7261007813,0.8109986111,0.7561796875,0.8054777778,0.7573929688,0.7600138889,0.7268570313,0.7644236111
137,3,397.535,412.528,443.582,410.682,445.886,446.24,401.341,445.87,0.3105742188,0.4270444444,0.3465484375,0.4296083333,0.3483484375,0.3802222222,0.3135476563,0.3807361111
137,4,927.262,395.416,965.535,393.572,963.08,425.156,925.259,427.999,0.7244234375,0.4508111111,0.7543242188,0.4533722222,0.75240625,0.4095055556,0.7228585938,0.4055569444
138,1,387.104,139.264,434.049,134.84,433.837,170.704,386.793,174.787,0.302425,0.8065777778,0.3391007813,0.8127222222,0.3389351563,0.7629111111,0.3021820313,0.7572402778
138,2,929.367,136.116,967.733,139.996,969.204,172.615,930.244,169.512,0.7260679688,0.81095,0.7560414063,0.8055611111,0.757190625,0.7602569444,0.726753125,0.7645666667
138,3,397.453,411.938,443.515,410.991,446.212,445.798,401.266,446.036,0.3105101563,0.4278638889,0.3464960938,0.4291791667,0.348603125,0.3808361111,0.3134890625,0.3805055556
138,4,927.3,395.396,965.597,393.535,962.815,425.301,925.175,427.835,0.724453125,0.4508388889,0.7543726563,0.4534236111,0.7521992188,0.4093041667,0.7227929688,0.4057847222
139,1,387.054,139.313,434.02,134.679,433.923,170.597,386.895,174.752,0.3023859375,0.8065097222,0.339078125,0.8129458333,0.3390023438,0.7630597222,0.3022617188,0.7572888889
139,2,929.307,136.067,967.786,139.944,969.28,172.832,930.243,169.544,0.7260210938,0.8110180556,0.7560828125,0.8056333333,0.75725,0.7599555556,0.7267523438,0.7645222222
139,3,397.689,412.21,443.395,410.995,446.111,446,400.998,446,0.3106945313,0.4274861111,0.3464023438,0.4291736111,0.3485242188,0.3805555556,0.3132796875,0.3805555556
139,4,927.254,395.398,965.501,393.54,962.856,425.173,924.909,428.025,0.7244171875,0.4508361111,0.7542976563,0.4534166667,0.75223125,0.4094819444,0.7225851563,0.4055208333
140,1,387.055,139.176,434,134.681,434,170.659,386.895,174.683,0.3023867188,0.8067,0.3390625,0.8129430556,0.3390625,0.7629736111,0.3022617188,0.7573847222
140,2,929.181,136.298,967.765,140.146,969.255,172.96,930.256,169.664,0.7259226563,0.8106972222,0.7560664063,0.8053527778,0.7572304688,0.7597777778,0.7267625,0.7643555556
140,3,397.599,411.756,443.467,410.873,445.965,445.981,400.569,445.799,0.3106242188,0.4281166667,0.3464585938,0.4293430556,0.3484101563,0.3805819444,0.3129445313,0.3808347222
140,4,927.18,395.349,965.215,393.914,962.788,425.626,924.745,428.024,0.724359375,0.4509041667,0.7540742188,0.4528972222,0.752178125,0.4088527778,0.7224570313,0.4055222222
141,1,387.214,139.26,433.304,134.622,432.952,170.79,386.475,174.675,0.3025109375,0.8065833333,0.33851875,0.813025,0.33824375,0.7627916667,0.3019335938,0.7573958333
141,2,928.741,136.07,967.605,140.342,968.871,173.005,930.316,169.642,0.7255789063,0.8110138889,0.7559414063,0.8050805556,0.7569304688,0.7597152778,0.726809375,0.7643861111
141,3,397.053,412.158,442.839,410.816,445.45,446,400.219,446,0.3101976563,0.4275583333,0.3459679688,0.4294222222,0.3480078125,0.3805555556,0.3126710938,0.3805555556
141,4,926.588,395.366,964.904,393.713,962.282,425.336,924.484,427.996,0.723896875,0.4508805556,0.75383125,0.4531763889,0.7517828125,0.4092555556,0.722253125,0.4055611111
142,1,386.211,139.183,433.151,134.594,433.006,170.704,385.91,174.611,0.3017273438,0.8066902778,0.3383992188,0.8130638889,0.3382859375,0.7629111111,0.3014921875,0.7574847222
142,2,928.57,135.831,967.334,140.123,968.393,172.824,929.748,169.476,0.7254453125,0.8113458333,0.7557296875,0.8053847222,0.7565570313,0.7599666667,0.726365625,0.7646166667
142,3,397.251,411.932,442.922,410.876,445.655,445.872,400.217,445.867,0.3103523438,0.4278722222,0.3460328125,0.4293388889,0.3481679688,0.3807333333,0.3126695313,0.3807402778
142,4,926.473,395.385,964.865,393.365,962.471,424.977,924.544,427.811,0.7238070313,0.4508541667,0.7538007813,0.4536597222,0.7519304688,0.4097541667,0.7223,0.4058180556
143,1,386.978,139.071,433.235,134.739,432.97,170.796,386.162,174.693,0.3023265625,0.8068458333,0.3384648438,0.8128625,0.3382578125,0.7627833333,0.3016890625,0.7573708333
143,2,928.575,135.503,967.525,139.767,968.724,172.416,929.952,169.409,0.7254492188,0.8118013889,0.7558789063,0.8058791667,0.756815625,0.7605333333,0.726525,0.7647097222
143,3,397.617,412.212,443.468,410.95,445.913,446,400.55,446,0.3106382813,0.4274833333,0.346459375,0.4292361111,0.3483695313,0.3805555556,0.3129296875,0.3805555556
143,4,926.829,395.529,965.28,392.741,962.708,424.935,924.888,427.55,0.7240851563,0.4506541667,0.754125,0.4545263889,0.752115625,0.4098125,0.72256875,0.4061805556
144,1,387.311,139.385,433.211,134.753,432.895,170.793,386.229,174.828,0.3025867188,0.8064097222,0.3384460938,0.8128430556,0.3381992188,0.7627875,0.3017414063,0.7571833333
144,2,928.781,135.665,967.451,139.642,968.727,172.284,929.762,169.358,0.7256101563,0.8115763889,0.7558210938,0.8060527778,0.7568179688,0.7607166667,0.7263765625,0.7647805556
144,3,397.07,412.282,443.437,411.282,445.61,445.914,401.418,446.048,0.3102109375,0.4273861111,0.3464351563,0.428775,0.3481328125,0.380675,0.3136078125,0.3804888889
144,4,926.33,395.295,965.272,392.903,962.64,424.914,924.968,427.622,0.7236953125,0.4509791667,0.75411875,0.4543013889,0.7520625,0.4098416667,0.72263125,0.4060805556
145,1,386.115,139.505,433.189,134.987,432.541,170.965,385.946,175.13,0.3016523438,0.8062430556,0.3384289063,0.8125180556,0.3379226563,0.7625486111,0.3015203125,0.7567638889
145,2,928.205,135.689,967.237,139.743,968.41,172.55,929.692,169.274,0.7251601563,0.8115430556,0.7556539063,0.8059125,0.7565703125,0.7603472222,0.726321875,0.7648972222
145,3,397.105,412.259,442.777,411.687,445.615,446.033,400.363,446.365,0.3102382813,0.4274180556,0.3459195313,0.4282125,0.3481367188,0.3805097222,0.3127835938,0.3800486111
145,4,926.391,395.267,964.704,393.08,962.452,424.997,924.639,427.628,0.7237429688,0.4510180556,0.753675,0.4540555556,0.751915625,0.4097263889,0.7223742188,0.4060722222
146,1,386,139.545,433.123,135.049,432.876,170.996,386,175.101,0.3015625,0.8061875,0.3383773438,0.8124319444,0.338184375,0.7625055556,0.3015625,0.7568041667
146,2,927.97,135.617,967.082,139.697,968.438,172.44,929.93,169.359,0.7249765625,0.8116430556,0.7555328125,0.8059763889,0.7565921875,0.7605,0.7265078125,0.7647791667
146,3,397.258,412.326,442.779,411.658,445.725,446.038,400.345,446.449,0.3103578125,0.427325,0.3459210938,0.4282527778,0.3482226563,0.3805027778,0.3127695313,0.3799319444
146,4,926.39,395.418,964.952,393.04,962.465,424.998,924.558,427.474,0.7237421875,0.4508083333,0.75386875,0.4541111111,0.7519257813,0.409725,0.7223109375,0.4062861111
147,1,386,139.454,433.202,135.213,432.905,170.982,386,175.157,0.3015625,0.8063138889,0.3384390625,0.8122041667,0.3382070313,0.762525,0.3015625,0.7567263889
147,2,928.682,135.695,967.319,139.663,968.38,172.417,929.628,169.149,0.7255328125,0.8115347222,0.7557179688,0.8060236111,0.756546875,0.7605319444,0.726271875,0.7650708333
147,3,397.503,412.6,443.139,411.539,445.795,446.042,400.517,446.972,0.3105492188,0.4269444444,0.3462023438,0.4284180556,0.3482773438,0.3804972222,0.3129039063,0.3792055556
147,4,926.518,395.91,965.135,392.648,962.692,424.983,924.789,427.459,0.7238421875,0.450125,0.7540117188,0.4546555556,0.752103125,0.4097458333,0.7224914063,0.4063069444
148,1,386.101,139.572,432.824,135.293,432.424,171.133,385.958,175.178,0.3016414063,0.80615,0.33814375,0.8120930556,0.33783125,0.7623152778,0.3015296875,0.7566972222
148,2,928.26,135.67,967.028,139.641,968.552,172.46,929.913,169.206,0.725203125,0.8115694444,0.755490625,0.8060541667,0.75668125,0.7604722222,0.7264945313,0.7649916667
148,3,397.114,412.631,442.813,411.743,445.541,446.208,400.305,447.263,0.3102453125,0.4269013889,0.3459476563,0.4281347222,0.3480789063,0.3802666667,0.3127382813,0.3788013889
148,4,926.591,395.407,964.71,393.184,962.596,424.849,924.612,427.767,0.7238992188,0.4508236111,0.7536796875,0.4539111111,0.752028125,0.4099319444,0.722353125,0.4058791667
149,1,386.105,139.608,432.066,135.467,432.151,171.272,385.954,175.195,0.3016445313,0.8061,0.3375515625,0.8118513889,0.3376179688,0.7621222222,0.3015265625,0.7566736111
149,2,927.957,135.989,966.708,139.878,968.161,172.585,929.275,169.42,0.7249664063,0.8111263889,0.755240625,0.805725,0.7563757813,0.7602986111,0.7259960938,0.7646944444
149,3,396.521,412.775,442.444,411.67,445.183,446.967,399.909,446.945,0.3097820313,0.4267013889,0.345659375,0.4282361111,0.3477992188,0.3792125,0.3124289063,0.3792430556
149,4,926.384,395.386,964.35,393.475,961.909,425.027,924.084,427.999,0.7237375,0.4508527778,0.7533984375,0.4535069444,0.7514914063,0.4096847222,0.721940625,0.4055569444
150,1,386.132,139.82,432.014,135.391,432.15,171.285,385.195,175.325,0.301665625,0.8058055556,0.3375109375,0.8119569444,0.3376171875,0.7621041667,0.3009335938,0.7564930556
150,2,927.8,136.114,966.262,139.828,968.313,172.656,928.815,169.454,0.72484375,0.8109527778,0.7548921875,0.8057944444,0.7564945313,0.7602,0.7256367188,0.7646472222
150,3,396.614,413.163,442.457,411.659,444.916,446.881,399.782,447.038,0.3098546875,0.4261625,0.3456695313,0.4282513889,0.347590625,0.3793319444,0.3123296875,0.3791138889
150,4,926.371,395.386,964.299,393.477,961.902,424.983,923.922,427.951,0.7237273438,0.4508527778,0.7533585938,0.4535041667,0.7514859375,0.4097458333,0.7218140625,0.4056236111
151,1,386.119,139.477,432.044,135.484,432.23,171.239,385.687,175.151,0.3016554688,0.8062819444,0.337534375,0.8118277778,0.3376796875,0.7621680556,0.3013179688,0.7567347222
151,2,927.662,135.765,966.613,139.817,968.259,172.656,929.313,169.529,0.7247359375,0.8114375,0.7551664063,0.8058097222,0.7564523438,0.7602,0.7260257813,0.7645430556
151,3,396.827,412.912,442.51,411.427,445.263,446.215,399.88,446.861,0.3100210938,0.4265111111,0.3457109375,0.4285736111,0.3478617188,0.3802569444,0.31240625,0.3793597222
151,4,926.394,395.392,964.528,393.169,961.913,424.958,924.199,427.9,0.7237453125,0.4508444444,0.7535375,0.4539319444,0.7514945313,0.4097805556,0.7220304688,0.4056944444
152,1,386.11,139.541,432.424,135.246,432.168,171.148,385.798,175.196,0.3016484375,0.8061930556,0.33783125,0.8121583333,0.33763125,0.7622944444,0.3014046875,0.7566722222
152,2,927.794,135.936,966.78,139.82,968.273,172.67,929.365,169.426,0.7248390625,0.8112,0.755296875,0.8058055556,0.7564632813,0.7601805556,0.7260664063,0.7646861111
152,3,396.539,412.214,442.563,411.645,445.092,445.942,399.994,446.287,0.3097960938,0.4274805556,0.3457523438,0.4282708333,0.347728125,0.3806361111,0.3124953125,0.3801569444
152,4,926.35,395.395,964.515,393.17,961.952,425.016,924.007,427.852,0.7237109375,0.4508402778,0.7535273438,0.4539305556,0.751525,0.4097,0.7218804688,0.4057611111
153,1,386.059,139.538,432.463,135.065,432.103,171.228,385.891,174.942,0.3016085938,0.8061972222,0.3378617188,0.8124097222,0.3375804688,0.7621833333,0.3014773438,0.757025
153,2,927.727,135.86,966.733,139.995,968.211,172.772,929.201,169.487,0.7247867188,0.8113055556,0.7552601563,0.8055625,0.7564148438,0.7600388889,0.7259382813,0.7646013889
153,3,396.749,412.837,442.026,411.215,445.052,446.158,399.367,446.448,0.3099601563,0.4266152778,0.3453328125,0.4288680556,0.347696875,0.3803361111,0.3120054688,0.3799333333
153,4,926.332,395.423,964.276,393.385,961.732,425.073,923.779,427.934,0.723696875,0.4508013889,0.753340625,0.4536319444,0.751353125,0.4096208333,0.7217023438,0.4056472222
154,1,386.299,139.448,432.103,135.153,431.95,171.124,385.053,175.045,0.3017960938,0.8063222222,0.3375804688,0.8122875,0.3374609375,0.7623277778,0.3008226563,0.7568819444
154,2,928.011,136.047,966.165,139.917,968.13,172.972,928.158,169.352,0.7250085938,0.8110458333,0.7548164063,0.8056708333,0.7563515625,0.7597611111,0.7251234375,0.7647888889
154,3,396.269,412.713,441.44,411.646,444.976,446.643,399.42,446.526,0.3095851563,0.4267875,0.344875,0.4282694444,0.3476375,0.3796625,0.312046875,0.379825
154,4,925.641,395.36,964.118,393.707,961.531,425.279,923.487,428.075,0.7231570313,0.4508888889,0.7532171875,0.4531847222,0.7511960938,0.4093347222,0.7214742188,0.4054513889
155,1,385.632,139.363,432.096,135.371,431.958,171.248,384.884,175.233,0.301275,0.8064402778,0.337575,0.8119847222,0.3374671875,0.7621555556,0.300690625,0.7566208333
155,2,927.678,136.192,966.354,140.009,967.88,173.123,928.41,169.461,0.7247484375,0.8108444444,0.7549640625,0.8055430556,0.75615625,0.7595513889,0.7253203125,0.7646375
155,3,396.247,412.222,441.788,411.767,444.734,446.135,399.409,446.524,0.3095679688,0.4274694444,0.345146875,0.4281013889,0.3474484375,0.3803680556,0.3120382813,0.3798277778
155,4,925.616,395.317,963.969,393.709,961.572,425.218,923.547,428.027,0.7231375,0.4509486111,0.7531007813,0.4531819444,0.751228125,0.4094194444,0.7215210938,0.4055180556
156,1,385.299,139.422,432.097,135.017,431.959,170.902,384.726,175.001,0.3010148438,0.8063583333,0.3375757813,0.8124763889,0.3374679688,0.7626361111,0.3005671875,0.7569430556
156,2,927.534,136.159,966.27,140.182,967.585,172.725,928.489,169.601,0.7246359375,0.8108902778,0.7548984375,0.8053027778,0.7559257813,0.7601041667,0.7253820313,0.7644430556
156,3,395.665,412.611,441.445,411.23,444.534,446.164,399.409,446.05,0.3091132813,0.4269291667,0.3448789063,0.4288472222,0.3472921875,0.3803277778,0.3120382813,0.3804861111
156,4,925.439,395.418,963.641,393.683,961.381,425.353,923.322,428.073,0.7229992188,0.4508083333,0.7528445313,0.4532180556,0.7510789063,0.4092319444,0.7213453125,0.4054541667
157,1,385.054,139.319,432,134.762,432,170.582,384.895,174.76,0.3008234375,0.8065013889,0.3375,0.8128305556,0.3375,0.7630805556,0.3006992188,0.7572777778
157,2,927.485,136.194,965.871,140.148,967.326,172.881,928.196,169.647,0.7245976563,0.8108416667,0.7545867188,0.80535,0.7557234375,0.7598875,0.725153125,0.7643791667
