Frame No.,Marker No.,Top Left,,Top Right,,Bottom Right,,Bottom Left,,Top Left,,Top Right,,Bottom Right,,Bottom Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
37,4,961.961,401.104,1000.43,400.943,998.697,432.692,958.42,433.793,0.7515320313,0.4429111111,0.7815859375,0.4431347222,0.7802320313,0.3990388889,0.748765625,0.3975097222
38,1,453,157.369,493.733,153.537,494.098,185.646,453,189.412,0.35390625,0.7814319444,0.3857289063,0.7867541667,0.3860140625,0.7421583333,0.35390625,0.7369277778
38,2,959.511,144.405,999.845,147.454,1002.5,180.191,961.946,177.612,0.7496179688,0.7994375,0.7811289063,0.7952027778,0.783203125,0.7497347222,0.7515203125,0.7533166667
38,3,463.383,401.033,503.626,402.316,506.144,433.319,466.58,432.606,0.3620179688,0.4430097222,0.3934578125,0.4412277778,0.395425,0.3981680556,0.364515625,0.3991583333
38,4,961.484,401.201,1000.87,400.796,998.785,432.69,959.371,433.767,0.751159375,0.4427763889,0.7819296875,0.4433388889,0.7803007813,0.3990416667,0.7495085938,0.3975458333
39,1,453,157.105,493.943,152.896,494.126,185.228,453,188.841,0.35390625,0.7817986111,0.3858929688,0.7876444444,0.3860359375,0.7427388889,0.35390625,0.7377208333
39,2,960.145,144.275,1000.56,147.345,1002.55,179.879,962.123,177.153,0.7501132813,0.7996180556,0.7816875,0.7953541667,0.7832421875,0.7501680556,0.7516585938,0.7539541667
39,3,464.149,400.805,503.544,401.17,506.513,433.124,466.282,431.631,0.3626164063,0.4433263889,0.39339375,0.4428194444,0.3957132813,0.3984388889,0.3642828125,0.4005125
39,4,961.545,401.15,1001.38,400.643,998.896,432.4,959.697,433.273,0.7512070313,0.4428472222,0.782328125,0.4435513889,0.7803875,0.3994444444,0.7497632813,0.3982319444
40,1,453.939,156.313,493.94,152.431,494.437,184.704,453.939,188.11,0.3546398438,0.7828986111,0.385890625,0.7882902778,0.3862789063,0.7434666667,0.3546398438,0.7387361111
40,2,960.5,143.696,1000.91,147.005,1002.76,179.606,962.405,176.675,0.750390625,0.8004222222,0.7819609375,0.7958263889,0.78340625,0.7505472222,0.7518789063,0.7546180556
40,4,962.287,401.205,1001.54,400.428,999.573,431.734,959.878,433.261,0.7517867188,0.4427708333,0.782453125,0.44385,0.7809164063,0.4003694444,0.7499046875,0.3982486111
41,1,453.915,155.762,494.526,151.862,494.84,184.492,454.193,187.332,0.3546210938,0.7836638889,0.3863484375,0.7890805556,0.38659375,0.7437611111,0.3548382813,0.7398166667
41,2,961.332,143.475,1001.23,146.422,1003.27,179.014,963.02,176.419,0.751040625,0.8007291667,0.7822109375,0.7966361111,0.7838046875,0.7513694444,0.752359375,0.7549736111
41,3,464.864,400.074,504.514,400.502,506.963,431.776,467.267,430.781,0.363175,0.4443416667,0.3941515625,0.4437472222,0.3960648438,0.4003111111,0.3650523438,0.4016930556
41,4,962.465,400.427,1002.02,400.319,999.715,431.544,960.545,432.881,0.7519257813,0.4438513889,0.782828125,0.4440013889,0.7810273438,0.4006333333,0.7504257813,0.3987763889
42,1,453.948,155.323,494.719,151.329,495.801,183.705,455.203,187.144,0.354646875,0.7842736111,0.3864992188,0.7898208333,0.3873445313,0.7448541667,0.3556273438,0.7400777778
42,2,961.754,143.311,1001.84,146.159,1003.54,178.664,963.419,176.449,0.7513703125,0.8009569444,0.7826875,0.7970013889,0.784015625,0.7518555556,0.7526710938,0.7549319444
42,3,465.294,398.87,504.975,399.876,507.079,431.203,467.45,430.489,0.3635109375,0.4460138889,0.3945117188,0.4446166667,0.3961554688,0.4011069444,0.3651953125,0.4020986111
42,4,963.311,400.148,1002.41,399.787,1000.28,430.99,960.461,432.319,0.7525867188,0.4442388889,0.7831328125,0.4447402778,0.78146875,0.4014027778,0.7503601563,0.3995569444
43,1,455,154.718,495.354,150.634,496.223,182.904,455,186.43,0.35546875,0.7851138889,0.3869953125,0.7907861111,0.3876742188,0.7459666667,0.35546875,0.7410694444
43,2,961.902,142.769,1002.13,145.701,1004.45,178.424,964.3,175.836,0.7514859375,0.8017097222,0.7829140625,0.7976375,0.7847265625,0.7521888889,0.753359375,0.7557833333
43,3,465.31,398.919,505.434,399.039,507.317,431.037,467.676,429.642,0.3635234375,0.4459458333,0.3948703125,0.4457791667,0.3963414063,0.4013375,0.365371875,0.403275
43,4,963.306,399.641,1002.31,398.937,1000.85,430.563,960.914,431.981,0.7525828125,0.4449430556,0.7830546875,0.4459208333,0.7819140625,0.4019958333,0.7507140625,0.4000263889
44,1,454.963,154.262,495.8,150.149,496.097,182.511,455.09,185.947,0.3554398438,0.7857472222,0.38734375,0.7914597222,0.3875757813,0.7465125,0.3555390625,0.7417402778
44,2,962.248,142.404,1002.47,145.589,1004.55,178.213,964.112,175.67,0.75175625,0.8022166667,0.7831796875,0.7977930556,0.7848046875,0.7524819444,0.7532125,0.7560138889
44,3,465.411,398.732,505.576,399.131,507.524,430.48,467.73,429.005,0.3636023438,0.4462055556,0.39498125,0.4456513889,0.396503125,0.4021111111,0.3654140625,0.4041597222
44,4,963.29,399.151,1002.87,398.943,1000.63,430.605,961.252,431.936,0.7525703125,0.4456236111,0.7834921875,0.4459125,0.7817421875,0.4019375,0.750978125,0.4000888889
45,1,455,153.871,496,149.785,496,182.014,455,185.535,0.35546875,0.7862902778,0.3875,0.7919652778,0.3875,0.7472027778,0.35546875,0.7423125
45,2,962.061,142.262,1002.85,145.418,1004.41,178.199,964.247,175.163,0.7516101563,0.8024138889,0.7834765625,0.7980305556,0.7846953125,0.7525013889,0.7533179688,0.7567180556
45,3,465.362,397.901,505.506,398.852,507.756,430.321,467.614,428.766,0.3635640625,0.4473597222,0.3949265625,0.4460388889,0.396684375,0.4023319444,0.3653234375,0.4044916667
45,4,963.428,399,1002.86,399,1000.63,430.733,961.12,431.27,0.752678125,0.4458333333,0.783484375,0.4458333333,0.7817421875,0.4017597222,0.750875,0.4010138889
46,1,455,153.258,495.267,149.056,496.26,181.35,455,184.959,0.35546875,0.7871416667,0.3869273438,0.7929777778,0.387703125,0.748125,0.35546875,0.7431125
46,2,962.508,141.926,1002.55,144.674,1004.56,177.655,963.655,174.523,0.751959375,0.8028805556,0.7832421875,0.7990638889,0.7848125,0.7532569444,0.7528554688,0.7576069444
46,3,464.789,396.852,504.794,398.319,506.884,429.47,467.199,428.149,0.3631164063,0.4488166667,0.3943703125,0.4467791667,0.396003125,0.4035138889,0.3649992188,0.4053486111
46,4,962.663,398.652,1002.56,398.917,999.909,429.864,960.498,431.206,0.7520804688,0.4463166667,0.78325,0.4459486111,0.7811789063,0.4029666667,0.7503890625,0.4011027778
47,1,453.877,152.337,493.935,148.219,494.748,180.582,454.057,183.956,0.3545914063,0.7884208333,0.3858867188,0.7941402778,0.386521875,0.7491916667,0.3547320313,0.7445055556
47,2,961.281,140.46,1002.07,144.902,1003.14,176.878,962.889,174.137,0.7510007813,0.8049166667,0.7828671875,0.7987472222,0.783703125,0.7543361111,0.7522570313,0.7581430556
47,3,463.47,396.259,503.634,397.043,505.171,428.533,465.645,427.087,0.3620859375,0.4496402778,0.3934640625,0.4485513889,0.3946648438,0.4048152778,0.3637851563,0.4068236111
47,4,961.615,397.432,1001.35,396.891,998.728,428.903,959.322,430.178,0.7512617188,0.4480111111,0.7823046875,0.4487625,0.78025625,0.4043013889,0.7494703125,0.4025305556
48,1,452,151.073,492.394,147.034,492.762,179.397,452,182.823,0.353125,0.7901763889,0.3846828125,0.7957861111,0.3849703125,0.7508375,0.353125,0.7460791667
48,2,959.511,139.794,999.803,143.094,1001.88,175.708,961.312,172.631,0.7496179688,0.8058416667,0.7810960938,0.8012583333,0.78271875,0.7559611111,0.751025,0.7602347222
48,3,461.237,394.907,501.593,395.047,503.155,427.2,463.485,425.711,0.3603414063,0.4515180556,0.3918695313,0.4513236111,0.3930898438,0.4066666667,0.3620976563,0.4087347222
48,4,959.451,396.618,999.278,396.162,996.946,427.725,957.383,428.678,0.7495710938,0.4491416667,0.7806859375,0.449775,0.7788640625,0.4059375,0.7479554688,0.4046138889
49,1,449.068,149.228,489.945,145.071,490.118,177.344,449.3,180.79,0.350834375,0.7927388889,0.3827695313,0.7985125,0.3829046875,0.7536888889,0.351015625,0.7489027778
49,2,957.235,137.912,997.636,141.19,999.537,173.748,959.151,170.65,0.7478398438,0.8084555556,0.779403125,0.8039027778,0.7808882813,0.7586833333,0.7493367188,0.7629861111
49,3,458.538,392.675,498.493,393.142,500.632,424.776,460.804,423.057,0.3582328125,0.4546180556,0.3894476563,0.4539694444,0.39111875,0.4100333333,0.360003125,0.4124208333
49,4,957.096,394.042,996.704,393.91,994.542,424.725,954.902,426.209,0.74773125,0.4527194444,0.778675,0.4529027778,0.7769859375,0.4101041667,0.7460171875,0.4080430556
50,1,446,146.098,486.346,141.915,486.597,173.824,446,177.362,0.3484375,0.7970861111,0.3799578125,0.8028958333,0.3801539063,0.7585777778,0.3484375,0.7536638889
50,2,954.388,134.49,994.75,137.648,996.386,170.048,956.01,167.052,0.745615625,0.8132083333,0.7771484375,0.8088222222,0.7784265625,0.7638222222,0.7468828125,0.7679833333
50,3,455.168,388.808,494.925,389.105,497.024,420.857,457.311,419.017,0.3556,0.4599888889,0.3866601563,0.4595763889,0.3883,0.4154763889,0.3572742188,0.4180319444
50,4,954.656,390.934,993.496,389.533,991.572,420.527,951.269,421.544,0.745825,0.4570361111,0.77616875,0.4589819444,0.774665625,0.4159347222,0.7431789063,0.4145222222
51,1,442.177,141.404,482.058,137.229,482.196,168.622,441.833,172.645,0.3454507813,0.8036055556,0.3766078125,0.8094041667,0.376715625,0.7658027778,0.3451820313,0.7602152778
51,2,950.576,129.412,991.023,132.414,992.851,164.574,952.335,161.511,0.7426375,0.8202611111,0.7742367188,0.8160916667,0.7756648438,0.771425,0.7440117188,0.7756791667
51,3,451.223,383.654,490.887,384.16,493.142,415.4,453.453,413.671,0.3525179688,0.4671472222,0.3835054688,0.4664444444,0.3852671875,0.4230555556,0.3542601563,0.4254569444
51,4,950.503,384.084,990.442,383.812,987.802,414.727,948.629,415.738,0.7425804688,0.46655,0.7737828125,0.4669277778,0.7717203125,0.4239902778,0.7411164063,0.4225861111
52,1,437.146,135.129,478.371,130.138,477.328,161.815,438.142,164.876,0.3415203125,0.8123208333,0.3737273438,0.8192527778,0.3729125,0.7752569444,0.3422984375,0.7710055556
52,2,946.125,121.559,986.819,125.359,988.843,157.049,948.395,153.653,0.7391601563,0.8311680556,0.7709523438,0.8258902778,0.7725335938,0.7818763889,0.7409335938,0.7865930556
52,3,446.495,375.909,486.293,376.047,488.692,407.582,449.195,405.87,0.3488242188,0.4779041667,0.3799164063,0.4777125,0.381790625,0.4339138889,0.3509335938,0.4362916667
52,4,946.42,375.854,986.352,375.903,983.702,405.906,944.264,407.023,0.739390625,0.4779805556,0.7705875,0.4779125,0.7685171875,0.4362416667,0.73770625,0.4346902778
53,1,432.049,126.199,472.051,121.815,471.886,152.677,431.706,156.632,0.3375382813,0.8247236111,0.3687898438,0.8308125,0.3686609375,0.7879486111,0.3372703125,0.7824555556
53,2,940.91,112.27,981.519,115.856,983.635,147.584,942.883,144.347,0.7350859375,0.8440694444,0.7668117188,0.8390888889,0.7684648438,0.7950222222,0.7366273438,0.7995180556
53,3,440.536,366.696,480.143,367.073,482.766,397.785,443.284,397.047,0.34416875,0.4907,0.3751117188,0.4901763889,0.3771609375,0.4475208333,0.346315625,0.4485458333
53,4,940.657,365.778,980.817,366.037,978.445,396.106,939.218,396.973,0.7348882813,0.491975,0.7662632813,0.4916152778,0.7644101563,0.4498527778,0.7337640625,0.4486486111
54,1,425,117.331,464.9,112.681,465.221,143.92,425,148.211,0.33203125,0.8370402778,0.363203125,0.8434986111,0.3634539063,0.8001111111,0.33203125,0.7941513889
54,2,934.496,102.569,975.421,106.391,977.295,138.143,936.538,134.543,0.730075,0.8575430556,0.7620476563,0.8522347222,0.7635117188,0.8081347222,0.7316703125,0.8131347222
54,3,433.678,357.777,473.479,358.186,475.472,389.087,436.609,388.952,0.3388109375,0.5030875,0.3699054688,0.5025194444,0.3714625,0.4596013889,0.3411007813,0.4597888889
54,4,934.566,356.945,974.495,356.533,972.576,387.333,932.679,388.146,0.7301296875,0.5042430556,0.7613242188,0.5048152778,0.759825,0.4620375,0.7286554688,0.4609083333
55,1,418.123,110.96,458.062,105.992,458.062,137.514,417.762,141.802,0.3266585938,0.8458888889,0.3578609375,0.8527888889,0.3578609375,0.8090083333,0.3263765625,0.8030527778
55,2,927.926,95.588,968.724,99.3907,970.896,131.257,929.988,128.051,0.7249421875,0.8672388889,0.756815625,0.8619573611,0.7585125,0.8176986111,0.726553125,0.8221513889
55,3,426.71,352.069,466.174,351.976,468.659,383.281,429.577,382.854,0.3333671875,0.5110152778,0.3641984375,0.5111444444,0.3661398438,0.4676652778,0.3356070313,0.4682583333
55,4,929.42,350.583,968.051,351.14,965.869,381.022,926.357,381.562,0.726109375,0.5130791667,0.7562898438,0.5123055556,0.7545851563,0.4708027778,0.7237164063,0.4700527778
56,1,410.957,107.209,451.125,102.107,451.125,133.757,411.099,138.247,0.3210601563,0.8510986111,0.3524414063,0.8581847222,0.3524414063,0.8142263889,0.3211710938,0.8079902778
56,2,921.674,91.1967,962.388,94.8488,964.479,126.981,924.26,123.43,0.7200578125,0.8733379167,0.751865625,0.8682655556,0.7534992188,0.8236375,0.722078125,0.8285694444
56,3,420.638,349.04,459.633,348.905,462.583,380.095,423.361,379.951,0.3286234375,0.5152222222,0.3590882813,0.5154097222,0.3613929688,0.4720902778,0.3307507813,0.4722902778
56,4,922.299,345.824,962.438,346.097,960.161,377.866,920.18,378.145,0.7205460938,0.5196888889,0.7519046875,0.5193097222,0.7501257813,0.4751861111,0.718890625,0.4747986111
57,1,405.765,105.11,445.438,100.016,445.948,131.675,405.438,136.396,0.3170039063,0.8540138889,0.3479984375,0.8610888889,0.348396875,0.8171180556,0.3167484375,0.8105611111
57,2,916.522,88.4622,957.22,92.1127,958.981,124.242,917.949,120.622,0.7160328125,0.8771358333,0.747828125,0.8720656944,0.7492039063,0.8274416667,0.7171476563,0.8324694444
57,3,415.083,347,454.693,347,457.006,379.025,418.066,378.919,0.3242835938,0.5180555556,0.3552289063,0.5180555556,0.3570359375,0.4735763889,0.3266140625,0.4737236111
57,4,916.318,344.405,957.454,343.771,955.337,375.409,915.17,376.109,0.7158734375,0.5216597222,0.7480109375,0.5225402778,0.7463570313,0.4785986111,0.7149765625,0.4776263889
58,1,401.061,104.362,440.63,99.4275,441.074,131.068,400.882,135.768,0.3133289063,0.8550527778,0.3442421875,0.86190625,0.3445890625,0.8179611111,0.3131890625,0.8114333333
58,2,911.573,87.2532,953.053,91.0366,955.014,123.067,913.544,119.744,0.7121664063,0.878815,0.7445726563,0.8735602778,0.7461046875,0.8290736111,0.71370625,0.8336888889
58,3,411.249,346.992,450.758,346.855,453.133,378,414.062,378,0.3212882813,0.5180666667,0.3521546875,0.5182569444,0.3540101563,0.475,0.3234859375,0.475
58,4,912.348,342.996,953.466,342.859,951.709,374.917,911.382,375.178,0.712771875,0.5236166667,0.7448953125,0.5238069444,0.7435226563,0.4792819444,0.7120171875,0.4789194444
59,1,398,104.223,438,98.8423,438,130.711,398,135.458,0.3109375,0.8552458333,0.3421875,0.8627190278,0.3421875,0.8184569444,0.3109375,0.8118638889
59,2,908.701,86.479,950.078,90.2904,951.841,122.448,910.398,118.743,0.7099226563,0.8798902778,0.7422484375,0.8745966667,0.7436257813,0.8299333333,0.7112484375,0.8350791667
59,3,408.378,346.965,447.618,345.857,450.461,378.034,411.111,377.912,0.3190453125,0.5181041667,0.3497015625,0.5196430556,0.3519226563,0.4749527778,0.3211804688,0.4751222222
59,4,910.405,342,950.852,342,948.785,373.768,908.114,374.646,0.7112539063,0.525,0.742853125,0.525,0.7412382813,0.4808777778,0.7094640625,0.4796583333
60,1,395.063,103.862,434.967,98.5527,435.281,130.307,394.891,135.233,0.3086429688,0.8557472222,0.3398179688,0.86312125,0.3400632813,0.8190180556,0.3085085938,0.8121763889
60,2,906.159,85.5624,947.533,89.3508,949.479,121.334,907.616,118.348,0.7079367188,0.8811633333,0.7402601563,0.8759016667,0.7417804688,0.8314805556,0.709075,0.8356277778
60,3,405.818,346.434,445.614,345.657,447.954,377.051,409.202,377.051,0.3170453125,0.5188416667,0.3481359375,0.5199208333,0.3499640625,0.4763180556,0.3196890625,0.4763180556
60,4,907.864,341,948.852,341,946.726,372.699,906.183,374.069,0.70926875,0.5263888889,0.741290625,0.5263888889,0.7396296875,0.4823625,0.7079554688,0.4804597222
61,1,393,103.301,432.848,97.848,432.975,129.53,393,134.426,0.30703125,0.8565263889,0.3381625,0.8641,0.3382617188,0.8200972222,0.30703125,0.8132972222
61,2,903.837,84.6188,945.51,88.3029,947.447,120.502,905.43,117.272,0.7061226563,0.8824738889,0.7386796875,0.8773570833,0.7401929688,0.8326361111,0.7073671875,0.8371222222
61,3,403.786,345.471,443.17,344.58,446.139,376.075,406.825,377.026,0.3154578125,0.5201791667,0.3462265625,0.5214166667,0.3485460938,0.4776736111,0.3178320313,0.4763527778
61,4,905.598,340.154,946.603,340.209,944.75,371.797,903.865,372.57,0.7074984375,0.5275638889,0.7395335938,0.5274875,0.7380859375,0.4836152778,0.7061445313,0.4825416667
62,1,391,102.066,430.945,96.3697,431.054,128.169,391,133.218,0.30546875,0.8582416667,0.3366757813,0.8661531944,0.3367609375,0.8219875,0.30546875,0.814975
62,2,901.958,82.8931,943.652,86.6263,945.448,118.62,903.549,115.539,0.7046546875,0.8848706944,0.737228125,0.8796856944,0.73863125,0.83525,0.7058976563,0.8395291667
62,3,402.264,344.265,441.671,342.801,444.397,375,405.214,375,0.31426875,0.5218541667,0.3450554688,0.5238875,0.3471851563,0.4791666667,0.3165734375,0.4791666667
62,4,904.534,338,945.179,338,943.509,369.619,902.446,370.89,0.7066671875,0.5305555556,0.7384210938,0.5305555556,0.7371164063,0.4866402778,0.7050359375,0.484875
63,1,390,100.381,430.167,95.2751,429.822,126.723,390,131.673,0.3046875,0.8605819444,0.3360679688,0.8676734722,0.3357984375,0.8239958333,0.3046875,0.8171208333
63,2,901.292,81.0556,942.726,84.6849,944.555,116.512,902.462,113.702,0.704134375,0.8874227778,0.7365046875,0.8823820833,0.7379335938,0.8381777778,0.7050484375,0.8420805556
63,3,401.578,342.862,441.031,341.736,444.02,373.12,404.391,373.131,0.3137328125,0.5238027778,0.3445554688,0.5253666667,0.346890625,0.4817777778,0.3159304688,0.4817625
63,4,903.313,336.389,944.63,336.275,942.873,367.945,902.214,369.255,0.7057132813,0.5327930556,0.7379921875,0.5329513889,0.7366195313,0.4889652778,0.7048546875,0.4871458333
64,1,389.485,99.4507,428.951,93.8788,429.809,125.504,389.996,130.422,0.3042851563,0.8618740278,0.3351179688,0.8696127778,0.3357882813,0.8256888889,0.304684375,0.8188583333
64,2,900.886,79.7724,942.328,83.322,944.335,115.6,902.289,112.142,0.7038171875,0.889205,0.73619375,0.884275,0.7377617188,0.8394444444,0.7049132813,0.8442472222
64,3,401.234,341.086,440.675,340.818,443.48,372.241,404.09,372.001,0.3134640625,0.5262694444,0.3442773438,0.5266416667,0.34646875,0.4829986111,0.3156953125,0.4833319444
64,4,903.387,335,944.297,335,942.707,366.721,901.687,367.771,0.7057710938,0.5347222222,0.7377320313,0.5347222222,0.7364898438,0.4906652778,0.7044429688,0.4892069444
65,1,389,98.7143,428.781,93.1214,428.536,124.934,389,129.652,0.30390625,0.8628968056,0.3349851563,0.8706647222,0.33479375,0.8264805556,0.30390625,0.8199277778
65,2,899.612,78.7544,941.735,82.5022,943.607,114.693,902.027,111.34,0.702821875,0.8906188889,0.7357304688,0.8854136111,0.7371929688,0.8407041667,0.7047085938,0.8453611111
65,3,400.591,341.106,439.899,340.21,442.924,371.335,403.78,371.853,0.3129617188,0.5262416667,0.3436710938,0.5274861111,0.346034375,0.4842569444,0.315453125,0.4835375
65,4,902.227,334.82,943.941,334.945,941.813,366.931,901.474,367.022,0.7048648438,0.5349722222,0.7374539063,0.5347986111,0.7357914063,0.4903736111,0.7042765625,0.4902472222
66,1,388.996,98.6442,428.086,93.1552,428.23,124.601,388.82,129.668,0.303903125,0.8629941667,0.3344421875,0.8706177778,0.3345546875,0.8269430556,0.303765625,0.8199055556
66,2,899.383,78.734,941.338,82.4668,943.264,114.476,901.442,111.352,0.7026429688,0.8906472222,0.7354203125,0.8854627778,0.736925,0.8410055556,0.7042515625,0.8453444444
66,3,400.312,341.166,439.511,340.368,442.427,372,403.329,372,0.31274375,0.5261583333,0.3433679688,0.5272666667,0.3456460938,0.4833333333,0.3151007813,0.4833333333
66,4,902.41,334.862,943.197,334.997,941.614,367,900.809,367,0.7050078125,0.5349138889,0.7368726563,0.5347263889,0.7356359375,0.4902777778,0.7037570313,0.4902777778
67,1,388.446,99.1456,428.015,93.5205,428.173,125.478,388.131,130.357,0.3034734375,0.8622977778,0.3343867188,0.8701104167,0.3345101563,0.825725,0.3032273438,0.8189486111
67,2,899.241,79.099,941.115,83.0281,942.94,114.941,901.293,111.762,0.7025320313,0.8901402778,0.7352460938,0.8846831944,0.736671875,0.8403597222,0.7041351563,0.844775
67,3,400.119,341.096,439.522,340.952,442.311,372.83,403.434,373.082,0.3125929688,0.5262555556,0.3433765625,0.5264555556,0.3455554688,0.4821805556,0.3151828125,0.4818305556
67,4,902.464,335,943.227,335,941.61,366.738,900.794,368.091,0.70505,0.5347222222,0.7368960938,0.5347222222,0.7356328125,0.4906416667,0.7037453125,0.4887625
68,1,388.004,99.484,428.131,93.9356,428.119,125.742,388.788,130.719,0.303128125,0.8618277778,0.3344773438,0.8695338889,0.3344679688,0.8253583333,0.303740625,0.8184458333
68,2,899.491,79.9014,941.13,83.3767,943.1,115.408,901.063,112.395,0.7027273438,0.8890258333,0.7352578125,0.8841990278,0.736796875,0.8397111111,0.7039554688,0.8438958333
68,3,400.179,341.341,439.577,340.901,442.473,373,403.318,373,0.3126398438,0.5259152778,0.3434195313,0.5265263889,0.3456820313,0.4819444444,0.3150921875,0.4819444444
68,4,902.209,335.253,943.042,335.511,941.674,367.258,900.555,368.02,0.7048507813,0.5343708333,0.7367515625,0.5340125,0.7356828125,0.4899194444,0.7035585938,0.4888611111
69,1,388.068,99.3598,428.062,93.8597,428.062,125.577,388.057,130.685,0.303178125,0.8620002778,0.3344234375,0.8696393056,0.3344234375,0.8255875,0.3031695313,0.8184930556
69,2,899.741,79.9062,940.913,83.3879,942.965,115.487,900.645,112.365,0.7029226563,0.8890191667,0.7350882813,0.8841834722,0.7366914063,0.8396013889,0.7036289063,0.8439375
69,3,399.933,341.538,439.498,340.766,442.127,373,402.96,373,0.3124476563,0.5256416667,0.3433578125,0.5267138889,0.3454117188,0.4819444444,0.3148125,0.4819444444
69,4,901.814,334.98,942.715,335.368,941.186,367.711,900.168,368.015,0.7045421875,0.53475,0.7364960938,0.5342111111,0.7353015625,0.4892902778,0.70325625,0.4888680556
70,1,388,99.7652,428,94.093,428,126.122,388,130.692,0.303125,0.8614372222,0.334375,0.8693152778,0.334375,0.8248305556,0.303125,0.8184833333
70,2,898.936,80.1902,940.694,84.0053,942.683,116.016,900.349,112.698,0.70229375,0.8886247222,0.7349171875,0.8833259722,0.7364710938,0.8388666667,0.7033976563,0.843475
70,3,399.569,342.292,439.026,341.111,441.691,373,402.754,373,0.3121632813,0.5245944444,0.3429890625,0.5262347222,0.3450710938,0.4819444444,0.3146515625,0.4819444444
70,4,901.422,336,942.353,336,940.774,367.711,899.599,369.072,0.7042359375,0.5333333333,0.7362132813,0.5333333333,0.7349796875,0.4892902778,0.7028117188,0.4874
71,1,388.061,100.226,428,94.6769,428,126.519,387.884,131.495,0.3031726563,0.8607972222,0.334375,0.8685043056,0.334375,0.8242791667,0.303034375,0.8173680556
71,2,898.797,80.9525,940.611,84.4389,942.425,116.744,900.343,113.534,0.7021851563,0.8875659722,0.7348523438,0.88272375,0.7362695313,0.8378555556,0.7033929688,0.8423138889
71,3,399.663,343.168,438.676,342.058,441.928,373.968,402.471,373.931,0.3122367188,0.5233777778,0.342715625,0.5249194444,0.34525625,0.4806,0.3144304688,0.4806513889
71,4,901.486,336.796,942.318,337.156,940.537,368.876,899.46,369.27,0.7042859375,0.5322277778,0.7361859375,0.5317277778,0.7347945313,0.4876722222,0.702703125,0.487125
72,1,388.117,101.165,427.994,95.5277,428.005,127.438,387.774,132.394,0.3032164063,0.8594930556,0.3343703125,0.8673226389,0.3343789063,0.8230027778,0.3029484375,0.8161194444
72,2,898.549,82.1266,940.606,85.4733,942.18,117.724,900.349,114.584,0.7019914063,0.8859352778,0.7348484375,0.8812870833,0.736078125,0.8364944444,0.7033976563,0.8408555556
72,3,399.314,343.659,438.73,342.75,441.543,375,402.341,375,0.3119640625,0.5226958333,0.3427578125,0.5239583333,0.3449554688,0.4791666667,0.3143289063,0.4791666667
72,4,900.743,338.814,942.314,337.552,940.174,369.621,899.328,371.03,0.7037054688,0.529425,0.7361828125,0.5311777778,0.7345109375,0.4866375,0.7026,0.4846805556
73,1,388.065,101.949,428,96.3345,428,128.397,387.876,133.13,0.3031757813,0.8584041667,0.334375,0.8662020833,0.334375,0.8216708333,0.303028125,0.8150972222
73,2,898.457,82.9315,940.151,86.5905,941.847,118.52,900.055,115.711,0.7019195313,0.8848173611,0.7344929688,0.8797354167,0.7358179688,0.8353888889,0.7031679688,0.8392902778
73,3,398.95,344.73,438.546,343.626,440.938,375.577,402.066,375.813,0.3116796875,0.5212083333,0.3426140625,0.5227416667,0.3444828125,0.4783652778,0.3141140625,0.4780375
73,4,900.329,338.91,941.657,339.047,939.745,370.843,899.244,371.365,0.7033820313,0.5292916667,0.7356695313,0.5291013889,0.7341757813,0.4849402778,0.702534375,0.4842152778
74,1,387,102.76,427.125,97.4189,427.125,128.86,387,133.963,0.30234375,0.8572777778,0.3336914063,0.8646959722,0.3336914063,0.8210277778,0.30234375,0.8139402778
74,2,898.149,83.7661,939.584,87.2747,941.559,119.579,899.359,116.386,0.7016789063,0.8836581944,0.73405,0.8787851389,0.7355929688,0.8339180556,0.7026242188,0.8383527778
74,3,398.553,345.071,437.882,344.82,440.423,376.539,401.438,377.128,0.3113695313,0.5207347222,0.3420953125,0.5210833333,0.3440804688,0.4770291667,0.3136234375,0.4762111111
74,4,900.285,339.847,940.961,339.911,939.625,371.467,898.502,372.167,0.7033476563,0.5279902778,0.7351257813,0.5279013889,0.7340820313,0.4840736111,0.7019546875,0.4831013889
75,1,387.061,103.298,426.155,97.8222,426.791,129.638,386.884,134.45,0.3023914063,0.8565305556,0.3329335938,0.8641358333,0.3334304688,0.8199472222,0.302253125,0.8132638889
75,2,897.199,84.2683,939.19,87.7433,940.903,119.832,898.988,116.718,0.7009367188,0.8829606944,0.7337421875,0.8781343056,0.7350804688,0.8335666667,0.702334375,0.8378916667
75,3,397.879,345.924,437.463,344.766,440.163,377,401.114,377,0.3108429688,0.51955,0.3417679688,0.5211583333,0.3438773438,0.4763888889,0.3133703125,0.4763888889
75,4,899.332,340.039,940.436,339.915,938.905,371.799,898.117,372.51,0.702603125,0.5277236111,0.734715625,0.5278958333,0.7335195313,0.4836125,0.7016539063,0.482625
76,1,386.087,103.612,426.065,98.2213,426.065,129.83,386.351,134.757,0.3016304688,0.8560944444,0.3328632813,0.8635815278,0.3328632813,0.8196805556,0.3018367188,0.8128375
76,2,897.129,84.3789,938.842,88.0261,940.458,119.954,898.469,116.707,0.7008820313,0.8828070833,0.7334703125,0.8777415278,0.7347328125,0.8333972222,0.7019289063,0.8379069444
