Frame No.,Marker No.,Top Left,,Top Right,,Bottom Right,,Bottom Left,,Top Left,,Top Right,,Bottom Right,,Bottom Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
76,3,397.705,346.041,437.339,345.503,439.712,377,400.747,377,0.3107070313,0.5193875,0.3416710938,0.5201347222,0.343525,0.4763888889,0.3130835938,0.4763888889
76,4,899.367,340,940.375,340,938.711,371.745,897.556,372.652,0.7026304688,0.5277777778,0.7346679688,0.5277777778,0.7333679688,0.4836875,0.701215625,0.4824277778
77,1,386,103.756,425.944,98.1055,426.124,129.846,386,134.814,0.3015625,0.8558944444,0.33276875,0.8637423611,0.332909375,0.8196583333,0.3015625,0.8127583333
77,2,897.004,84.2898,938.714,87.7604,940.383,119.913,898.351,116.784,0.700784375,0.8829308333,0.7333703125,0.8781105556,0.7346742188,0.8334541667,0.7018367188,0.8378
77,3,397.661,346.184,436.811,345.178,439.605,377,400.333,377,0.3106726563,0.5191888889,0.3412585938,0.5205861111,0.3434414063,0.4763888889,0.3127601563,0.4763888889
77,4,899.238,340,940.167,340,938.724,371.745,897.387,372.594,0.7025296875,0.5277777778,0.7345054688,0.5277777778,0.733378125,0.4836875,0.7010835938,0.4825083333
78,1,386,103.446,426,98.0692,426,129.805,386,134.615,0.3015625,0.856325,0.3328125,0.8637927778,0.3328125,0.8197152778,0.3015625,0.8130347222
78,2,896.595,84.1125,938.594,87.9496,940.137,119.944,898.378,116.829,0.7004648438,0.8831770833,0.7332765625,0.8778477778,0.7344820313,0.8334111111,0.7018578125,0.8377375
78,3,397.111,345.974,436.503,345.166,439.222,377,400.074,377,0.3102429688,0.5194805556,0.3410179688,0.5206027778,0.3431421875,0.4763888889,0.3125578125,0.4763888889
78,4,898.637,340.08,940.116,339.823,938.022,371.78,897.532,372.521,0.7020601563,0.5276666667,0.734465625,0.5280236111,0.7328296875,0.4836388889,0.701196875,0.4826097222
79,1,384.947,103.679,424.92,98.2831,425.408,130.092,385.11,134.75,0.3007398438,0.8560013889,0.33196875,0.8634956944,0.33235,0.8193166667,0.3008671875,0.8128472222
79,2,896.286,84.3645,937.745,87.9055,939.902,120.021,897.715,116.74,0.7002234375,0.8828270833,0.7326132813,0.8779090278,0.7342984375,0.8333041667,0.7013398438,0.8378611111
79,3,396.736,346.232,435.775,345.45,438.736,377,399.329,377,0.30995,0.5191222222,0.3404492188,0.5202083333,0.3427625,0.4763888889,0.3119757813,0.4763888889
79,4,898.538,340.411,939.372,340.344,937.691,371.467,896.589,372.989,0.7019828125,0.5272069444,0.733884375,0.5273,0.7325710938,0.4840736111,0.7004601563,0.4819597222
80,1,385.065,103.893,424.079,98.2862,424.246,130.231,384.877,134.997,0.3008320313,0.8557041667,0.3313117188,0.8634913889,0.3314421875,0.8191236111,0.3006851563,0.8125041667
80,2,895.384,84.2174,937.523,87.9017,939.017,119.977,897.343,116.78,0.69951875,0.8830313889,0.7324398438,0.8779143056,0.7336070313,0.8333652778,0.7010492188,0.8378055556
80,3,395.782,346,435.489,346,437.876,377.691,399.109,377.957,0.3092046875,0.5194444444,0.3402257813,0.5194444444,0.342090625,0.4754291667,0.3118039063,0.4750597222
80,4,897.92,340,938.886,340,937.069,371.785,896.119,373.269,0.7015,0.5277777778,0.7335046875,0.5277777778,0.7320851563,0.4836319444,0.7000929688,0.4815708333
81,1,384,104.275,424,98.8016,424,130.599,384,135.473,0.3,0.8551736111,0.33125,0.8627755556,0.33125,0.8186125,0.3,0.8118430556
81,2,894.975,84.5738,936.823,88.2833,938.427,120.487,896.616,117.319,0.6991992188,0.8825363889,0.7318929688,0.8773843056,0.7331460938,0.8326569444,0.70048125,0.8370569444
81,3,395.312,347.11,434.635,346.824,437.564,378.008,398.493,377.992,0.3088375,0.5179027778,0.3395585938,0.5183,0.341846875,0.4749888889,0.3113226563,0.4750111111
81,4,897.375,340.818,938.259,341.096,936.859,372.907,895.514,373.045,0.7010742188,0.5266416667,0.7330148438,0.5262555556,0.7319210938,0.4820736111,0.6996203125,0.4818819444
82,1,384,104.602,423.483,99.3837,423.976,131.047,384,135.877,0.3,0.8547194444,0.3308460938,0.8619670833,0.33123125,0.8179902778,0.3,0.8112819444
82,2,894.693,85.0647,936.59,88.5037,938.392,120.794,896.393,117.674,0.6989789063,0.8818545833,0.7317109375,0.8770781944,0.73311875,0.8322305556,0.7003070313,0.8365638889
82,3,395.247,347.085,434.746,346.817,437.397,378.162,398.257,378.448,0.3087867188,0.5179375,0.3396453125,0.5183097222,0.3417164063,0.474775,0.3111382813,0.4743777778
82,4,897.242,341,938.392,341,936.754,372.802,895.505,373.497,0.7009703125,0.5263888889,0.73311875,0.5263888889,0.7318390625,0.4822194444,0.6996132813,0.4812541667
83,1,384.067,104.594,424,99.3154,424,130.833,383.878,135.914,0.3000523438,0.8547305556,0.33125,0.8620619444,0.33125,0.8182875,0.2999046875,0.8112305556
83,2,895.119,85.1245,936.886,88.4294,938.888,120.811,896.467,117.657,0.6993117188,0.8817715278,0.7319421875,0.8771813889,0.73350625,0.8322069444,0.7003648438,0.8365875
83,3,395.497,347.216,435.484,346.684,437.923,378.278,398.766,378.127,0.3089820313,0.5177555556,0.340221875,0.5184944444,0.3421273438,0.4746138889,0.3115359375,0.4748236111
83,4,897.644,340.907,938.953,340.907,937.127,372.873,896.215,373.28,0.701284375,0.5265180556,0.7335570313,0.5265180556,0.7321304688,0.4821208333,0.7001679688,0.4815555556
84,1,384.992,104.312,424.085,99.0275,424.23,130.543,384.826,135.527,0.300775,0.8551222222,0.3313164063,0.8624618056,0.3314296875,0.8186902778,0.3006453125,0.8117680556
84,2,895.675,84.7691,937.687,88.2269,939.621,120.376,897.52,117.497,0.6997460938,0.8822651389,0.7325679688,0.8774626389,0.7340789063,0.8328111111,0.7011875,0.8368097222
84,3,396.327,347.056,435.764,346.681,438.594,377.928,399.55,377.772,0.3096304688,0.5179777778,0.340440625,0.5184986111,0.3426515625,0.4751,0.3121484375,0.4753166667
84,4,898.276,340.821,939.9,341.096,937.778,373,897.346,373,0.701778125,0.5266375,0.734296875,0.5262555556,0.7326390625,0.4819444444,0.7010515625,0.4819444444
85,1,384.932,104.323,425.063,98.6292,425.062,130.544,385.182,135.325,0.300728125,0.8551069444,0.3320804688,0.863015,0.3320796875,0.8186888889,0.3009234375,0.8120486111
85,2,896.561,84.4802,938.433,88.1717,940.324,120.325,898.308,117.153,0.7004382813,0.8826663889,0.7331507813,0.8775393056,0.734628125,0.8328819444,0.701803125,0.8372875
85,3,396.997,347.078,436.486,346.515,439.111,377.768,400.173,377.755,0.3101539063,0.5179472222,0.3410046875,0.5187291667,0.3430554688,0.4753222222,0.3126351563,0.4753402778
85,4,899.362,340.865,940.459,340.995,938.704,373,897.924,373,0.7026265625,0.5265763889,0.7347335938,0.5263958333,0.7333625,0.4819444444,0.701503125,0.4819444444
86,1,385.944,104.192,425.244,98.7493,426.012,130.504,385.932,135.406,0.30151875,0.8552888889,0.332221875,0.8628481944,0.332821875,0.8187444444,0.301509375,0.8119361111
86,2,897.084,84.5204,938.783,88.1539,940.765,120.379,898.85,117.132,0.700846875,0.8826105556,0.7334242188,0.8775640278,0.7349726563,0.8328069444,0.7022265625,0.8373166667
86,3,397.229,347.16,436.612,346.628,439.441,377.956,400.436,378.098,0.3103351563,0.5178333333,0.341103125,0.5185722222,0.3433132813,0.4750611111,0.312840625,0.4748638889
86,4,901.825,340.739,940.654,341.051,939.065,372.959,900.47,373.087,0.7045507813,0.5267513889,0.7348859375,0.5263180556,0.7336445313,0.4820013889,0.7034921875,0.4818236111
87,1,385.636,104.075,425.914,99.5489,425.904,130.601,385.855,135.576,0.301278125,0.8554513889,0.3327453125,0.8617376389,0.3327375,0.8186097222,0.3014492188,0.8117
87,2,897.246,84.6569,938.816,88.2665,940.488,120.329,898.747,117.29,0.7009734375,0.8824209722,0.73345,0.8774076389,0.73475625,0.8328763889,0.7021460938,0.8370972222
87,3,397.125,347.127,436.399,346.718,439.188,377.957,400.14,378.1,0.3102539063,0.5178791667,0.3409367188,0.5184472222,0.343115625,0.4750597222,0.312609375,0.4748611111
87,4,899.334,341.081,940.594,340.826,938.758,372.955,898.071,373.097,0.7026046875,0.5262763889,0.7348390625,0.5266305556,0.7334046875,0.4820069444,0.7016179688,0.4818097222
88,1,385,104.285,425,99.0846,425,130.743,385,135.681,0.30078125,0.8551597222,0.33203125,0.8623825,0.33203125,0.8184125,0.30078125,0.8115541667
88,2,896.585,84.8424,938.105,88.2846,940.305,120.398,898.417,117.418,0.7004570313,0.8821633333,0.7328945313,0.8773825,0.7346132813,0.8327805556,0.7018882813,0.8369194444
88,3,396.239,347.318,435.54,346.669,438.531,378.743,399.367,378.86,0.3095617188,0.5176138889,0.340265625,0.5185152778,0.3426023438,0.4739680556,0.3120054688,0.4738055556
88,4,898.542,341,940.012,341,937.807,372.73,897.029,373.788,0.7019859375,0.5263888889,0.734384375,0.5263888889,0.7326617188,0.4823194444,0.7008039063,0.48085
89,1,384,104.682,424,99.3697,424,131.145,384,136.027,0.3,0.8546083333,0.33125,0.8619865278,0.33125,0.8178541667,0.3,0.8110736111
89,2,895.6,85.4215,937.426,88.9394,939.16,121.102,897.263,117.999,0.6996875,0.8813590278,0.7323640625,0.8764730556,0.73371875,0.8318027778,0.7009867188,0.8361125
89,3,395.063,348.123,434.645,347.109,437,379,398.136,379,0.3086429688,0.5164958333,0.3395664063,0.5179041667,0.34140625,0.4736111111,0.31104375,0.4736111111
89,4,897.346,341.82,938.597,341.944,936.874,373.906,895.825,374.049,0.7010515625,0.52525,0.7332789063,0.5250777778,0.7319328125,0.4806861111,0.6998632813,0.4804875
90,1,383.06,105.425,422.607,99.8528,422.707,131.768,382.882,136.808,0.299265625,0.8535763889,0.3301617188,0.8613155556,0.3302398438,0.8169888889,0.2991265625,0.8099888889
90,2,894.421,85.9988,936.021,89.4602,938.239,121.672,895.838,118.765,0.6987664063,0.8805572222,0.7312664063,0.8757497222,0.7329992188,0.8310111111,0.6998734375,0.8350486111
90,3,393.718,348.958,432.971,347.79,435.856,380,396.697,380,0.3075921875,0.5153361111,0.3382585938,0.5169583333,0.3405125,0.4722222222,0.3099195313,0.4722222222
90,4,896.298,342.575,937.229,343.053,935.645,374.873,894.367,375.134,0.7002328125,0.5242013889,0.7322101563,0.5235375,0.7309726563,0.4793430556,0.6987242188,0.4789805556
91,1,380.948,106.576,420.904,101.033,421.234,133.227,381.104,137.767,0.297615625,0.8519777778,0.32883125,0.8596763889,0.3290890625,0.8149625,0.2977375,0.8086569444
91,2,892.796,86.9237,934.638,90.4227,936.589,122.844,894.35,119.681,0.697496875,0.8792726389,0.7301859375,0.8744129167,0.7317101563,0.8293833333,0.6987109375,0.8337763889
91,3,392.057,350.044,431.579,349.579,434.047,381.037,395.013,381.061,0.3062945313,0.5138277778,0.3371710938,0.5144736111,0.3390992188,0.4707819444,0.3086039063,0.4707486111
91,4,894.312,344.083,935.479,343.622,933.709,375.917,892.61,376.183,0.69868125,0.5221069444,0.7308429688,0.5227472222,0.7294601563,0.4778930556,0.6973515625,0.4775236111
92,1,379,108.383,419,102.796,419,134.8,379,139.723,0.29609375,0.8494680556,0.32734375,0.8572277778,0.32734375,0.8127777778,0.29609375,0.8059402778
92,2,890.648,88.4107,932.67,91.9325,934.438,124.388,892.053,121.124,0.69581875,0.8772073611,0.7286484375,0.8723159722,0.7300296875,0.8272388889,0.6969164063,0.8317722222
92,3,389.798,352.26,428.918,351.104,431.685,383.094,392.582,382.951,0.3045296875,0.51075,0.3350921875,0.5123555556,0.3372539063,0.467925,0.3067046875,0.4681236111
92,4,891.864,345.079,933.212,344.962,931.297,376.917,890.464,378.316,0.69676875,0.5207236111,0.729071875,0.5208861111,0.7275757813,0.4765041667,0.695675,0.4745611111
93,1,376.136,110.866,415.627,105.224,415.829,137.053,375.771,142.104,0.29385625,0.8460194444,0.3247085938,0.8538555556,0.3248664063,0.8096486111,0.2935710938,0.8026333333
93,2,887.25,90.439,929.037,93.8403,930.543,126.255,888.356,123.344,0.6931640625,0.8743902778,0.7258101563,0.86966625,0.7269867188,0.8246458333,0.694028125,0.8286888889
93,3,385.781,355.097,424.576,354.72,427.127,386,388.352,386,0.3013914063,0.5068097222,0.3317,0.5073333333,0.3336929688,0.4638888889,0.3034,0.4638888889
93,4,887.409,348.032,928.877,347.77,926.713,379.816,885.991,380.426,0.6932882813,0.5166222222,0.7256851563,0.5169861111,0.7239945313,0.4724777778,0.6921804688,0.4716305556
94,1,370.036,114.635,408.945,109.467,407.945,141.023,369.736,146.095,0.289090625,0.8407847222,0.3194882813,0.8479625,0.3187070313,0.8041347222,0.28885625,0.7970902778
94,2,881.296,93.9679,922.601,97.1553,924.153,129.397,882.177,126.487,0.6885125,0.8694890278,0.7207820313,0.8650620833,0.7219945313,0.8202819444,0.6892007813,0.8243236111
94,3,378.768,359.361,417.028,358.796,419.69,390.534,381.603,390.463,0.2959125,0.5008875,0.325803125,0.5016722222,0.3278828125,0.4575916667,0.2981273438,0.4576902778
94,4,880.504,352.162,921.474,351.606,919.282,383.75,878.716,384.591,0.68789375,0.5108861111,0.7199015625,0.5116583333,0.7181890625,0.4670138889,0.686496875,0.4658458333
95,1,362.202,120.321,400.266,115.267,399.955,146.895,361.593,151.726,0.2829703125,0.8328875,0.3127078125,0.8399069444,0.3124648438,0.7959791667,0.2824945313,0.7892694444
95,2,872.708,99.3859,913.782,102.276,915.094,134.496,873.979,131.596,0.681803125,0.8619640278,0.7138921875,0.85795,0.7149171875,0.8132,0.6827960938,0.8172277778
95,3,370.523,366.091,407.718,365.294,410.74,397,372.896,396.741,0.2894710938,0.4915402778,0.3185296875,0.4926472222,0.320890625,0.4486111111,0.291325,0.4489708333
95,4,871.571,358.226,911.922,357.383,909.883,388.828,869.398,390.494,0.6809148438,0.5024638889,0.7124390625,0.5036347222,0.7108460938,0.4599611111,0.6792171875,0.4576472222
96,1,353.36,126.956,391.382,121.517,390.716,153.611,351.428,158.423,0.2760625,0.8236722222,0.3057671875,0.8312263889,0.305246875,0.7866513889,0.274553125,0.7799680556
96,3,360.326,372.725,397.976,372.804,400.997,403.85,362.928,404.05,0.2815046875,0.4823263889,0.31091875,0.4822166667,0.3132789063,0.4390972222,0.2835375,0.4388194444
97,1,342.165,134.295,380.35,129.165,379.817,161.082,341.662,165.806,0.2673164063,0.8134791667,0.2971484375,0.8206041667,0.2967320313,0.776275,0.2669234375,0.7697138889
97,2,851.897,111.547,893.362,114.361,894.182,146.328,852.205,144.37,0.6655445313,0.8450736111,0.6979390625,0.8411652778,0.6985796875,0.7967666667,0.6657851563,0.7994861111
97,3,350.272,380.943,387.502,379.729,390.182,411.548,352.449,412.142,0.27365,0.4709125,0.3027359375,0.4725986111,0.3048296875,0.4284055556,0.2753507813,0.4275805556
97,4,849.995,371.12,891.218,369.497,888.626,401.687,847.677,403.535,0.6640585938,0.4845555556,0.6962640625,0.4868097222,0.6942390625,0.4421013889,0.6622476563,0.4395347222
98,1,331.591,143.211,369.718,137.709,368.708,170.187,330.537,174.774,0.2590554688,0.8010958333,0.2888421875,0.8087375,0.288053125,0.7636291667,0.2582320313,0.7572583333
98,2,840.768,119.058,882.048,121.551,882.326,153.623,840.786,152.063,0.65685,0.8346416667,0.6891,0.8311791667,0.6893171875,0.7866347222,0.6568640625,0.7888013889
98,3,339.477,390.212,377.51,389.525,379.49,421,342.258,421,0.2652164063,0.4580388889,0.2949296875,0.4589930556,0.2964765625,0.4152777778,0.2673890625,0.4152777778
98,4,838.764,379.359,879.837,377.97,877.482,409.855,836.62,411.507,0.655284375,0.4731125,0.6873726563,0.4750416667,0.6855328125,0.4307569444,0.653609375,0.4284625
99,1,321.862,152.589,359.799,147.384,358.702,179.414,320.549,184.272,0.2514546875,0.7880708333,0.2810929688,0.7953,0.2802359375,0.7508138889,0.2504289063,0.7440666667
99,2,829.531,127.723,871.201,129.582,872.48,162.295,830.017,160.526,0.6480710938,0.8226069444,0.6806257813,0.820025,0.681625,0.7745902778,0.6484507813,0.7770472222
99,3,330.279,399.076,367.695,398.974,370.741,430.193,333.423,429.901,0.2580304688,0.4457277778,0.2872617188,0.4458694444,0.2896414063,0.4025097222,0.2604867188,0.4029152778
99,4,828.268,387.606,869.972,386.192,867.574,417.799,826.567,420.058,0.647084375,0.4616583333,0.679665625,0.4636222222,0.6777921875,0.4197236111,0.6457554688,0.4165861111
100,1,313.175,161.642,351.37,156.021,350.008,188.353,312.682,192.588,0.2446679688,0.7754972222,0.2745078125,0.7833041667,0.27344375,0.7383986111,0.2442828125,0.7325166667
100,2,819.879,135.035,862.012,137.285,862.174,169.575,819.879,168.306,0.6405304688,0.8124513889,0.673446875,0.8093263889,0.6735734375,0.7644791667,0.6405304688,0.7662416667
100,3,322.767,407.993,360.168,407.85,363.246,438.754,326.298,438.609,0.2521617188,0.4333430556,0.28138125,0.4335416667,0.2837859375,0.3906194444,0.2549203125,0.3908208333
100,4,819.24,395.284,861.504,393.158,859.599,424.647,818.491,427.268,0.64003125,0.4509944444,0.67305,0.4539472222,0.6715617188,0.4102125,0.6394460938,0.4065722222
101,1,306.169,170.017,343.905,164.639,343.724,196.608,305.671,201.261,0.2391945313,0.7638652778,0.2686757813,0.7713347222,0.268534375,0.7269333333,0.2388054688,0.7204708333
101,2,811.736,142.654,853.871,144.11,854.279,176.343,811.697,174.297,0.63416875,0.8018694444,0.6670867188,0.7998472222,0.6674054688,0.7550791667,0.6341382813,0.7579208333
101,3,316.713,416.144,353.549,415.906,357.338,447.019,320.276,446.925,0.2474320313,0.4220222222,0.2762101563,0.4223527778,0.2791703125,0.3791402778,0.250215625,0.3792708333
101,4,814.24,401.744,854.39,401.035,852.672,431.28,810.888,434.127,0.636125,0.4420222222,0.6674921875,0.4430069444,0.66615,0.401,0.63350625,0.3970458333
102,1,300.245,178.034,337.89,172.562,337.74,204.718,299.51,209.478,0.2345664063,0.7527305556,0.2639765625,0.7603305556,0.263859375,0.7156694444,0.2339921875,0.7090583333
102,3,311.347,423.725,348.598,423.963,352.129,455.038,315.193,454.9,0.2432398438,0.4114930556,0.2723421875,0.4111625,0.2751007813,0.3680027778,0.2462445313,0.3681944444
102,4,806.985,409.384,848.461,407.414,847.023,438.588,805.196,440.962,0.6304570313,0.4314111111,0.6628601563,0.4341472222,0.6617367188,0.39085,0.629059375,0.3875527778
103,1,295.15,184.733,332.706,179.531,332.372,211.784,294.699,216.471,0.2305859375,0.7434263889,0.2599265625,0.7506513889,0.259665625,0.7058555556,0.2302335938,0.6993458333
103,2,798.659,155.667,841.357,157.166,842.517,189.206,799.131,188.968,0.6239523438,0.7837958333,0.6573101563,0.7817138889,0.6582164063,0.7372138889,0.6243210938,0.7375444444
103,3,307.518,430.361,344.575,429.791,348.07,461.104,310.984,460.946,0.2402484375,0.4022763889,0.2691992188,0.4030680556,0.2719296875,0.3595777778,0.24295625,0.3597972222
103,4,801.268,415.212,843.401,412.502,842.827,444.296,800.572,447.059,0.625990625,0.4233166667,0.6589070313,0.4270805556,0.6584585938,0.3829222222,0.625446875,0.3790847222
104,1,291.107,190.892,328.807,185.731,327.947,218.103,290.964,222.028,0.2274273438,0.7348722222,0.2568804688,0.7420402778,0.2562085938,0.6970791667,0.227315625,0.6916277778
104,2,793.759,161.169,836.772,162.327,838.261,195.081,794.802,194.961,0.6201242188,0.7761541667,0.653728125,0.7745458333,0.6548914063,0.7290541667,0.6209390625,0.7292208333
104,3,303.925,435.946,341.194,435.946,344.78,467,307.756,467,0.2374414063,0.3945194444,0.2665578125,0.3945194444,0.269359375,0.3513888889,0.240434375,0.3513888889
104,4,797.161,420.278,839.508,417.742,838.762,449.628,796.673,452.674,0.6227820313,0.4162805556,0.655865625,0.4198027778,0.6552828125,0.3755166667,0.6224007813,0.3712861111
105,1,288.049,196.058,325.437,190.981,324.976,223.803,287.9,227.944,0.2250382813,0.7276972222,0.2542476563,0.7347486111,0.2538875,0.6891625,0.224921875,0.6834111111
105,2,789.648,166.026,832.803,167.337,834.292,200.081,790.617,199.96,0.6169125,0.7694083333,0.6506273438,0.7675875,0.651790625,0.7221097222,0.6176695313,0.7222777778
105,3,300.976,440.751,338.125,440.874,341.974,471.936,304.958,471.233,0.2351375,0.3878458333,0.2641601563,0.387675,0.2671671875,0.3445333333,0.2382484375,0.3455097222
105,4,793.508,424.68,836.404,422.455,834.84,453.939,793.282,456.979,0.619928125,0.4101666667,0.653440625,0.4132569444,0.65221875,0.3695291667,0.6197515625,0.3653069444
106,1,285,199.776,322.817,194.455,322.883,227.014,285,231.432,0.22265625,0.7225333333,0.2522007813,0.7299236111,0.2522523438,0.6847027778,0.22265625,0.6785666667
106,2,786.497,169.754,829.621,170.125,830.748,203.337,787.27,202.825,0.6144507813,0.7642305556,0.6481414063,0.7637152778,0.649021875,0.7175875,0.6150546875,0.7182986111
106,3,298.891,443.553,335.772,443.693,339.743,474.386,302.832,473.808,0.2335085938,0.3839541667,0.262321875,0.3837597222,0.2654242188,0.3411305556,0.2365875,0.3419333333
106,4,791.07,427.31,833.35,424.709,832.331,456.498,790.057,459.546,0.6180234375,0.4065138889,0.6510546875,0.4101263889,0.6502585938,0.365975,0.6172320313,0.3617416667
107,1,283,201.959,320.876,196.469,320.418,229.127,283,233.02,0.22109375,0.7195013889,0.250684375,0.7271263889,0.2503265625,0.6817680556,0.22109375,0.6763611111
107,2,783.584,171.331,827.185,172.299,828.477,205.086,785.32,204.956,0.612175,0.7620402778,0.6462382813,0.7606958333,0.6472476563,0.7151583333,0.61353125,0.7153388889
107,3,297.38,445.18,334.522,445.128,338.498,476.027,301.49,475.159,0.232328125,0.3816944444,0.2613453125,0.3817666667,0.2644515625,0.3388513889,0.2355390625,0.3400569444
107,4,789.141,428.727,831.146,425.95,830.839,457.649,788.449,460.587,0.6165164063,0.4045458333,0.6493328125,0.4084027778,0.6490929688,0.3643763889,0.6159757813,0.3602958333
108,1,282.116,202.917,320,197.932,320,230.522,281.948,234.374,0.220403125,0.7181708333,0.25,0.7250944444,0.25,0.6798305556,0.220271875,0.6744805556
108,2,782.067,171.93,825.615,173.324,826.856,205.89,783.457,205.518,0.6109898438,0.7612083333,0.6450117188,0.7592722222,0.64598125,0.7140416667,0.6120757813,0.7145583333
108,3,296.71,445.955,333.654,445.72,337.622,476.957,300.726,475.689,0.2318046875,0.3806180556,0.2606671875,0.3809444444,0.2637671875,0.3375597222,0.2349421875,0.3393208333
108,4,788.106,429.107,830.118,426.265,829.939,457.779,787.352,461.02,0.6157078125,0.4040180556,0.6485296875,0.4079652778,0.6483898438,0.3641958333,0.61511875,0.3596944444
109,1,281.071,203.066,318.765,197.996,318.353,230.317,281.05,234.383,0.2195867188,0.7179638889,0.2490351563,0.7250055556,0.2487132813,0.6801152778,0.2195703125,0.6744680556
109,2,780.763,171.857,824.189,172.347,825.661,205.246,782.307,204.882,0.6099710938,0.7613097222,0.6438976563,0.7606291667,0.6450476563,0.7149361111,0.6111773438,0.7154416667
109,3,296.071,445.448,332.748,445.195,336.868,476.202,300.037,475.897,0.2313054688,0.3813222222,0.259959375,0.3816736111,0.263178125,0.3386083333,0.2344039063,0.3390319444
109,4,786.368,428.258,829.34,425.515,828.235,456.906,786.443,460.03,0.61435,0.4051972222,0.647921875,0.4090069444,0.6470585938,0.3654083333,0.6144085938,0.3610694444
110,1,280,202.36,317.908,197.489,317.973,229.76,280,234.04,0.21875,0.7189444444,0.248365625,0.7257097222,0.2484164063,0.6808888889,0.21875,0.6749444444
110,2,779.585,170.744,822.685,171.74,824.486,204.615,780.943,204.225,0.6090507813,0.7628555556,0.6427226563,0.7614722222,0.6441296875,0.7158125,0.6101117188,0.7163541667
110,3,294.932,444.792,331.734,444.775,335.683,475.192,298.963,474.905,0.230415625,0.3822333333,0.2591671875,0.3822569444,0.2622523438,0.3400111111,0.2335648438,0.3404097222
110,4,785.496,427.325,827.893,424.493,826.737,455.733,785.213,459.312,0.61366875,0.4064930556,0.6467914063,0.4104263889,0.6458882813,0.3670375,0.6134476563,0.3620666667
111,1,279.817,201.34,317,196.368,317,228.615,279.869,232.979,0.2186070313,0.7203611111,0.24765625,0.7272666667,0.24765625,0.6824791667,0.2186476563,0.6764180556
111,2,778.622,169.797,821.453,170.321,823.278,203.126,779.627,203.005,0.6082984375,0.7641708333,0.6417601563,0.7634430556,0.6431859375,0.7178805556,0.6090835938,0.7180486111
111,3,294.395,443.248,331.527,443.009,335.039,474,298.536,474,0.2299960938,0.3843777778,0.2590054688,0.3847097222,0.2617492188,0.3416666667,0.23323125,0.3416666667
111,4,784.567,425.972,826.972,422.966,826.009,454.63,784.165,457.689,0.6129429688,0.4083722222,0.646071875,0.4125472222,0.6453195313,0.3685694444,0.6126289063,0.3643208333
112,1,279.998,200.386,317,195.315,317,227.725,279.817,232.124,0.2187484375,0.7216861111,0.24765625,0.7287291667,0.24765625,0.6837152778,0.2186070313,0.6776055556
112,2,778.396,168.875,821.581,169.131,823.076,202.089,779.598,201.951,0.608121875,0.7654513889,0.6418601563,0.7650958333,0.643028125,0.7193208333,0.6090609375,0.7195125
112,3,294.741,442.894,331.588,442.999,335.885,473.19,298.967,472.915,0.2302664063,0.3848694444,0.259053125,0.3847236111,0.2624101563,0.3427916667,0.2335679688,0.3431736111
112,4,784.418,424.688,827.154,422.137,826.829,453.474,784.311,456.706,0.6128265625,0.4101555556,0.6462140625,0.4136986111,0.6459601563,0.370175,0.6127429688,0.3656861111
113,1,280,200.045,317.127,194.938,317.372,226.862,280,231.663,0.21875,0.7221597222,0.2477554688,0.7292527778,0.247946875,0.6849138889,0.21875,0.6782458333
113,2,778.423,167.709,821.607,168.857,823.51,201.129,780.163,201.004,0.6081429688,0.7670708333,0.6418804688,0.7654763889,0.6433671875,0.7206541667,0.6095023438,0.7208277778
113,3,295.37,442.034,332.193,441.737,336.193,472.301,299.284,471.855,0.2307578125,0.3860638889,0.2595257813,0.3864763889,0.2626507813,0.3440263889,0.233815625,0.3446458333
113,4,785.432,423.625,827.307,420.939,826.661,452.632,784.897,455.367,0.61361875,0.4116319444,0.6463335938,0.4153625,0.6458289063,0.3713444444,0.6132007813,0.3675458333
114,1,279.958,199.358,317.77,194.12,318.006,226.339,280.094,230.604,0.2187171875,0.7231138889,0.2482578125,0.7303888889,0.2484421875,0.6856402778,0.2188234375,0.6797166667
114,2,778.499,166.935,821.592,167.169,823.669,200.249,780.266,199.879,0.6082023438,0.7681458333,0.64186875,0.7678208333,0.6434914063,0.7218763889,0.6095828125,0.7223902778
114,3,295.439,441.198,332.195,440.954,336.321,472.047,299.475,471.898,0.2308117188,0.387225,0.2595273438,0.3875638889,0.2627507813,0.3443791667,0.2339648438,0.3445861111
114,4,784.99,422.931,827.423,419.973,826.695,451.629,784.83,454.855,0.6132734375,0.4125958333,0.6464242188,0.4167041667,0.6458554688,0.3727375,0.6131484375,0.3682569444
115,1,280,199.468,317.1,194.226,317.887,226.486,280,230.744,0.21875,0.7229611111,0.247734375,0.7302416667,0.2483492188,0.6854361111,0.21875,0.6795222222
115,2,778.464,166.784,821.538,167.383,822.91,200.501,779.459,199.677,0.608175,0.7683555556,0.6418265625,0.7675236111,0.6428984375,0.7215263889,0.6089523438,0.7226708333
115,3,295.091,441.208,331.761,441.102,336.228,472.048,299.353,471.838,0.2305398438,0.3872111111,0.2591882813,0.3873583333,0.262678125,0.3443777778,0.2338695313,0.3446694444
115,4,785.026,423.118,827.038,420.326,826.894,451.764,784.49,454.922,0.6133015625,0.4123361111,0.6461234375,0.4162138889,0.6460109375,0.37255,0.6128828125,0.3681638889
