timestamp,index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
61936.832500000004,0,1.0,0.476549405588361,0.736406135769715,61936.829-0 61936.836-1,-67.23885010965112,-200.08052196028706,1191.8446113008013,19.58679782052989,14.267577604336726,-22.066964737713885,-0.0700823638619208,-0.1650035353234652,0.9837999266142904,-40.21572923459457,15.137007350592693,-19.918185183738817,-0.02212779553860489,-0.1832684313969005,0.9828138392991425
61936.8385,0,1.0,0.4759073515217257,0.7365917915598397,61936.841-0 61936.836-1,-66.64288170206424,-195.69629875073474,1164.6458866069295,19.58679782052989,14.267577604336726,-22.066964737713885,-0.07119706368724965,-0.1656863425044571,0.9836051108192807,-40.21572923459457,15.137007350592693,-19.918185183738817,-0.02212779553860489,-0.1832684313969005,0.9828138392991425
61936.8445,0,1.0,0.47565576799341336,0.737125914217561,61936.841-0 61936.848-1,-68.4026807676745,-200.24236921416653,1188.7325254595833,19.58679782052989,14.267577604336726,-22.066964737713885,-0.07119706368724965,-0.1656863425044571,0.9836051108192807,-40.21572923459457,15.137007350592693,-19.918185183738817,-0.023126622042835193,-0.18369196498714044,0.9827117692141731
61936.85,0,1.0,0.4762412127933892,0.7370835278031538,61936.852-0 61936.848-1,-68.997552170737,-204.53849848300788,1214.5526869370176,19.58679782052989,14.267577604336726,-22.066964737713885,-0.07018206863138912,-0.16524818153195453,0.9837517551410015,-40.21572923459457,15.137007350592693,-19.918185183738817,-0.023126622042835193,-0.18369196498714044,0.9827117692141731
61936.8565,0,1.0,0.47624133051897777,0.7371264034352933,61936.852-0 61936.861000000004-1,-68.99418064435187,-204.56778059352462,1214.4863888934206,19.58679782052989,14.267577604336726,-22.066964737713885,-0.07018206863138912,-0.16524818153195453,0.9837517551410015,-40.21572923459457,15.137007350592693,-19.918185183738817,-0.023125699816350237,-0.18375520268021475,0.9826999681977999
61936.8615,0,1.0,0.47593738090235965,0.7373657057546508,61936.862-0 61936.861000000004-1,-68.68836815681973,-202.52649693569117,1201.0016246939808,19.58679782052989,14.267577604336726,-22.066964737713885,-0.07071213514725894,-0.16579161061276057,0.9836223542566235,-40.21572923459457,15.137007350592693,-19.918185183738817,-0.023125699816350237,-0.18375520268021475,0.9826999681977999
61936.867,0,1.0,0.4758260419115361,0.7376050995032788,61936.862-0 61936.872-1,-69.50117037562148,-204.64321012929395,1212.2017735820311,19.58679782052989,14.267577604336726,-22.066964737713885,-0.07071213514725894,-0.16579161061276057,0.9836223542566235,-40.21572923459457,15.137007350592693,-19.918185183738817,-0.023567809841961385,-0.18394735396181852,0.9826535143730458
61936.872,0,1.0,0.475857288796872,0.7378830493595665,61936.872-0 61936.872-1,-69.54226339386442,-205.15441785099068,1213.6812053005306,19.58679782052989,14.267577604336726,-22.066964737713885,-0.07066181917944298,-0.1661757606517163,0.9835611439468697,-40.21572923459457,15.137007350592693,-19.918185183738817,-0.023567809841961385,-0.18394735396181852,0.9826535143730458
61936.876000000004,0,1.0,0.47590728788684916,0.7379707363428281,61936.872-0 61936.880000000005-1,-69.16346920872529,-204.33789207105812,1208.3702065921177,19.58679782052989,14.267577604336726,-22.066964737713885,-0.07066181917944298,-0.1661757606517163,0.9835611439468697,-40.21572923459457,15.137007350592693,-19.918185183738817,-0.02336721412495016,-0.1841481548770655,0.9826206950595994
61936.882,0,1.0,0.4760918575341354,0.7379333892045502,61936.884-0 61936.880000000005-1,-69.35582366466198,-205.69897641055542,1216.6528412947323,19.58679782052989,14.267577604336726,-22.066964737713885,-0.07034140417403023,-0.1660028601070242,0.9836133067903837,-40.21572923459457,15.137007350592693,-19.918185183738817,-0.02336721412495016,-0.1841481548770655,0.9826206950595994
