Frame No.,Marker No.,Top Left,,Top Right,,Bottom Right,,Bottom Left,,Top Left,,Top Right,,Bottom Right,,Bottom Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
41,1,429,119.244,469.807,114.118,470.077,146.443,429,150.909,0.33515625,0.834383333,0.367036719,0.841502778,0.367247656,0.796606944,0.33515625,0.790404167
41,2,941.839,99.9941,982.88,103.336,985.468,135.995,944.193,132.757,0.735811719,0.861119306,0.767875,0.856477778,0.769896875,0.811118056,0.737650781,0.815615278
41,3,442.371,364.081,482.535,363.763,485.133,395.271,445.191,394.909,0.345602344,0.494331944,0.376980469,0.494773611,0.379010156,0.4510125,0.347805469,0.451515278
41,4,946.254,359.153,986.504,358.642,984.748,390.589,944.593,391.177,0.739260938,0.501176389,0.77070625,0.501886111,0.769334375,0.457515278,0.737963281,0.456698611
42,1,428,119.251,468.609,113.938,469.031,146.297,428,150.9,0.334375,0.834373611,0.366100781,0.841752778,0.366430469,0.796809722,0.334375,0.790416667
42,2,940.86,100.307,981.832,103.889,984.586,136.344,943.126,133.619,0.735046875,0.860684722,0.76705625,0.855709722,0.769207813,0.810633333,0.736817188,0.814418056
42,3,441.006,364.503,480.736,363.575,483.777,395.376,443.711,394.854,0.344535938,0.493745833,0.375575,0.495034722,0.377950781,0.450866667,0.346649219,0.451591667
42,4,944.472,359.082,985.003,358.819,983.653,390.872,943.166,391.387,0.73786875,0.501275,0.769533594,0.501640278,0.768478906,0.457122222,0.736848438,0.456406944
43,1,426.489,119.448,466.792,114.59,467.966,146.627,427.178,151.175,0.333194531,0.8341,0.36468125,0.840847222,0.365598438,0.796351389,0.333732813,0.790034722
43,2,939.239,100.835,980.623,104.296,983.042,136.902,942.146,133.867,0.733780469,0.859951389,0.766111719,0.855144444,0.768001563,0.809858333,0.736051563,0.814073611
43,3,439.553,364.615,479.401,363.901,482.113,396,442.325,396,0.343400781,0.493590278,0.374532031,0.494581944,0.376650781,0.45,0.345566406,0.45
43,4,943.352,359,984.182,359,981.681,390.95,941.948,392.348,0.73699375,0.501388889,0.768892188,0.501388889,0.766938281,0.457013889,0.735896875,0.455072222
44,1,424.987,120.308,466,115.128,466,147.233,425.074,152.046,0.332021094,0.832905556,0.3640625,0.8401,0.3640625,0.795509722,0.332089063,0.788825
44,2,938.232,101.126,979.51,104.377,981.477,136.901,940.257,134.256,0.73299375,0.859547222,0.765242188,0.855031944,0.766778906,0.809859722,0.734575781,0.813533333
44,3,438.012,365,478.12,365,480.784,397.139,441.046,396.647,0.342196875,0.493055556,0.37353125,0.493055556,0.3756125,0.448418056,0.344567188,0.449101389
44,4,942.133,359,982.426,359,980.836,391.005,940.149,392.345,0.736041406,0.501388889,0.767520313,0.501388889,0.766278125,0.4569375,0.734491406,0.455076389
45,1,423,120.494,462.719,115.541,463.725,147.666,423,152.334,0.33046875,0.832647222,0.361499219,0.839526389,0.362285156,0.794908333,0.33046875,0.788425
45,2,935.486,100.367,976.761,103.882,979.266,136.468,938.37,133.653,0.730848438,0.860601389,0.763094531,0.855719444,0.765051563,0.810461111,0.733101563,0.814370833
45,3,435.151,364.997,475.507,365.003,477.467,397.041,438.122,396.904,0.339961719,0.493059722,0.371489844,0.493051389,0.373021094,0.448554167,0.342282813,0.448744444
45,4,939.459,359.102,979.743,357.937,977.632,390.017,937.363,391.434,0.733952344,0.501247222,0.765424219,0.502865278,0.763775,0.458309722,0.732314844,0.456341667
46,1,416.975,120.238,457.554,114.825,458.079,146.656,417.085,151.791,0.325761719,0.833002778,0.357464063,0.840520833,0.357874219,0.796311111,0.325847656,0.789179167
46,2,930.536,99.2635,971.544,102.357,973.815,134.882,932.472,132.36,0.72698125,0.862134028,0.75901875,0.8578375,0.760792969,0.812663889,0.72849375,0.816166667
46,3,429.306,364.252,467.916,363.745,470.711,395.721,431.458,395.157,0.335395313,0.494094444,0.365559375,0.494798611,0.367742969,0.4503875,0.337076563,0.451170833
46,4,933.541,357.075,973.232,356.818,971.142,388.882,931.441,389.273,0.729328906,0.5040625,0.7603375,0.504419444,0.758704688,0.459886111,0.727688281,0.459343056
47,1,408.915,118.882,449.063,113.511,449.062,145.607,409.205,150.1,0.319464844,0.834886111,0.350830469,0.842345833,0.350829688,0.797768056,0.319691406,0.791527778
47,2,922.884,97.4537,963.582,100.366,965.389,132.74,924.134,130.464,0.721003125,0.864647639,0.752798438,0.860602778,0.754210156,0.815638889,0.721979688,0.8188
47,3,419.956,363.091,458.842,361.709,461.252,393.711,422.675,394.013,0.328090625,0.495706944,0.358470313,0.497626389,0.360353125,0.453179167,0.330214844,0.452759722
47,4,924.293,354.894,964.268,353.974,962.629,385.794,922.198,387.273,0.722103906,0.507091667,0.753334375,0.508369444,0.752053906,0.464175,0.720467188,0.462120833
48,1,399.267,116.82,436.964,111.685,437.883,143.311,398.499,148.237,0.311927344,0.83775,0.341378125,0.844881944,0.342096094,0.800956944,0.311327344,0.794115278
48,2,912.481,94.3093,952.999,97.1912,954.681,129.655,913.986,126.675,0.712875781,0.869014861,0.744530469,0.865012222,0.745844531,0.819923611,0.714051563,0.8240625
48,3,409.143,360.501,447.212,359.61,449.688,391.26,411.746,391.029,0.319642969,0.499304167,0.349384375,0.500541667,0.35131875,0.456583333,0.321676563,0.456904167
48,4,913.142,351.08,953.439,350.587,950.758,382.225,911.51,383.214,0.713392188,0.512388889,0.744874219,0.513073611,0.742779688,0.469131944,0.712117188,0.467758333
49,1,385.474,114.781,423.554,109.215,422.828,141.2,385.987,145.876,0.301151563,0.840581944,0.330901563,0.8483125,0.330334375,0.803888889,0.301552344,0.797394444
49,2,899.106,90.1574,939.35,92.9906,940.722,125.134,900.12,122.547,0.702426563,0.874781389,0.733867188,0.870846389,0.734939063,0.826202778,0.70321875,0.829795833
53,3,316.991,349.339,353.544,347.643,356.942,378.923,320.326,380.309,0.247649219,0.514806944,0.27620625,0.5171625,0.278860938,0.473718056,0.250254688,0.471793056
54,1,292.002,106.955,328.803,100.181,327.507,131.811,290.513,137.746,0.228126563,0.851451389,0.256877344,0.860859722,0.255864844,0.816929167,0.226963281,0.808686111
54,3,301.948,348.295,337.873,346.361,340.761,377.842,304.698,379.23,0.235896875,0.516256944,0.263963281,0.518943056,0.266219531,0.475219444,0.238045313,0.473291667
55,1,277.486,106.367,313.415,99.5702,312.477,130.946,275.785,137.383,0.216785938,0.852268056,0.244855469,0.861708056,0.244122656,0.818130556,0.215457031,0.809190278
55,3,287.784,347.658,323.447,345.417,326.134,376.823,290.339,378.266,0.22483125,0.517141667,0.252692969,0.520254167,0.254792188,0.476634722,0.226827344,0.474630556
56,1,263.414,106.951,300.533,99.4145,298.77,130.643,263.054,137.659,0.205792188,0.851456944,0.234791406,0.861924306,0.233414063,0.818551389,0.205510938,0.808806944
56,2,768.508,63.5625,811.849,65.3185,812.472,97.5779,770.346,95.8195,0.600396875,0.91171875,0.634257031,0.909279861,0.63474375,0.864475139,0.601832813,0.866917361
56,3,274.974,347.83,310.887,345.369,314.347,376.62,278.304,378.645,0.214823438,0.516902778,0.242880469,0.520320833,0.245583594,0.476916667,0.217425,0.474104167
57,1,253.017,107.55,289.456,99.9734,288.77,131.49,251.835,138.402,0.197669531,0.850625,0.2261375,0.861148056,0.225601563,0.817375,0.196746094,0.807775
57,2,756.657,62.2029,799.755,63.896,800.741,95.9332,757.618,94.6996,0.591138281,0.913607083,0.624808594,0.911255556,0.625578906,0.866759444,0.591889063,0.868472778
57,3,265.232,348.393,301.016,346.048,304.895,376.785,269.062,379.441,0.2072125,0.516120833,0.23516875,0.519377778,0.238199219,0.4766875,0.210204688,0.472998611
57,4,760.03,317.536,802.217,315.883,801.374,347.826,759.741,350.385,0.593773438,0.558977778,0.626732031,0.561273611,0.626073438,0.516908333,0.593547656,0.513354167
58,1,244.18,108.675,280.113,101.101,279.947,132.352,243.66,139.346,0.190765625,0.8490625,0.218838281,0.859581944,0.218708594,0.816177778,0.190359375,0.806463889
58,2,746.708,61.0418,789.735,62.395,791.139,94.5921,747.227,93.6273,0.583365625,0.915219722,0.616980469,0.913340278,0.618077344,0.868622083,0.583771094,0.869962083
58,3,257.4,349.484,293.283,346.487,297.59,377.86,261.495,379.974,0.20109375,0.514605556,0.229127344,0.518768056,0.232492188,0.475194444,0.204292969,0.472258333
58,4,751.245,316.283,793.641,314.434,792.556,346.602,750.648,349.225,0.586910156,0.560718056,0.620032031,0.563286111,0.619184375,0.518608333,0.58644375,0.514965278
59,1,236.926,109.914,273.613,101.695,273.013,133.317,237.123,140.356,0.185098438,0.847341667,0.213760156,0.858756944,0.213291406,0.8148375,0.185252344,0.805061111
59,2,738.744,60.0429,781.784,61.3063,783.032,93.2244,739.886,92.8951,0.57714375,0.916607083,0.61076875,0.914852361,0.61174375,0.870521667,0.578035938,0.870979028
59,3,251.513,349.867,287.422,347.254,291.77,378.678,255.987,380.612,0.196494531,0.514073611,0.224548438,0.517702778,0.227945313,0.474058333,0.199989844,0.471372222
59,4,743.831,315.385,786.653,313.213,786.309,345.593,743.984,348.131,0.581117969,0.561965278,0.614572656,0.564981944,0.614303906,0.520009722,0.5812375,0.516484722
60,1,232.415,110.455,268.251,102.566,267.989,133.529,231.943,141.237,0.181574219,0.846590278,0.209571094,0.857547222,0.209366406,0.814543056,0.181205469,0.8038375
60,2,731.845,59.6101,775.875,60.1903,777.761,92.5567,733.338,91.7568,0.571753906,0.917208194,0.606152344,0.916402361,0.607625781,0.871449028,0.572920313,0.87256
60,3,247.446,350.914,283.448,347.422,287.536,378.402,252.327,381.075,0.193317188,0.512619444,0.22144375,0.517469444,0.2246375,0.474441667,0.197130469,0.470729167
60,4,738.838,314.545,782.224,312.179,781.889,344.531,738.98,347.295,0.577217188,0.563131944,0.6111125,0.566418056,0.610850781,0.521484722,0.577328125,0.517645833
61,1,229,111.074,265.703,102.712,265.138,134.16,229,141.631,0.17890625,0.845730556,0.207580469,0.857344444,0.207139063,0.813666667,0.17890625,0.803290278
61,2,728.022,58.6899,772.366,59.6443,774.223,91.8119,729.546,90.6641,0.568767188,0.91848625,0.603410938,0.917160694,0.604861719,0.872483472,0.569957813,0.874077639
61,3,245.606,351.081,281.503,347.6,285.818,378.822,250.284,381.371,0.191879688,0.5123875,0.219924219,0.517222222,0.223295313,0.473858333,0.195534375,0.470318056
61,4,736,314.179,780,311.466,780,343.658,736,346.807,0.575,0.563640278,0.609375,0.567408333,0.609375,0.522697222,0.575,0.518323611
62,1,229,111.341,264.835,103.191,265.054,134.322,229,141.705,0.17890625,0.845359722,0.206902344,0.856679167,0.207073438,0.813441667,0.17890625,0.8031875
62,2,726.87,58.768,771.444,59.1116,773.119,91.2372,728.566,90.8828,0.567867188,0.918377778,0.602690625,0.917900556,0.603999219,0.873281667,0.569192188,0.873773889
62,3,245.728,351.473,281.512,347.689,285.895,378.873,250.213,381.697,0.191975,0.511843056,0.21993125,0.517098611,0.223355469,0.4737875,0.195478906,0.469865278
62,4,735.96,313.456,779.242,311.398,779.242,343.572,736.152,346.468,0.57496875,0.564644444,0.608782813,0.567502778,0.608782813,0.522816667,0.57511875,0.518794444
63,1,229,111.651,265.067,103.469,265.067,134.4,229,142.122,0.17890625,0.844929167,0.207083594,0.856293056,0.207083594,0.813333333,0.17890625,0.802608333
63,2,727.116,58.1576,771.512,59.3403,773.422,91.0843,729.133,90.956,0.568059375,0.919225556,0.60274375,0.917582917,0.604235938,0.873494028,0.569635156,0.873672222
63,3,246.295,351.375,282.058,348.112,286.539,379.298,250.969,381.866,0.192417969,0.511979167,0.220357813,0.516511111,0.223858594,0.473197222,0.196069531,0.469630556
63,4,736.578,313.612,780,311.115,780,343.307,737.169,346.38,0.575451563,0.564427778,0.609375,0.567895833,0.609375,0.523184722,0.575913281,0.518916667
64,1,228.949,112.033,265.798,103.524,265.956,134.368,229.106,142.084,0.178866406,0.844398611,0.207654688,0.856216667,0.207778125,0.813377778,0.178989063,0.802661111
64,2,728.154,58.9173,771.689,59.0435,773.723,91.2341,728.781,90.8765,0.568870313,0.918170417,0.602882031,0.917995139,0.604471094,0.873285972,0.569360156,0.873782639
64,3,246.337,351.42,282.252,348.041,286.912,379.315,251.127,382.036,0.192450781,0.511916667,0.220509375,0.516609722,0.22415,0.473173611,0.196192969,0.469394444
64,4,736.872,313.83,779.845,311.499,780.166,343.527,737.035,346.64,0.57568125,0.564125,0.609253906,0.5673625,0.609504688,0.522879167,0.575808594,0.518555556
65,1,229,112.018,265.072,103.586,265.576,134.814,229,142.401,0.17890625,0.844419444,0.2070875,0.856130556,0.20748125,0.812758333,0.17890625,0.802220833
65,2,727.54,58.7069,771.628,59.857,773.462,91.6279,728.659,90.8348,0.568390625,0.918462639,0.602834375,0.916865278,0.604267188,0.872739028,0.569264844,0.873840556
65,3,245.933,351.65,281.726,348.458,286.317,379.689,250.605,381.98,0.192135156,0.511597222,0.220098438,0.516030556,0.223685156,0.472654167,0.195785156,0.469472222
65,4,735.961,314.251,779.741,311.678,780.076,343.743,736.333,346.937,0.574969531,0.563540278,0.609172656,0.567113889,0.609434375,0.522579167,0.575260156,0.518143056
66,1,228.137,112.35,264.23,104.128,264.475,135.188,228.31,142.853,0.178232031,0.843958333,0.206429688,0.855377778,0.206621094,0.812238889,0.178367188,0.801593056
66,2,726.312,58.9142,770.806,60.3212,772.455,92.1103,728.108,91.8824,0.56743125,0.918174722,0.602192188,0.916220556,0.603480469,0.872069028,0.568834375,0.872385556
66,3,245.065,352.136,280.903,348.516,285.34,379.752,249.538,382.281,0.191457031,0.510922222,0.219455469,0.51595,0.222921875,0.472566667,0.194951563,0.469054167
66,4,735,314.429,778.176,311.99,778.006,344.063,735,347.172,0.57421875,0.563293056,0.60795,0.566680556,0.607817188,0.522134722,0.57421875,0.517816667
67,1,227.02,112.534,262.989,104.17,263.878,134.797,226.983,142.697,0.177359375,0.843702778,0.205460156,0.855319444,0.206154688,0.812781944,0.177330469,0.801809722
67,2,724.945,58.7843,769.493,60.2185,771.006,92.0803,726.44,91.6927,0.566363281,0.918355139,0.601166406,0.916363194,0.602348438,0.872110694,0.56753125,0.872649028
67,3,243.741,352.237,279.569,348.448,284.317,379.436,248.536,382.268,0.190422656,0.510781944,0.218413281,0.516044444,0.222122656,0.473005556,0.19416875,0.469072222
67,4,733.765,314.152,777,311.465,777,343.735,734.101,346.605,0.573253906,0.563677778,0.60703125,0.567409722,0.60703125,0.522590278,0.573516406,0.518604167
68,1,226,112.311,262,103.957,262,135.314,226,142.954,0.1765625,0.8440125,0.2046875,0.855615278,0.2046875,0.812063889,0.1765625,0.801452778
68,2,723.518,58.8304,767.517,59.0908,769.468,91.16,724.956,90.9239,0.565248438,0.918291111,0.599622656,0.917929444,0.601146875,0.873388889,0.566371875,0.873716806
68,3,242.644,351.718,278.652,348.641,282.588,379.393,247.365,382.128,0.189565625,0.511502778,0.217696875,0.515776389,0.220771875,0.473065278,0.193253906,0.469266667
68,4,731.975,313.483,775.89,311.014,776.045,343.039,732.205,346.197,0.571855469,0.564606944,0.606164063,0.568036111,0.606285156,0.523556944,0.572035156,0.519170833
69,1,225.063,112.236,260.916,103.926,260.689,135.17,224.878,142.76,0.175830469,0.844116667,0.203840625,0.855658333,0.203663281,0.812263889,0.175685938,0.801722222
69,2,721.992,57.8471,766.599,59.2913,768.151,91,723.355,90.9999,0.56405625,0.919656806,0.598905469,0.917650972,0.600117969,0.873611111,0.565121094,0.87361125
69,3,241.716,351.517,277.439,348.414,281.844,379.705,246.354,381.892,0.188840625,0.511781944,0.216749219,0.516091667,0.220190625,0.472631944,0.192464063,0.469594444
69,4,731,313.17,774,310.456,774,342.716,731,345.774,0.57109375,0.565041667,0.6046875,0.568811111,0.6046875,0.524005556,0.57109375,0.519758333
70,1,224,112.24,260,103.803,260,134.763,224,142.736,0.175,0.844111111,0.203125,0.855829167,0.203125,0.812829167,0.175,0.801755556
70,2,721.314,57.8169,765.331,58.4683,767.002,90.9244,722.292,89.816,0.563526563,0.91969875,0.597914844,0.918794028,0.599220313,0.873716111,0.564290625,0.875255556
70,3,240.946,351.472,276.872,348.175,281.152,379.27,245.771,381.765,0.188239063,0.511844444,0.21630625,0.516423611,0.21965,0.473236111,0.192008594,0.469770833
70,4,729.954,312.63,773.796,310.1,774.088,342.433,730.107,345.393,0.570276563,0.565791667,0.604528125,0.569305556,0.60475625,0.524398611,0.570396094,0.5202875
71,1,224.065,111.967,260,103.619,260,134.714,223.881,142.284,0.175050781,0.844490278,0.203125,0.856084722,0.203125,0.812897222,0.174907031,0.802383333
71,2,720.547,57.609,764.987,58.1888,766.729,90.1641,722.156,89.9223,0.562927344,0.9199875,0.597646094,0.919182222,0.599007031,0.874772083,0.564184375,0.875107917
71,3,241.057,351.372,276.955,348.411,281.169,379.098,245.677,381.521,0.188325781,0.511983333,0.216371094,0.516095833,0.219663281,0.473475,0.191935156,0.470109722
71,4,729.966,312.289,773.801,309.621,774.026,341.698,730.151,344.908,0.570285938,0.566265278,0.604532031,0.569970833,0.604707813,0.525419444,0.570430469,0.520961111
72,1,224.109,111.901,260.011,103.463,259.988,134.495,223.779,141.877,0.175085156,0.844581944,0.203133594,0.856301389,0.203115625,0.813201389,0.174827344,0.802948611
72,2,720.54,56.7542,764.99,58.23,766.696,89.8973,722.323,89.2892,0.562921875,0.921174722,0.597648438,0.919125,0.59898125,0.875142639,0.564314844,0.875987222
72,3,241.021,351.491,276.465,347.997,281.714,378.393,245.811,381.633,0.188297656,0.511818056,0.215988281,0.516670833,0.220089063,0.474454167,0.192039844,0.469954167
72,4,729.914,312.154,773.537,309.317,773.992,341.673,730.487,344.516,0.570245313,0.566452778,0.604325781,0.570393056,0.60468125,0.525454167,0.570692969,0.521505556
73,1,224.112,111.598,260.121,103.367,259.934,134.307,223.778,142.038,0.1750875,0.845002778,0.203219531,0.856434722,0.203073438,0.8134625,0.174826563,0.802725
73,2,720.631,56.7162,764.84,58.085,766.591,89.9197,722.057,89.0298,0.562992969,0.9212275,0.59753125,0.919326389,0.598899219,0.875111528,0.564107031,0.8763475
73,3,240.84,351.069,276.726,347.675,280.832,378.709,245.546,381.595,0.18815625,0.512404167,0.216192188,0.517118056,0.2194,0.474015278,0.191832813,0.470006944
73,4,730,312.095,773.061,309.394,773.061,341.72,730,344.591,0.5703125,0.566534722,0.603953906,0.570286111,0.603953906,0.525388889,0.5703125,0.521401389
74,1,222.927,112.052,259.133,103.718,259.133,134.856,223.126,142.804,0.174161719,0.844372222,0.202447656,0.855947222,0.202447656,0.8127,0.174317188,0.801661111
74,2,720.023,57.1182,764.601,58.3168,766.155,90.0634,721.729,89.6244,0.562517969,0.920669167,0.597344531,0.919004444,0.598558594,0.874911944,0.563850781,0.875521667
74,3,240.476,351.594,276.273,347.924,280.828,378.967,245.314,381.654,0.187871875,0.511675,0.215838281,0.516772222,0.219396875,0.473656944,0.191651563,0.469925
74,4,729.772,312.312,772.585,309.621,773.259,341.623,730.101,345.1,0.570134375,0.566233333,0.603582031,0.569970833,0.604108594,0.525523611,0.570391406,0.520694444
75,1,223,112.138,259.133,103.777,259.133,134.958,223,142.856,0.17421875,0.844252778,0.202447656,0.855865278,0.202447656,0.812558333,0.17421875,0.801588889
75,2,719.799,57.5645,764.312,58.1903,766.201,90.0793,721.748,89.9614,0.562342969,0.920049306,0.59711875,0.919180139,0.598594531,0.874889861,0.563865625,0.875053611
75,3,240.616,351.999,276.293,347.959,280.9,379.144,245.247,381.695,0.18798125,0.5111125,0.215853906,0.516723611,0.219453125,0.473411111,0.191599219,0.469868056
75,4,729.658,312.288,773,309.672,773,341.737,730.149,344.979,0.570045313,0.566266667,0.60390625,0.5699,0.60390625,0.525365278,0.570428906,0.5208625
76,1,223,112.384,259.194,103.786,259.194,135.301,223,142.86,0.17421875,0.843911111,0.202495313,0.855852778,0.202495313,0.812081944,0.17421875,0.801583333
76,2,720.509,57.6492,764.129,58.1523,766.444,90.2232,721.613,89.7228,0.562897656,0.919931667,0.596975781,0.919232917,0.598784375,0.87469,0.563760156,0.875385
76,3,240.889,351.543,276.637,347.857,280.999,379.009,245.474,381.867,0.188194531,0.511745833,0.216122656,0.516865278,0.219530469,0.473598611,0.191776563,0.469629167
76,4,729.88,312.186,773.061,309.58,773.061,341.639,730.055,344.893,0.57021875,0.566408333,0.603953906,0.570027778,0.603953906,0.525501389,0.570355469,0.520981944
77,1,224.125,111.764,260,103.476,260,134.331,223.773,141.888,0.175097656,0.844772222,0.203125,0.856283333,0.203125,0.813429167,0.174822656,0.802933333
77,2,720.471,56.7051,764.822,57.5874,766.672,89.323,722.243,88.843,0.562867969,0.921242917,0.597517188,0.9200175,0.5989625,0.875940278,0.564252344,0.876606944
77,3,241.24,351.338,277.08,347.438,281.684,378.644,245.972,381.347,0.18846875,0.512030556,0.21646875,0.517447222,0.220065625,0.474105556,0.192165625,0.470351389
77,4,729.69,311.475,774,308.678,774,340.848,731.142,344.149,0.570070313,0.567395833,0.6046875,0.571280556,0.6046875,0.5266,0.571204688,0.522015278
78,1,224,111.269,260,103.11,260,134.323,224,141.773,0.175,0.845459722,0.203125,0.856791667,0.203125,0.813440278,0.175,0.803093056
78,2,720.976,55.922,765.62,57.3014,766.869,89,722.314,89,0.5632625,0.922330556,0.598140625,0.920414722,0.599116406,0.876388889,0.564307813,0.876388889
78,3,241.64,350.37,277.445,347.011,282.093,378.241,246.482,380.775,0.18878125,0.513375,0.216753906,0.518040278,0.220385156,0.474665278,0.192564063,0.471145833
78,4,731,310.973,773.936,308.507,774.194,340.615,731,343.553,0.57109375,0.568093056,0.6046375,0.571518056,0.604839063,0.526923611,0.57109375,0.522843056
79,1,224.464,110.898,260.232,102.672,259.871,133.53,224.744,141.092,0.1753625,0.845975,0.20330625,0.8574,0.203024219,0.814541667,0.17558125,0.804038889
79,2,721.631,55.9219,765.492,56.1816,767.456,88.4555,722.941,87.787,0.563774219,0.922330694,0.598040625,0.92197,0.599575,0.877145139,0.564797656,0.878073611
79,3,241.91,349.791,277.613,346.523,282.33,377.754,246.732,380.137,0.188992188,0.514179167,0.216885156,0.518718056,0.220570313,0.475341667,0.192759375,0.472031944
79,4,730.839,310.352,774.657,307.847,775.103,339.836,731.692,343.081,0.570967969,0.568955556,0.605200781,0.572434722,0.605549219,0.528005556,0.571634375,0.523498611
80,1,225.063,110.289,260.219,102.254,260.368,133.12,224.878,140.827,0.175830469,0.846820833,0.203296094,0.857980556,0.2034125,0.815111111,0.175685938,0.804406944
80,2,721.393,54.8609,765.769,56.2875,767.815,88.0067,723.373,87.7667,0.563588281,0.923804306,0.598257031,0.921822917,0.599855469,0.877768472,0.565135156,0.878101806
80,3,242.002,349.482,277.836,346.277,282.521,377.29,246.954,379.656,0.189064063,0.514608333,0.217059375,0.519059722,0.220719531,0.475986111,0.192932813,0.4727
80,4,730.842,310.031,774.798,307.293,775.089,339.515,732.136,342.424,0.570970313,0.569401389,0.605310938,0.573204167,0.605538281,0.528451389,0.57198125,0.524411111
81,1,225,110.001,260.394,101.684,260.709,132.953,225,140.486,0.17578125,0.847220833,0.203432813,0.858772222,0.203678906,0.815343056,0.17578125,0.804880556
81,2,721.712,54.7682,765.851,55.5902,768.162,87.5931,723.453,86.7627,0.5638375,0.923933056,0.598321094,0.922791389,0.600126563,0.878342917,0.565197656,0.87949625
81,3,242.173,349.051,278.039,346.186,282.52,376.478,246.939,379.463,0.189197656,0.515206944,0.217217969,0.519186111,0.22071875,0.477113889,0.192921094,0.472968056
81,4,731.17,309.493,774.783,306.813,775.095,339.008,732.155,342.246,0.571226563,0.570148611,0.605299219,0.573870833,0.605542969,0.529155556,0.571996094,0.524658333
82,1,225,109.76,260.785,101.617,261.025,132.86,225,140.514,0.17578125,0.847555556,0.203738281,0.858865278,0.203925781,0.815472222,0.17578125,0.804841667
82,2,721.989,55,766.02,55,768.253,87.4396,723.373,86.8608,0.564053906,0.923611111,0.598453125,0.923611111,0.600197656,0.878556111,0.565135156,0.87936
82,3,242.225,349.189,278.279,345.906,282.49,376.527,246.974,379.464,0.189238281,0.515015278,0.217405469,0.519575,0.220695313,0.477045833,0.192948438,0.472966667
82,4,731.571,309.51,775,307.037,775,339.209,732.17,342.197,0.571539844,0.570125,0.60546875,0.573559722,0.60546875,0.528876389,0.572007813,0.524726389
83,1,225.072,110.162,261,101.64,261,132.734,224.876,140.536,0.1758375,0.846997222,0.20390625,0.858833333,0.20390625,0.815647222,0.175684375,0.804811111
83,2,721.861,54.7191,766.096,55.8266,768.367,87.5302,723.474,86.888,0.563953906,0.92400125,0.5985125,0.922463056,0.600286719,0.878430278,0.565214063,0.879322222
83,3,242.351,349.571,278.119,346.058,282.714,377.158,247.055,379.625,0.189336719,0.514484722,0.217280469,0.519363889,0.220870313,0.476169444,0.193011719,0.472743056
83,4,731.564,309.832,774.956,307.248,775.11,339.368,732.077,342.482,0.571534375,0.569677778,0.605434375,0.573266667,0.605554688,0.528655556,0.571935156,0.524330556
84,1,225,110.457,260.93,101.902,261.202,132.727,225,140.526,0.17578125,0.8465875,0.203851563,0.858469444,0.204064063,0.815656944,0.17578125,0.804825
84,2,721.962,55.0412,766.326,56.2997,768.325,88.1057,723.598,87.4435,0.564032813,0.923553889,0.598692188,0.921805972,0.600253906,0.877630972,0.565310938,0.878550694
84,3,242.315,349.565,278.193,346.073,282.788,377.059,247.294,379.713,0.189308594,0.514493056,0.217338281,0.519343056,0.220928125,0.476306944,0.193198438,0.472620833
84,4,731.771,310.17,775.169,307.414,775.007,339.697,732.097,342.691,0.571696094,0.569208333,0.605600781,0.573036111,0.605474219,0.528198611,0.571950781,0.524040278
85,1,225,110.098,261.22,101.674,260.88,132.939,225,140.824,0.17578125,0.847086111,0.204078125,0.858786111,0.2038125,0.8153625,0.17578125,0.804411111
85,2,722.133,55.0875,766.528,56.3058,768.302,88.1347,723.569,87.6354,0.564166406,0.923489583,0.59885,0.9217975,0.600235938,0.877590694,0.565288281,0.878284167
85,3,242.346,349.422,278.235,345.901,282.641,376.939,247.163,379.632,0.189332813,0.514691667,0.217371094,0.519581944,0.220813281,0.476473611,0.193096094,0.472733333
85,4,731.879,310.102,775.169,307.387,775.007,339.681,732.053,342.568,0.571780469,0.569302778,0.605600781,0.573073611,0.605474219,0.528220833,0.571916406,0.524211111
86,1,225,109.862,261.12,101.49,260.943,132.877,225,140.514,0.17578125,0.847413889,0.204,0.859041667,0.203861719,0.815448611,0.17578125,0.804841667
86,2,722.055,55.0385,766.32,56.3052,768.271,88.174,723.574,87.5043,0.564105469,0.923557639,0.5986875,0.921798333,0.600211719,0.877536111,0.565292188,0.87846625
86,3,242.121,349.109,277.825,345.545,282.415,376.658,247.024,379.582,0.189157031,0.515126389,0.217050781,0.520076389,0.220636719,0.476863889,0.1929875,0.472802778
86,4,731.499,310.047,775,307.266,775,339.579,732.121,342.685,0.571483594,0.569379167,0.60546875,0.573241667,0.60546875,0.5283625,0.571969531,0.524048611
87,1,225,109.667,260.667,101.514,260.804,132.485,225,140.448,0.17578125,0.847684722,0.203646094,0.859008333,0.203753125,0.815993056,0.17578125,0.804933333
87,2,721.797,55.2439,765.819,56.2484,767.778,88.0984,723.363,87.4898,0.563903906,0.923272361,0.598296094,0.921877222,0.599826563,0.877641111,0.565127344,0.878486389
87,3,241.714,348.695,277.562,345.502,281.789,376.707,246.457,379.488,0.188839063,0.515701389,0.216845313,0.520136111,0.220147656,0.476795833,0.192544531,0.472933333
87,4,731,309.943,773.948,307.634,774.119,339.585,731,342.522,0.57109375,0.569523611,0.604646875,0.572730556,0.604780469,0.528354167,0.57109375,0.524275
88,1,223.94,109.713,260.065,101.475,260.065,131.885,224.113,140.224,0.174953125,0.847620833,0.203175781,0.8590625,0.203175781,0.816826389,0.175088281,0.805244444
