FrameNo,Marker,Top Left,,Top Right,,Bottom Right,,Bottom Left,,Top Left,,Top Right,,Bottom Right,,Bottom Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
154,2,938.103,134.775,976.367,138.764,978.316,171.524,939.129,168.403,0.7328929688,0.8128125,0.7627867188,0.8072722222,0.764309375,0.7617722222,0.7336945313,0.7661069444
154,3,405.471,410.812,451.485,409.631,454.009,444.834,408.436,445.045,0.3167742188,0.4294277778,0.3527226563,0.4310680556,0.3546945313,0.382175,0.319090625,0.3818819444
154,4,935.968,394.797,974.103,392.49,971.508,424.568,933.49,427.169,0.731225,0.4516708333,0.7610179688,0.454875,0.758990625,0.4103222222,0.7292890625,0.4067097222
155,1,395.134,136.823,441.91,132.339,442.039,168.538,394.712,172.44,0.3086984375,0.8099680556,0.3452421875,0.8161958333,0.3453429688,0.7659194444,0.30836875,0.7605
155,2,937.842,134.631,976.548,138.752,978.38,171.577,939.325,168.419,0.7326890625,0.8130125,0.762928125,0.8072888889,0.764359375,0.7616986111,0.7338476563,0.7660847222
155,3,405.453,410.477,451.521,409.482,454.062,444.648,408.58,444.886,0.3167601563,0.4298930556,0.3527507813,0.431275,0.3547359375,0.3824333333,0.319203125,0.3821027778
155,4,936.025,394.44,974.037,392.668,971.628,424.56,933.641,427.158,0.7312695313,0.4521666667,0.7609664063,0.4546277778,0.759084375,0.4103333333,0.7294070313,0.406725
156,1,395.098,136.689,442.11,132.333,441.947,168.531,394.803,172.28,0.3086703125,0.8101541667,0.3453984375,0.8162041667,0.3452710938,0.7659291667,0.3084398438,0.7607222222
156,2,938.048,134.635,976.818,138.868,978.295,171.622,939.569,168.538,0.73285,0.8130069444,0.7631390625,0.8071277778,0.7642929688,0.7616361111,0.7340382813,0.7659194444
156,3,405.642,410.609,451.552,409.621,454.22,444.639,408.524,444.681,0.3169078125,0.4297097222,0.352775,0.4310819444,0.354859375,0.3824458333,0.319159375,0.3823875
156,4,936.357,394.639,974.167,392.814,971.716,424.708,933.891,427.282,0.7315289063,0.4518902778,0.7610679688,0.454425,0.759153125,0.4101277778,0.7296023438,0.4065527778
157,1,395.052,136.576,442.056,132.504,442.056,168.602,394.9,172.168,0.308634375,0.8103111111,0.34535625,0.8159666667,0.34535625,0.7658305556,0.308515625,0.7608777778
157,2,938.45,134.806,976.937,139.092,978.691,171.895,940.227,168.523,0.7331640625,0.8127694444,0.7632320313,0.8068166667,0.7646023438,0.7612569444,0.7345523438,0.7659402778
157,3,405.591,410.542,451.607,409.648,454.573,444.834,409.159,444.728,0.3168679688,0.4298027778,0.3528179688,0.4310444444,0.3551351563,0.382175,0.3196554688,0.3823222222
157,4,936.423,394.868,974.384,392.885,971.977,424.747,934.036,427.482,0.7315804688,0.4515722222,0.7612375,0.4543263889,0.7593570313,0.4100736111,0.729715625,0.406275
158,1,395,136.645,442.241,132.429,441.967,168.609,395,172.257,0.30859375,0.8102152778,0.3455007813,0.8160708333,0.3452867188,0.7658208333,0.30859375,0.7607541667
158,2,938.592,134.853,977.035,139.016,978.772,171.907,940.21,168.464,0.733275,0.8127041667,0.7633085938,0.8069222222,0.764665625,0.7612402778,0.7345390625,0.7660222222
158,3,405.584,410.073,451.679,409.843,454.621,444.735,409.028,444.609,0.3168625,0.4304541667,0.3528742188,0.4307736111,0.3551726563,0.3823125,0.319553125,0.3824875
158,4,936.34,394.992,974.312,392.698,971.945,424.741,933.999,427.386,0.731515625,0.4514,0.76118125,0.4545861111,0.7593320313,0.4100819444,0.7296867188,0.4064083333
159,1,395.051,136.663,442.109,132.392,441.946,168.566,394.899,172.279,0.3086335938,0.8101902778,0.3453976563,0.8161222222,0.3452703125,0.7658805556,0.3085148438,0.7607236111
159,2,938.256,134.779,976.855,138.983,978.454,171.756,939.95,168.467,0.7330125,0.8128069444,0.7631679688,0.8069680556,0.7644171875,0.76145,0.7343359375,0.7660180556
159,3,405.507,410.14,451.494,409.81,454.016,444.863,408.307,444.965,0.3168023438,0.4303611111,0.3527296875,0.4308194444,0.3547,0.3821347222,0.3189898438,0.3819930556
159,4,936.093,394.912,974.232,392.656,971.542,424.596,933.492,427.402,0.7313226563,0.4515111111,0.76111875,0.4546444444,0.7590171875,0.4102833333,0.729290625,0.4063861111
160,1,394.096,136.881,441.056,132.5,441.056,168.605,393.961,172.344,0.3078875,0.8098875,0.344575,0.8159722222,0.344575,0.7658263889,0.3077820313,0.7606333333
160,2,937.409,134.765,976.237,138.79,977.596,171.584,939.31,168.382,0.7323507813,0.8128263889,0.7626851563,0.8072361111,0.763746875,0.7616888889,0.7338359375,0.7661361111
160,3,404.724,411.167,450.038,409.962,453.478,445,407.69,445,0.316190625,0.4289347222,0.3515921875,0.4306083333,0.3542796875,0.3819444444,0.3185078125,0.3819444444
160,4,935.247,394.703,973.449,392.734,970.711,424.579,933.061,427.221,0.7306617188,0.4518013889,0.7605070313,0.4545361111,0.7583679688,0.4103069444,0.7289539063,0.4066375
161,1,393.304,137.038,440.152,132.446,440.006,168.626,392.88,172.506,0.30726875,0.8096694444,0.34386875,0.8160472222,0.3437546875,0.7657972222,0.3069375,0.7604083333
161,2,936.833,134.552,975.692,138.919,976.871,171.568,938.324,168.47,0.7319007813,0.8131222222,0.762259375,0.8070569444,0.7631804688,0.7617111111,0.733065625,0.7660138889
161,3,403.828,410.113,449.55,409.972,452.768,445,407.229,445,0.315490625,0.4303986111,0.3512109375,0.4305944444,0.353725,0.3819444444,0.3181476563,0.3819444444
161,4,934.345,394.773,972.536,392.584,970.201,424.585,932.686,427.212,0.7299570313,0.4517041667,0.75979375,0.4547444444,0.7579695313,0.4102986111,0.7286609375,0.40665
162,1,393.055,137.079,440,132.416,440,168.545,392.896,172.38,0.3070742188,0.8096125,0.34375,0.8160888889,0.34375,0.7659097222,0.30695,0.7605833333
162,2,936.326,134.597,974.954,138.772,976.453,171.52,937.746,168.386,0.7315046875,0.8130597222,0.7616828125,0.8072611111,0.7628539063,0.7617777778,0.7326140625,0.7661305556
162,3,403.23,410.066,449.518,409.975,451.862,445,406.567,445,0.3150234375,0.4304638889,0.3511859375,0.4305902778,0.3530171875,0.3819444444,0.3176304688,0.3819444444
162,4,934.474,394.424,972.237,392.709,969.661,424.558,931.684,427.155,0.7300578125,0.4521888889,0.7595601563,0.4545708333,0.7575476563,0.4103361111,0.727878125,0.4067291667
163,1,392.29,137.019,439.152,132.424,439.006,168.67,391.893,172.457,0.3064765625,0.8096958333,0.3430875,0.8160777778,0.3429734375,0.7657361111,0.3061664063,0.7604763889
163,2,935.671,134.437,974.572,138.699,975.918,171.427,937.409,168.334,0.7309929688,0.8132819444,0.761384375,0.8073625,0.7624359375,0.7619069444,0.7323507813,0.7662027778
163,3,402.614,410.374,448.727,409.735,451.463,445,406.067,445,0.3145421875,0.4300361111,0.3505679688,0.4309236111,0.3527054688,0.3819444444,0.3172398438,0.3819444444
163,4,933.637,394.297,971.581,392.623,969.18,424.543,931.022,427.035,0.7294039063,0.4523652778,0.7590476563,0.4546902778,0.757171875,0.4103569444,0.7273609375,0.4068958333
164,1,392.107,136.915,438.719,132.452,438.462,168.628,391.797,172.39,0.3063335938,0.8098402778,0.3427492188,0.8160388889,0.3425484375,0.7657944444,0.3060914063,0.7605694444
164,2,935.478,134.586,973.663,138.418,975.331,171.252,936.218,167.976,0.7308421875,0.813075,0.7606742188,0.8077527778,0.7619773438,0.76215,0.7314203125,0.7667
164,3,402.329,411.009,448.274,409.611,450.888,444.82,405.333,445.053,0.3143195313,0.4291541667,0.3502140625,0.4310958333,0.35225625,0.3821944444,0.3166664063,0.3818708333
164,4,932.602,394.583,971.275,392.316,968.599,424.189,930.668,427.045,0.7285953125,0.4519680556,0.7588085938,0.4551166667,0.7567179688,0.4108486111,0.727084375,0.4068819444
165,1,391.3,136.892,438.324,132.504,437.779,168.65,390.869,172.502,0.305703125,0.8098722222,0.342440625,0.8159666667,0.3420148438,0.7657638889,0.3053664063,0.7604138889
165,2,934.74,134.276,973.606,138.383,974.875,171.087,936.337,167.873,0.730265625,0.8135055556,0.7606296875,0.8078013889,0.7616210938,0.7623791667,0.7315132813,0.7668430556
165,3,402.098,410.881,448.026,409.521,450.518,444.822,405.267,445.054,0.3141390625,0.4293319444,0.3500203125,0.4312208333,0.3519671875,0.3821916667,0.3166148438,0.3818694444
165,4,932.774,394.038,970.896,392.456,968.617,424.03,930.511,426.907,0.7287296875,0.452725,0.7585125,0.4549222222,0.7567320313,0.4110694444,0.7269617188,0.4070736111
166,1,391.949,136.83,438.619,132.382,438.068,168.675,390.991,172.265,0.3062101563,0.8099583333,0.3426710938,0.8161361111,0.342240625,0.7657291667,0.3054617188,0.7607430556
166,2,934.962,134.237,973.599,138.343,975.197,171.066,936.352,167.819,0.7304390625,0.8135597222,0.7606242188,0.8078569444,0.7618726563,0.7624083333,0.731525,0.7669180556
166,3,402.402,410.581,448.479,409.649,450.956,444.887,405.723,444.942,0.3143765625,0.4297486111,0.3503742188,0.4310430556,0.352309375,0.3821013889,0.3169710938,0.382025
166,4,933.329,394.166,971.253,392.336,968.9,423.959,930.932,426.759,0.7291632813,0.4525472222,0.7587914063,0.4550888889,0.756953125,0.4111680556,0.727290625,0.4072791667
167,1,392.16,136.734,439.139,132.382,438.512,168.647,391.84,172.32,0.306375,0.8100916667,0.3430773438,0.8161361111,0.3425875,0.7657680556,0.306125,0.7606666667
167,2,935.401,134.315,974.029,138.24,975.361,171.152,936.566,167.753,0.7307820313,0.8134513889,0.7609601563,0.808,0.7620007813,0.7622888889,0.7316921875,0.7670097222
167,3,402.689,410.151,448.754,409.81,451.51,444.408,406.095,445.091,0.3146007813,0.4303458333,0.3505890625,0.4308194444,0.3527421875,0.3827666667,0.3172617188,0.3818180556
167,4,933.422,394.039,971.495,392.382,969.252,423.99,931.328,426.671,0.7292359375,0.4527236111,0.7589804688,0.455025,0.757228125,0.411125,0.7276,0.4074013889
168,1,392.053,136.581,439.109,132.429,438.947,168.502,391.892,172.386,0.3062914063,0.8103041667,0.3430539063,0.8160708333,0.3429273438,0.7659694444,0.306165625,0.760575
168,2,935.485,134.113,974.083,138.207,975.678,171.114,936.596,167.774,0.7308476563,0.8137319444,0.7610023438,0.8080458333,0.7622484375,0.7623416667,0.731715625,0.7669805556
168,3,402.733,410.284,448.813,409.753,451.546,444.274,406.229,445.051,0.3146351563,0.4301611111,0.3506351563,0.4308986111,0.3527703125,0.3829527778,0.3173664063,0.3818736111
168,4,933.493,394.053,971.669,392.202,969.419,423.909,931.377,426.685,0.7292914063,0.4527041667,0.7591164063,0.455275,0.7573585938,0.4112375,0.7276382813,0.4073819444
169,1,392,136.708,439.109,132.437,438.946,168.595,392,172.34,0.30625,0.8101277778,0.3430539063,0.8160597222,0.3429265625,0.7658402778,0.30625,0.7606388889
169,2,935.722,134.006,974.301,138.215,975.357,171.12,936.309,167.402,0.7310328125,0.8138805556,0.7611726563,0.8080347222,0.7619976563,0.7623333333,0.7314914063,0.7674972222
169,3,402.859,410.252,449.02,409.707,451.74,444.51,406.326,445.022,0.3147335938,0.4302055556,0.350796875,0.4309625,0.352921875,0.382625,0.3174421875,0.3819138889
169,4,933.804,394.042,971.929,391.966,969.583,423.718,931.392,426.547,0.729534375,0.4527194444,0.7593195313,0.4556027778,0.7574867188,0.4115027778,0.72765,0.4075736111
170,1,392.104,136.871,439.167,132.538,439.167,168.554,391.953,172.347,0.30633125,0.8099013889,0.3430992188,0.8159194444,0.3430992188,0.7658972222,0.3062132813,0.7606291667
170,2,935.529,133.883,974.375,138.012,976.027,170.747,937.316,167.316,0.7308820313,0.8140513889,0.7612304688,0.8083166667,0.7625210938,0.7628513889,0.732278125,0.7676166667
170,3,403.648,410.887,449.439,409.382,452.19,444.754,406.514,444.997,0.31535,0.4293236111,0.3511242188,0.4314138889,0.3532734375,0.3822861111,0.3175890625,0.3819486111
170,4,934.378,393.287,972.171,392.03,969.771,423.354,931.716,426.535,0.7299828125,0.4537680556,0.7595085938,0.4555138889,0.7576335938,0.4120083333,0.727903125,0.4075902778
171,1,392.111,136.998,439.056,132.51,439.056,168.698,391.952,172.418,0.3063367188,0.809725,0.3430125,0.8159583333,0.3430125,0.7656972222,0.3062125,0.7605305556
171,2,935.596,133.586,974.463,137.83,976.03,170.336,936.934,167.311,0.730934375,0.8144638889,0.7612992188,0.8085694444,0.7625234375,0.7634222222,0.7319796875,0.7676236111
171,3,403.656,411.155,449.502,409.745,451.894,445,406.414,445,0.31535625,0.4289513889,0.3511734375,0.4309097222,0.3530421875,0.3819444444,0.3175109375,0.3819444444
171,4,934.262,393.399,972.221,391.912,969.724,423.559,931.832,426.147,0.7298921875,0.4536125,0.7595476563,0.4556777778,0.757596875,0.4117236111,0.72799375,0.4081291667
172,1,392,137.027,439.056,132.534,439.056,168.688,392,172.468,0.30625,0.8096847222,0.3430125,0.815925,0.3430125,0.7657111111,0.30625,0.7604611111
172,2,935.563,133.689,974.066,137.765,975.84,170.73,936.511,166.872,0.7309085938,0.8143208333,0.7609890625,0.8086597222,0.762375,0.762875,0.7316492188,0.7682333333
172,3,403.271,410.942,448.988,409.647,451.927,445,406.324,445,0.3150554688,0.4292472222,0.350771875,0.4310458333,0.3530679688,0.3819444444,0.317440625,0.3819444444
172,4,934.134,393.399,972.1,391.77,969.61,423.618,931.506,426.216,0.7297921875,0.4536125,0.759453125,0.455875,0.7575078125,0.4116416667,0.7277390625,0.4080333333
173,1,392.056,137.182,438.701,132.509,438.649,168.605,391.887,172.686,0.30629375,0.8094694444,0.3427351563,0.8159597222,0.3426945313,0.7658263889,0.3061617188,0.7601583333
173,2,935.543,133.683,973.955,137.812,975.451,170.468,936.546,167.454,0.7308929688,0.8143291667,0.7609023438,0.8085944444,0.7620710938,0.7632388889,0.7316765625,0.767425
173,3,402.892,410.906,448.857,409.815,451.678,445,406.257,445,0.314759375,0.4292972222,0.3506695313,0.4308125,0.3528734375,0.3819444444,0.3173882813,0.3819444444
173,4,933.687,393.45,971.909,391.928,969.392,423.57,931.373,426.102,0.7294429688,0.4535416667,0.7593039063,0.4556555556,0.7573375,0.4117083333,0.7276351563,0.4081916667
174,1,392.116,137.207,438.171,132.765,438.162,168.686,391.567,172.758,0.306340625,0.8094347222,0.3423210938,0.8156041667,0.3423140625,0.7657138889,0.3059117188,0.7600583333
174,2,935.311,133.603,973.639,137.6,975.238,170.514,936.265,166.979,0.7307117188,0.8144402778,0.7606554688,0.8088888889,0.7619046875,0.763175,0.7314570313,0.7680847222
174,3,402.657,410.761,448.683,409.68,451.565,445,406.062,445,0.3145757813,0.4294986111,0.3505335938,0.431,0.3527851563,0.3819444444,0.3172359375,0.3819444444
174,4,933.427,393.341,971.711,391.653,969.171,423.452,931.34,426.026,0.7292398438,0.4536930556,0.7591492188,0.4560375,0.7571648438,0.4118722222,0.727609375,0.4082972222
175,1,391.48,137.226,438.116,132.54,438.099,168.675,390.817,172.755,0.30584375,0.8094083333,0.342278125,0.8159166667,0.3422648438,0.7657291667,0.3053257813,0.7600625
175,2,935.231,133.42,973.414,137.532,975.281,170.295,936.245,166.842,0.7306492188,0.8146944444,0.7604796875,0.8089833333,0.7619382813,0.7634791667,0.7314414063,0.768275
175,3,402.556,410.903,448.427,409.694,451.498,445,406.119,445,0.314496875,0.4293013889,0.3503335938,0.4309805556,0.3527328125,0.3819444444,0.3172804688,0.3819444444
175,4,933.316,393.39,971.596,391.383,969.067,423.446,931.391,425.929,0.729153125,0.453625,0.759059375,0.4564125,0.7570835938,0.4118805556,0.7276492188,0.4084319444
176,1,391.251,137.184,438.338,132.538,437.918,168.668,390.925,172.77,0.3056648438,0.8094666667,0.3424515625,0.8159194444,0.3421234375,0.7657388889,0.3054101563,0.7600416667
176,2,934.524,133.298,973.512,137.647,975.181,170.259,936.684,167.321,0.730096875,0.8148638889,0.76055625,0.8088236111,0.7618601563,0.7635291667,0.731784375,0.7676097222
176,3,402.479,410.546,448.511,409.822,451.241,445,405.69,445,0.3144367188,0.4297972222,0.3503992188,0.4308027778,0.3525320313,0.3819444444,0.3169453125,0.3819444444
176,4,933.183,393.376,971.34,391.66,969.064,423.482,930.971,426.137,0.7290492188,0.4536444444,0.758859375,0.4560277778,0.75708125,0.4118305556,0.7273210938,0.4081430556
177,1,391,137.051,438.2,132.417,437.899,168.706,391,172.593,0.30546875,0.8096513889,0.34234375,0.8160875,0.3421085938,0.7656861111,0.30546875,0.7602875
177,2,934.86,133.706,973.442,137.603,975.177,170.65,936.182,167.361,0.730359375,0.8142972222,0.7605015625,0.8088847222,0.7618570313,0.7629861111,0.7313921875,0.7675541667
177,3,402.365,410.077,448.298,409.827,450.887,444.935,405.526,445.022,0.3143476563,0.4304486111,0.3502328125,0.4307958333,0.3522554688,0.3820347222,0.3168171875,0.3819138889
177,4,933.37,393.36,971.178,391.745,968.649,423.678,930.619,426.319,0.7291953125,0.4536666667,0.7587328125,0.4559097222,0.7567570313,0.4115583333,0.7270460938,0.4078902778
178,1,391.209,136.854,438.254,132.375,437.954,168.63,390.917,172.329,0.3056320313,0.809925,0.3423859375,0.8161458333,0.3421515625,0.7657916667,0.3054039063,0.7606541667
178,2,934.824,133.676,973.581,137.975,975.185,170.817,936.279,167.398,0.73033125,0.8143388889,0.7606101563,0.8083680556,0.7618632813,0.7627541667,0.7314679688,0.7675027778
178,3,402.48,410.69,448.288,409.286,451.061,444.647,405.541,444.541,0.3144375,0.4295972222,0.350225,0.4315472222,0.3523914063,0.3824347222,0.3168289063,0.3825819444
178,4,933.474,393.462,970.869,391.857,969.055,423.766,930.693,426.359,0.7292765625,0.453525,0.7584914063,0.4557541667,0.7570742188,0.4114361111,0.7271039063,0.4078347222
179,1,392.059,136.71,438.79,132.263,438.447,168.422,391.89,172.131,0.3062960938,0.810125,0.3428046875,0.8163013889,0.3425367188,0.7660805556,0.3061640625,0.7609291667
179,2,935.093,133.899,973.865,138.009,975.328,170.914,936.322,167.57,0.7305414063,0.8140291667,0.7608320313,0.8083208333,0.761975,0.7626194444,0.7315015625,0.7672638889
179,3,402.547,410.302,448.585,409.129,451.32,444.085,405.69,444.085,0.3144898438,0.4301361111,0.3504570313,0.4317652778,0.35259375,0.3832152778,0.3169453125,0.3832152778
179,4,933.429,393.47,971.401,392.194,968.994,423.775,931.085,426.274,0.7292414063,0.4535138889,0.7589070313,0.4552861111,0.7570265625,0.4114236111,0.7274101563,0.4079527778
180,1,392.059,136.535,439.215,132.315,438.266,168.498,391.89,172.024,0.3062960938,0.8103680556,0.3431367188,0.8162291667,0.3423953125,0.765975,0.3061640625,0.7610777778
180,2,935.534,133.985,973.97,138.179,975.346,170.843,936.256,167.487,0.7308859375,0.8139097222,0.7609140625,0.8080847222,0.7619890625,0.7627180556,0.73145,0.7673791667
180,3,402.65,410.058,448.444,409.022,451.46,443.67,405.948,444.232,0.3145703125,0.430475,0.350346875,0.4319138889,0.352703125,0.3837916667,0.317146875,0.3830111111
180,4,933.262,394.084,971.603,391.918,968.898,423.795,931.201,426.36,0.7291109375,0.4526611111,0.7590648438,0.4556694444,0.7569515625,0.4113958333,0.7275007813,0.4078333333
181,1,392.059,136.532,439.216,132.268,438.096,168.533,391.891,171.879,0.3062960938,0.8103722222,0.3431375,0.8162944444,0.3422625,0.7659263889,0.3061648438,0.7612791667
181,2,935.368,133.968,973.682,138.206,975.344,170.907,936.469,167.643,0.73075625,0.8139333333,0.7606890625,0.8080472222,0.7619875,0.7626291667,0.7316164063,0.7671625
181,3,402.313,409.892,448.529,409.039,451.027,444.049,406.112,444.038,0.3143070313,0.4307055556,0.3504132813,0.4318902778,0.3523648438,0.3832652778,0.317275,0.3832805556
181,4,933.322,394.046,971.289,392.084,968.828,423.823,931.014,426.62,0.7291578125,0.4527138889,0.7588195313,0.4554388889,0.756896875,0.4113569444,0.7273546875,0.4074722222
182,1,392.054,136.421,439.147,132.06,438.631,168.369,391.894,171.959,0.3062921875,0.8105263889,0.3430835938,0.8165833333,0.3426804688,0.7661541667,0.3061671875,0.7611680556
182,2,935.439,134.21,973.636,138.385,975.283,171.016,936.299,167.714,0.7308117188,0.8135972222,0.760653125,0.8077986111,0.7619398438,0.7624777778,0.7314835938,0.7670638889
182,3,402.426,409.511,448.33,409.195,451.125,443.968,405.652,443.948,0.3143953125,0.4312347222,0.3502578125,0.4316736111,0.3524414063,0.3833777778,0.316915625,0.3834055556
182,4,933.258,394.176,971.163,392.235,968.68,423.963,930.942,426.717,0.7291078125,0.4525333333,0.7587210938,0.4552291667,0.75678125,0.4111625,0.7272984375,0.4073375
183,1,392.054,136.363,439.104,131.955,438.949,168.358,391.894,171.821,0.3062921875,0.8106069444,0.34305,0.8167291667,0.3429289063,0.7661694444,0.3061671875,0.7613597222
183,2,935.67,134.5,973.976,138.331,975.363,171.255,936.144,167.866,0.7309921875,0.8131944444,0.76091875,0.8078736111,0.7620023438,0.7621458333,0.7313625,0.7668527778
183,3,402.31,409.287,448.375,409.266,451.5,444.122,405.942,443.875,0.3143046875,0.4315458333,0.3502929688,0.431575,0.352734375,0.3831638889,0.3171421875,0.3835069444
183,4,933.26,394.147,971.535,392.38,968.772,424.115,930.934,426.825,0.729109375,0.4525736111,0.7590117188,0.4550277778,0.756853125,0.4109513889,0.7272921875,0.4071875
184,1,392.809,136.333,439.442,132.197,439.202,168.438,391.716,171.866,0.3068820313,0.8106486111,0.3433140625,0.8163930556,0.3431265625,0.7660583333,0.306028125,0.7612972222
184,2,935.478,134.438,974.184,138.559,975.927,171.431,937.254,167.931,0.7308421875,0.8132805556,0.76108125,0.8075569444,0.7624429688,0.7619013889,0.7322296875,0.7667625
184,3,402.741,409.62,448.707,408.998,451.634,444.091,406.135,443.947,0.3146414063,0.4310833333,0.3505523438,0.4319472222,0.3528390625,0.3832069444,0.3172929688,0.3834069444
184,4,933.405,394.224,971.54,392.503,969.079,424.181,931.198,426.925,0.7292226563,0.4524666667,0.759015625,0.4548569444,0.7570929688,0.4108597222,0.7274984375,0.4070486111
185,1,392.827,136.441,439.764,132.186,439.695,168.491,391.971,171.846,0.3068960938,0.8104986111,0.343565625,0.8164083333,0.3435117188,0.7659847222,0.3062273438,0.761325
185,2,935.642,134.548,974.499,138.544,976.021,171.534,937.272,167.887,0.7309703125,0.8131277778,0.7613273438,0.8075777778,0.7625164063,0.7617583333,0.73224375,0.7668236111
185,3,402.773,409.498,448.734,408.996,451.763,443.97,406.42,444.078,0.3146664063,0.4312527778,0.3505734375,0.43195,0.3529398438,0.383375,0.317515625,0.383225
185,4,933.447,394.206,971.679,392.538,969.186,424.173,931.337,426.914,0.7292554688,0.4524916667,0.7591242188,0.4548083333,0.7571765625,0.4108708333,0.7276070313,0.4070638889
186,1,392.201,136.436,439.604,132.243,439.475,168.519,392.024,171.802,0.3064070313,0.8105055556,0.343440625,0.8163291667,0.3433398438,0.7659458333,0.30626875,0.7613861111
186,2,935.597,134.551,974.402,138.398,976.056,171.513,936.854,167.879,0.7309351563,0.8131236111,0.7612515625,0.8077805556,0.76254375,0.7617875,0.7319171875,0.7668347222
186,3,402.869,409.813,448.697,409.267,451.732,444.202,405.911,443.965,0.3147414063,0.4308152778,0.3505445313,0.4315736111,0.352915625,0.3830527778,0.3171179688,0.3833819444
186,4,933.361,394.264,971.581,392.489,969.101,424.179,931.178,426.926,0.7291882813,0.4524111111,0.7590476563,0.4548763889,0.7571101563,0.4108625,0.7274828125,0.4070472222
187,1,392.267,136.447,439.108,132.321,439.108,168.47,391.795,172.062,0.3064585938,0.8104902778,0.343053125,0.8162208333,0.343053125,0.7660138889,0.3060898438,0.761025
187,2,935.72,134.442,974.249,138.428,975.679,171.615,936.248,167.535,0.73103125,0.813275,0.7611320313,0.8077388889,0.7622492188,0.7616458333,0.73144375,0.7673125
187,3,402.289,409.482,448.445,409.237,451.587,444.118,406.379,444.005,0.3142882813,0.431275,0.3503476563,0.4316152778,0.3528023438,0.3831694444,0.3174835938,0.3833263889
187,4,933.41,394.15,971.532,392.475,969.136,424.079,931.205,426.81,0.7292265625,0.4525694444,0.759009375,0.4548958333,0.7571375,0.4110013889,0.7275039063,0.4072083333
188,1,392.199,136.42,439.154,132.234,439.171,168.503,391.921,171.97,0.3064054688,0.8105277778,0.3430890625,0.8163416667,0.3431023438,0.7659680556,0.3061882813,0.7611527778
188,2,935.353,134.181,974.305,138.463,975.704,171.162,937.242,167.876,0.7307445313,0.8136375,0.7611757813,0.8076902778,0.76226875,0.762275,0.7322203125,0.7668388889
188,3,402.754,410.182,448.745,408.891,451.537,444.163,406.101,443.917,0.3146515625,0.4303027778,0.3505820313,0.4320958333,0.3527632813,0.3831069444,0.3172664063,0.3834486111
188,4,933.378,394.142,971.586,392.378,969.251,423.989,931.411,426.826,0.7292015625,0.4525805556,0.7590515625,0.4550305556,0.7572273438,0.4111263889,0.7276648438,0.4071861111
189,1,392.321,136.439,439.568,132.167,439.457,168.472,391.798,172.032,0.3065007813,0.8105013889,0.3434125,0.8164347222,0.3433257813,0.7660111111,0.3060921875,0.7610666667
189,2,935.627,134.245,974.308,138.426,976.081,171.158,937.268,167.811,0.7309585938,0.8135486111,0.761178125,0.8077416667,0.7625632813,0.7622805556,0.732240625,0.7669291667
189,3,403.606,409.829,448.833,409.015,451.658,444.046,405.96,444.083,0.3153171875,0.4307930556,0.3506507813,0.4319236111,0.3528578125,0.3832694444,0.31715625,0.3832180556
189,4,933.749,394.117,971.791,392.43,969.462,423.812,931.29,426.957,0.7294914063,0.4526152778,0.7592117188,0.4549583333,0.7573921875,0.4113722222,0.7275703125,0.4070041667
190,1,392.32,136.484,439.653,132.072,439.205,168.476,391.799,172.007,0.3065,0.8104388889,0.3434789063,0.8165666667,0.3431289063,0.7660055556,0.3060929688,0.7611013889
190,2,935.439,134.288,974.551,138.159,975.859,171.016,937.326,167.668,0.7308117188,0.8134888889,0.7613679688,0.8081125,0.7623898438,0.7624777778,0.7322859375,0.7671277778
190,3,402.953,410.23,448.761,409.012,451.81,444.165,406.187,443.917,0.3148070313,0.4302361111,0.3505945313,0.4319277778,0.3529765625,0.3831041667,0.3173335938,0.3834486111
190,4,933.784,394.006,971.747,392.286,969.481,423.904,931.403,426.683,0.72951875,0.4527694444,0.7591773438,0.4551583333,0.7574070313,0.4112444444,0.7276585938,0.4073847222
191,1,392.053,136.541,439.154,132.004,439.007,168.34,391.894,171.959,0.3062914063,0.8103597222,0.3430890625,0.8166611111,0.3429742188,0.7661944444,0.3061671875,0.7611680556
191,2,935.265,133.962,974.091,138.238,975.857,171.052,937.354,167.631,0.7306757813,0.8139416667,0.7610085938,0.8080027778,0.7623882813,0.7624277778,0.7323078125,0.7671791667
191,3,402.789,410.033,448.647,409.396,451.526,444,406.225,444,0.3146789063,0.4305097222,0.3505054688,0.4313944444,0.3527546875,0.3833333333,0.3173632813,0.3833333333
191,4,933.407,394.096,971.641,392.053,969.08,423.804,931.349,426.5,0.7292242188,0.4526444444,0.7590945313,0.4554819444,0.75709375,0.4113833333,0.7276164063,0.4076388889
192,1,392.054,136.427,439.111,132.118,438.948,168.26,391.894,171.835,0.3062921875,0.8105180556,0.3430554688,0.8165027778,0.342928125,0.7663055556,0.3061671875,0.7613402778
192,2,935.625,133.968,974.32,138.338,975.242,171.157,936.397,167.411,0.7309570313,0.8139333333,0.7611875,0.8078638889,0.7619078125,0.7622819444,0.7315601563,0.7674847222
192,3,402.626,409.764,448.475,409.105,451.664,444.202,406.361,443.967,0.3145515625,0.4308833333,0.3503710938,0.4317986111,0.3528625,0.3830527778,0.3174695313,0.3833791667
192,4,933.599,393.964,971.573,392.081,969.108,423.802,931.239,426.508,0.7293742188,0.4528277778,0.7590414063,0.4554430556,0.757115625,0.4113861111,0.7275304688,0.4076277778
