timestamp,index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
63287.037000000004,0,1.0,0.6463540605303051,0.7471470433304204,63287.037000000004-0,278.61387807129483,-316.22524628247675,1763.4230210246637,20.77474615684508,15.45508611540578,-20.41373829107619,0.14069279519509909,-0.18098506898394695,0.9733704033845829,,,,,,
63289.352,0,1.0,0.676477548978238,0.8055784747960268,63289.352-1,347.04669052074604,-395.88326376917496,1725.3544720234704,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.2122183363842362,-0.22489023264891309,0.9509930393864217
63289.364,0,1.0,0.676613326017494,0.8057523969092416,63289.364-1,347.36110389498856,-396.12982871585723,1725.2259512138564,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.21238989954511264,-0.22502477355931821,0.9509229105746658
63289.379,0,1.0,0.677138583211842,0.8054429596092987,63289.379-1,348.5451527492325,-395.7291463064911,1725.0558525195922,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.21303598899520595,-0.22480613673820948,0.9508300943268861
63289.388,0,1.0,0.6767486576539692,0.8044637548403843,63289.388-1,347.6263713349024,-394.3596949542194,1725.5846287074112,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.21253464567933456,-0.22405888034929658,0.9511186269454397
63289.401,0,1.0,0.6770494240996079,0.8055382420325823,63289.401-1,348.34557260874516,-395.8561177158533,1725.070532824653,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.2129270858678098,-0.22487542010245443,0.9508381047989118
63289.41,0,1.0,0.6767990354462211,0.805545265127753,63289.41-1,347.77649694709896,-395.85337765674717,1725.1985198784,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.21261656339234222,-0.2248739249586732,0.9509079423608315
63289.42,0,1.0,0.6769520164731848,0.806191385783731,63289.42-1,348.14569182854444,-396.7521110016228,1724.903139018836,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.2128180186930043,-0.2253643288220695,0.9507467645036515
63289.432,0,1.0,0.679153308453905,0.8054915157459365,63289.432-1,353.12931591339134,-395.8972489013052,1723.982645439402,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.21553738870287303,-0.22489786379208343,0.950244486925814
63289.444,0,1.0,0.6802675886854732,0.8067033893373654,63289.444-1,355.7061697969869,-397.6263660186347,1722.9858687623948,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.21694347773598646,-0.22584137581312727,0.9497005846258328
63289.456,0,1.0,0.6801437412399081,0.805926945130756,63289.456-1,355.39788649507886,-396.5484749713556,1723.3122247504443,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.21677525951738108,-0.22525321255322386,0.9498786644069988
63289.464,0,1.0,0.6804442509321684,0.8051804848306071,63289.464-1,356.05656271324335,-395.53396674012254,1723.4020627034668,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.21713467353485005,-0.2246996348331128,0.9499276854870476
63289.479,0,1.0,0.6797181471139692,0.8057544631212334,63289.479-1,354.4234477551277,-396.28872780693484,1723.5958858985339,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.2162435461616457,-0.22511147861883227,0.9500334472730309
63289.488000000005,0,1.0,0.6799321303942987,0.8062862628220285,63289.488000000005-1,354.92843726376907,-397.033464400027,1723.304218710761,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.2165190993136728,-0.22551785243877262,0.9498742958222415
63289.5,0,1.0,0.6804198905838141,0.8063519346412541,63289.5-1,356.04089878294286,-397.14913584904014,1723.0227940530153,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.2171261263367527,-0.22558096985374804,0.9497207333220847
63289.512,0,1.0,0.6791620550180737,0.8070564667767057,63289.512-1,353.20195328376093,-398.0570557890835,1723.4535789413485,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.21557702409334706,-0.22607638648515535,0.9499557958962461
63289.521,0,1.0,0.6802191855440338,0.8064537889397326,63289.521-1,355.58749772168454,-397.27938469112684,1723.095448464372,,,,,,,-41.87295212166707,16.259392731648198,-17.472652791663954,0.21687872299584318,-0.22565204158567656,0.9497603780111633
