Frame,,Top Left,,Top Right,,Bottom right,,Bottom Left,,Top Left,,Top Right,,Bottom right,,Bottom Left,
,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
115,4,924.835,404.742,963.212,401.914,961.582,433.56,923.223,437.326,0.7225273438,0.4378583333,0.752509375,0.4417861111,0.7512359375,0.3978333333,0.7212679688,0.3926027778
116,1,380.556,153.77,426.843,148.858,427.807,185.184,380.978,189.419,0.297309375,0.7864305556,0.3334710938,0.7932527778,0.3342242188,0.7428,0.2976390625,0.7369180556
116,2,923.727,143.713,962.843,147.181,964.583,180.099,925.653,177.701,0.7216617188,0.8003986111,0.7522210938,0.7955819444,0.7535804688,0.7498625,0.7231664063,0.7531930556
116,3,394.047,427.137,439.778,426.68,443.137,461.161,397.794,460.915,0.3078492188,0.4067541667,0.3435765625,0.4073888889,0.3462007813,0.3594986111,0.3107765625,0.3598402778
116,4,925.025,404.513,963.447,402.019,961.456,433.511,922.989,437.256,0.7226757813,0.4381763889,0.7526929688,0.4416402778,0.7511375,0.3979013889,0.7210851563,0.3927
117,1,379.83,153.88,427.008,148.887,427.155,185.285,380.42,189.425,0.2967421875,0.7862777778,0.3336,0.7932125,0.3337148438,0.7426597222,0.297203125,0.7369097222
117,2,923.729,143.594,962.876,147.204,964.448,179.872,925.366,177.713,0.7216632813,0.8005638889,0.752246875,0.79555,0.753475,0.7501777778,0.7229421875,0.7531763889
117,3,394.041,427.078,439.698,426.831,443.175,461.111,397.81,461.061,0.3078445313,0.4068361111,0.3435140625,0.4071791667,0.3462304688,0.3595680556,0.3107890625,0.3596375
117,4,925.029,404.388,963.349,401.804,961.289,433.572,923.176,437.195,0.7226789063,0.43835,0.7526164063,0.4419388889,0.7510070313,0.3978166667,0.72123125,0.3927847222
118,1,379.977,153.863,427.107,148.962,426.943,185.192,380.074,189.577,0.2968570313,0.7863013889,0.3336773438,0.7931083333,0.3335492188,0.7427888889,0.2969328125,0.7366986111
118,2,923.666,143.734,962.802,147.148,964.41,180.099,925.312,177.62,0.7216140625,0.8003694444,0.7521890625,0.7956277778,0.7534453125,0.7498625,0.7229,0.7533055556
118,3,394.051,427.078,439.677,426.831,443.022,461.076,397.631,461.139,0.3078523438,0.4068361111,0.3434976563,0.4071791667,0.3461109375,0.3596166667,0.3106492188,0.3595291667
118,4,924.864,404.569,962.948,401.822,961.451,433.511,923.12,437.243,0.72255,0.4380986111,0.752303125,0.4419138889,0.7511335938,0.3979013889,0.7211875,0.3927180556
119,1,380.13,153.785,427.017,148.9,427.146,185.128,380.29,189.455,0.2969765625,0.7864097222,0.3336070313,0.7931944444,0.3337078125,0.7428777778,0.2971015625,0.7368680556
119,2,923.611,143.732,962.969,147.155,964.353,180.023,925.532,177.642,0.7215710938,0.8003722222,0.7523195313,0.7956180556,0.7534007813,0.7499680556,0.723071875,0.753275
119,3,394.144,427.078,439.643,426.831,443.109,461.006,397.779,461.131,0.307925,0.4068361111,0.3434710938,0.4071791667,0.3461789063,0.3597138889,0.3107648438,0.3595402778
119,4,924.91,404.439,963.228,401.961,961.341,433.673,923.292,437.15,0.7225859375,0.4382791667,0.752521875,0.4417208333,0.7510476563,0.3976763889,0.721321875,0.3928472222
120,1,381.098,153.655,426.822,148.875,427.667,185.221,380.803,189.234,0.2977328125,0.7865902778,0.3334546875,0.7932291667,0.3341148438,0.7427486111,0.2975023438,0.737175
120,2,923.728,143.805,962.973,147.244,964.353,180.011,925.546,177.725,0.7216625,0.8002708333,0.7523226563,0.7954944444,0.7534007813,0.7499847222,0.7230828125,0.7531597222
120,3,394.132,427.404,439.602,426.77,443.22,461.177,397.702,461.034,0.307915625,0.4063833333,0.3434390625,0.4072638889,0.346265625,0.3594763889,0.3107046875,0.359675
120,4,924.545,404.575,963.234,402.241,961.204,433.706,923.222,437.227,0.7223007813,0.4380902778,0.7525265625,0.4413319444,0.750940625,0.3976305556,0.7212671875,0.3927402778
121,1,379.979,153.831,426.715,148.872,426.814,185.149,380.232,189.404,0.2968585938,0.7863458333,0.3333710938,0.7932333333,0.3334484375,0.7428486111,0.29705625,0.7369388889
121,2,923.25,143.691,962.817,147.306,964.264,180.195,925.621,177.683,0.7212890625,0.8004291667,0.7522007813,0.7954083333,0.75333125,0.7497291667,0.7231414063,0.7532180556
121,3,393.732,427.539,439.558,426.629,442.698,460.91,397.346,461.316,0.307603125,0.4061958333,0.3434046875,0.4074597222,0.3458578125,0.3598472222,0.3104265625,0.3592833333
121,4,924.306,404.813,962.836,401.927,960.879,433.749,923.024,437.22,0.7221140625,0.4377597222,0.752215625,0.4417680556,0.7506867188,0.3975708333,0.7211125,0.39275
122,1,380.155,153.828,426.5,148.887,426.578,185.238,379.851,189.434,0.2969960938,0.78635,0.333203125,0.7932125,0.3332640625,0.742725,0.2967585938,0.7368972222
122,2,923.439,143.997,962.279,147.33,964.295,180.121,925.09,177.782,0.7214367188,0.8000041667,0.7517804688,0.795375,0.7533554688,0.7498319444,0.7227265625,0.7530805556
122,3,393.618,427.437,439.484,426.541,442.412,460.926,397.302,461.213,0.3075140625,0.4063375,0.343346875,0.4075819444,0.345634375,0.359825,0.3103921875,0.3594263889
122,4,924.401,404.747,962.378,402.016,960.866,433.869,922.532,437.358,0.7221882813,0.4378513889,0.7518578125,0.4416444444,0.7506765625,0.3974041667,0.720728125,0.3925583333
123,1,380.056,153.861,426.433,149.153,426.793,185.365,379.896,189.426,0.29691875,0.7863041667,0.3331507813,0.7928430556,0.3334320313,0.7425486111,0.29679375,0.7369083333
123,2,923.463,144.201,961.977,147.348,964.442,180.54,924.846,177.739,0.7214554688,0.7997208333,0.7515445313,0.79535,0.7534703125,0.74925,0.7225359375,0.7531402778
123,3,393.435,427.115,439.454,426.755,442.391,461.025,397.128,461.109,0.3073710938,0.4067847222,0.3433234375,0.4072847222,0.3456179688,0.3596875,0.31025625,0.3595708333
123,4,924.281,404.77,962.23,402.273,960.822,433.956,922.36,437.344,0.7220945313,0.4378194444,0.7517421875,0.4412875,0.7506421875,0.3972833333,0.72059375,0.3925777778
124,1,380.108,153.8,426.133,149.286,426.571,185.326,379.795,189.577,0.296959375,0.7863888889,0.3329164063,0.7926583333,0.3332585938,0.7426027778,0.2967148438,0.7366986111
124,2,923.283,144.31,961.805,147.538,964.152,180.5,924.342,177.968,0.7213148438,0.7995694444,0.7514101563,0.7950861111,0.75324375,0.7493055556,0.7221421875,0.7528222222
124,3,393.172,426.938,438.679,426.977,442.437,461.082,396.838,461.088,0.307165625,0.4070305556,0.3427179688,0.4069763889,0.3456539063,0.3596083333,0.3100296875,0.3596
124,4,924.026,404.95,962.219,402.388,960.578,434.124,922.014,437.437,0.7218953125,0.4375694444,0.7517335938,0.4411277778,0.7504515625,0.39705,0.7203234375,0.3924486111
125,1,380.108,153.766,425.981,149.119,426.239,185.464,379.797,189.409,0.296959375,0.7864361111,0.3327976563,0.7928902778,0.3329992188,0.7424111111,0.2967164063,0.7369319444
125,2,923.048,144.407,961.665,147.503,963.821,180.635,924.339,177.958,0.72113125,0.7994347222,0.7513007813,0.7951347222,0.7529851563,0.7491180556,0.7221398438,0.7528361111
125,3,393.063,426.958,438.55,426.959,441.907,460.863,396.529,461.303,0.3070804688,0.4070027778,0.3426171875,0.4070013889,0.3452398438,0.3599125,0.3097882813,0.3593013889
125,4,923.67,405.116,962.199,402.231,959.892,434.095,921.86,437.545,0.7216171875,0.4373388889,0.7517179688,0.4413458333,0.749915625,0.3970902778,0.720203125,0.3922986111
126,1,378.889,153.632,426.097,149.036,425.958,185.227,379.263,189.439,0.2960070313,0.7866222222,0.3328882813,0.7930055556,0.3327796875,0.7427402778,0.2962992188,0.7368902778
126,2,922.808,144.457,961.664,147.665,963.505,180.651,924.4,177.974,0.72094375,0.7993652778,0.7513,0.7949097222,0.7527382813,0.7490958333,0.7221875,0.7528138889
126,3,392.706,427.079,438.324,426.778,441.761,461.008,396.358,461.124,0.3068015625,0.4068347222,0.342440625,0.4072527778,0.3451257813,0.3597111111,0.3096546875,0.35955
126,4,923.68,405.001,962.08,402.366,959.674,434.224,921.45,437.544,0.721625,0.4374986111,0.751625,0.4411583333,0.7497453125,0.3969111111,0.7198828125,0.3923
127,1,378.911,153.821,426.147,148.798,426.008,185.092,379.186,189.407,0.2960242188,0.7863597222,0.3329273438,0.7933361111,0.33281875,0.7429277778,0.2962390625,0.7369347222
127,2,922.893,144.442,961.548,147.713,963.568,180.797,924.205,178.378,0.7210101563,0.7993861111,0.751209375,0.7948430556,0.7527875,0.7488930556,0.7220351563,0.7522527778
127,3,392.638,427.013,438.315,426.804,441.77,461.043,396.242,461.043,0.3067484375,0.4069263889,0.3424335938,0.4072166667,0.3451328125,0.3596625,0.3095640625,0.3596625
127,4,923.375,405.234,961.987,402.303,959.651,434.5,921.692,437.682,0.7213867188,0.437175,0.7515523438,0.4412458333,0.7497273438,0.3965277778,0.720071875,0.3921083333
128,1,379.091,153.828,426.012,148.869,426.15,185.098,379.289,189.508,0.2961648438,0.78635,0.332821875,0.7932375,0.3329296875,0.7429194444,0.2963195313,0.7367944444
128,2,922.876,144.572,961.91,147.984,963.342,180.945,924.279,178.468,0.720996875,0.7992055556,0.7514921875,0.7944666667,0.7526109375,0.7486875,0.7220929688,0.7521277778
128,3,392.588,426.971,438.363,426.895,441.851,461.117,396.413,461.056,0.306709375,0.4069847222,0.3424710938,0.4070902778,0.3451960938,0.3595597222,0.3096976563,0.3596444444
128,4,923.506,405.328,962.056,402.613,959.735,434.681,921.565,437.525,0.7214890625,0.4370444444,0.75160625,0.4408152778,0.7497929688,0.3962763889,0.7199726563,0.3923263889
129,1,378.918,153.769,426.098,148.855,425.958,185.197,379.284,189.281,0.2960296875,0.7864319444,0.3328890625,0.7932569444,0.3327796875,0.7427819444,0.296315625,0.7371097222
129,2,922.94,144.546,961.76,147.849,963.418,180.695,924.277,178.481,0.721046875,0.7992416667,0.751375,0.7946541667,0.7526703125,0.7490347222,0.7220914063,0.7521097222
129,3,392.749,427.237,438.351,426.765,441.619,461.087,396.276,461.087,0.3068351563,0.4066152778,0.3424617188,0.4072708333,0.3450148438,0.3596013889,0.309590625,0.3596013889
129,4,923.374,405.245,961.912,402.351,959.605,434.142,921.69,437.719,0.7213859375,0.4371597222,0.75149375,0.4411791667,0.7496914063,0.397025,0.7200703125,0.3920569444
130,1,378.947,153.842,426.146,148.898,426.008,185.06,379.107,189.522,0.2960523438,0.7863305556,0.3329265625,0.7931972222,0.33281875,0.7429722222,0.2961773438,0.736775
130,2,922.539,144.365,961.58,147.66,963.221,180.598,924.241,178.104,0.7207335938,0.7994930556,0.751234375,0.7949166667,0.7525164063,0.7491694444,0.7220632813,0.7526333333
130,3,392.577,428.304,438.239,426.633,441.61,461.099,396.302,461.386,0.3067007813,0.4051333333,0.3423742188,0.4074541667,0.3450078125,0.3595847222,0.3096109375,0.3591861111
130,4,923.739,404.945,961.879,402.328,959.583,434.411,921.17,437.715,0.7216710938,0.4375763889,0.7514679688,0.4412111111,0.7496742188,0.3966513889,0.7196640625,0.3920625
131,1,379,153.939,426,149.107,426,185.269,379,189.459,0.29609375,0.7861958333,0.3328125,0.7929069444,0.3328125,0.7426819444,0.29609375,0.7368625
131,2,922.578,144.373,961.394,147.531,963.195,180.561,924.262,178.143,0.7207640625,0.7994819444,0.7510890625,0.7950958333,0.7524960938,0.7492208333,0.7220796875,0.7525791667
131,3,392.706,428.371,438.316,426.619,441.531,461.128,396.194,461.491,0.3068015625,0.4050402778,0.342434375,0.4074736111,0.3449460938,0.3595444444,0.3095265625,0.3590402778
131,4,923.671,404.811,961.911,402.363,959.616,433.984,921.195,437.616,0.7216179688,0.4377625,0.7514929688,0.4411625,0.7497,0.3972444444,0.7196835938,0.3922
132,1,379,154.076,426.054,149.085,426.054,185.429,379,189.504,0.29609375,0.7860055556,0.3328546875,0.7929375,0.3328546875,0.7424597222,0.29609375,0.7368
132,2,922.649,144.356,961.638,147.601,963.282,180.607,924.314,177.895,0.7208195313,0.7995055556,0.7512796875,0.7949986111,0.7525640625,0.7491569444,0.7221203125,0.7529236111
132,3,392.798,427.208,438.441,426.78,441.755,460.882,396.397,461.654,0.3068734375,0.4066555556,0.3425320313,0.40725,0.3451210938,0.3598861111,0.3096851563,0.3588138889
132,4,923.824,404.943,962.064,402.528,959.765,433.961,921.609,437.739,0.7217375,0.4375791667,0.7516125,0.4409333333,0.7498164063,0.3972763889,0.7200070313,0.3920291667
133,1,378.968,153.932,426.054,149.191,426.054,185.647,379.082,189.487,0.29606875,0.7862055556,0.3328546875,0.7927902778,0.3328546875,0.7421569444,0.2961578125,0.7368236111
133,2,922.826,144.393,961.635,147.551,963.428,180.609,924.302,177.955,0.7209578125,0.7994541667,0.7512773438,0.7950680556,0.752678125,0.7491541667,0.7221109375,0.7528402778
133,3,392.852,427.167,438.545,426.872,441.841,460.983,396.404,461.459,0.306915625,0.4067125,0.3426132813,0.4071222222,0.3451882813,0.3597458333,0.309690625,0.3590847222
133,4,923.607,404.874,962.297,402.149,959.763,434.141,921.637,437.612,0.7215679688,0.437675,0.7517945313,0.4414597222,0.7498148438,0.3970263889,0.7200289063,0.3922055556
134,1,379,153.93,426.054,149.103,426.054,185.426,379,189.55,0.29609375,0.7862083333,0.3328546875,0.7929125,0.3328546875,0.7424638889,0.29609375,0.7367361111
134,2,923.06,144.412,961.461,147.537,963.546,180.506,924.261,178.173,0.721140625,0.7994277778,0.7511414063,0.7950875,0.7527703125,0.7492972222,0.7220789063,0.7525375
134,3,392.761,427.338,438.551,426.686,441.827,460.882,396.481,461.475,0.3068445313,0.406475,0.3426179688,0.4073805556,0.3451773438,0.3598861111,0.3097507813,0.3590625
134,4,923.641,404.709,962.228,402.389,959.694,434.104,921.558,437.505,0.7215945313,0.4379041667,0.751740625,0.4411263889,0.7497609375,0.3970777778,0.7199671875,0.3923541667
135,1,379,153.928,425.951,149.167,426.105,185.366,379,189.565,0.29609375,0.7862111111,0.3327742188,0.7928236111,0.3328945313,0.7425472222,0.29609375,0.7367152778
135,2,922.676,144.381,961.429,147.534,963.53,180.68,924.225,178.088,0.720840625,0.7994708333,0.7511164063,0.7950916667,0.7527578125,0.7490555556,0.7220507813,0.7526555556
135,3,392.781,427.408,438.545,426.699,441.858,461.025,396.358,461.46,0.3068601563,0.4063777778,0.3426132813,0.4073625,0.3452015625,0.3596875,0.3096546875,0.3590833333
135,4,923.448,404.862,962.079,402.32,959.758,434.054,921.747,437.478,0.72144375,0.4376916667,0.7516242188,0.4412222222,0.7498109375,0.3971472222,0.7201148438,0.3923916667
136,1,378.953,153.878,426.054,149.24,426.054,185.353,379.096,189.582,0.2960570313,0.7862805556,0.3328546875,0.7927222222,0.3328546875,0.7425652778,0.29616875,0.7366916667
136,2,922.665,144.355,961.472,147.403,963.414,180.675,924.22,177.786,0.7208320313,0.7995069444,0.75115,0.7952736111,0.7526671875,0.7490625,0.722046875,0.753075
136,3,393.007,427.203,438.64,426.791,441.88,461.005,396.401,461.437,0.3070367188,0.4066625,0.3426875,0.4072347222,0.34521875,0.3597152778,0.3096882813,0.3591152778
136,4,923.693,404.831,962.163,402.168,959.749,433.982,921.921,437.347,0.7216351563,0.4377347222,0.7516898438,0.4414333333,0.7498039063,0.3972472222,0.7202507813,0.3925736111
137,1,378.988,153.94,425.951,149.112,426.105,185.352,379.117,189.655,0.296084375,0.7861944444,0.3327742188,0.7929,0.3328945313,0.7425666667,0.2961851563,0.7365902778
137,2,922.621,144.108,961.581,147.412,963.524,180.367,924.379,177.76,0.7207976563,0.79985,0.7512351563,0.7952611111,0.752753125,0.7494902778,0.7221710938,0.7531111111
137,3,392.954,427.021,438.772,426.934,441.742,461.034,396.587,461.316,0.3069953125,0.4069152778,0.342790625,0.4070361111,0.3451109375,0.359675,0.3098335938,0.3592833333
137,4,923.912,404.471,962.205,402.145,959.909,433.863,921.978,437.345,0.72180625,0.4382347222,0.7517226563,0.4414652778,0.7499289063,0.3974125,0.7202953125,0.3925763889
138,1,379,154.082,426.054,149.038,426.054,185.354,379,189.538,0.29609375,0.7859972222,0.3328546875,0.7930027778,0.3328546875,0.7425638889,0.29609375,0.7367527778
138,2,922.607,143.937,961.678,147.393,963.3,180.352,924.27,177.753,0.7207867188,0.8000875,0.7513109375,0.7952875,0.752578125,0.7495111111,0.7220859375,0.7531208333
138,3,392.989,427.024,438.582,426.928,441.776,461.064,396.441,461.285,0.3070226563,0.4069111111,0.3426421875,0.4070444444,0.3451375,0.3596333333,0.3097195313,0.3593263889
138,4,923.639,404.697,962.141,402.039,959.854,433.623,921.634,437.298,0.7215929688,0.4379208333,0.7516726563,0.4416125,0.7498859375,0.3977458333,0.7200265625,0.3926416667
139,1,379,153.896,426,149.239,426,185.441,379,189.626,0.29609375,0.7862555556,0.3328125,0.7927236111,0.3328125,0.7424430556,0.29609375,0.7366305556
139,2,922.096,143.831,961.587,147.237,962.873,180.392,924.325,177.524,0.7203875,0.8002347222,0.7512398438,0.7955041667,0.7522445313,0.7494555556,0.7221289063,0.7534388889
139,3,392.871,427.167,438.445,426.873,441.699,460.841,396.458,461.874,0.3069304688,0.4067125,0.3425351563,0.4071208333,0.3450773438,0.3599430556,0.3097328125,0.3585083333
139,4,923.642,404.756,961.993,401.841,959.785,433.604,921.445,437.29,0.7215953125,0.4378388889,0.7515570313,0.4418875,0.7498320313,0.3977722222,0.7198789063,0.3926527778
140,1,379,154.067,425.921,149.46,425.972,185.577,379,189.748,0.29609375,0.7860180556,0.3327507813,0.7924166667,0.332790625,0.7422541667,0.29609375,0.7364611111
140,2,921.869,143.836,961.2,147.19,962.891,180.365,923.612,177.111,0.7202101563,0.8002277778,0.7509375,0.7955694444,0.7522585938,0.7494930556,0.721571875,0.7540125
140,3,392.701,427.457,438.247,426.794,441.531,461.277,396.295,462.226,0.3067976563,0.4063097222,0.3423804688,0.4072305556,0.3449460938,0.3593375,0.3096054688,0.3580194444
140,4,923.312,404.46,961.726,401.933,959.609,433.666,921.488,437.324,0.7213375,0.43825,0.7513484375,0.4417597222,0.7496945313,0.3976861111,0.7199125,0.3926055556
141,1,379.102,154.25,424.936,149.406,425.958,185.539,378.807,189.733,0.2961734375,0.7857638889,0.33198125,0.7924916667,0.3327796875,0.7423069444,0.2959429688,0.7364819444
141,2,921.896,143.694,960.949,147.307,962.697,179.997,923.891,177.609,0.72023125,0.800425,0.7507414063,0.7954069444,0.7521070313,0.7500041667,0.7217898438,0.7533208333
141,3,392.317,427.524,437.919,426.727,441.57,461.299,396.285,462.246,0.3064976563,0.4062166667,0.3421242188,0.4073236111,0.3449765625,0.3593069444,0.3095976563,0.3579916667
141,4,923.305,404.582,961.571,401.77,959.604,433.437,921.252,437.241,0.7213320313,0.4380805556,0.7512273438,0.4419861111,0.749690625,0.3980041667,0.719728125,0.3927208333
142,1,378.262,154.211,425.054,149.34,425.054,185.662,378.509,189.843,0.2955171875,0.7858180556,0.3320734375,0.7925833333,0.3320734375,0.7421361111,0.2957101563,0.7363291667
142,2,921.566,143.548,960.716,147.122,962.405,179.939,923.748,177.562,0.7199734375,0.8006277778,0.750559375,0.7956638889,0.7518789063,0.7500847222,0.721678125,0.7533861111
142,3,392.172,427.743,437.719,426.533,441.074,461.238,395.649,461.809,0.306384375,0.4059125,0.3419679688,0.4075930556,0.3445890625,0.3593916667,0.3091007813,0.3585986111
142,4,922.354,405.017,961.401,401.727,959.107,433.638,920.997,437.074,0.7205890625,0.4374763889,0.7510945313,0.4420458333,0.7493023438,0.397725,0.7195289063,0.3929527778
143,1,378,154.194,424.734,149.26,425.002,185.675,378,189.73,0.2953125,0.7858416667,0.3318234375,0.7926944444,0.3320328125,0.7421180556,0.2953125,0.7364861111
143,2,921.425,143.838,960.503,147.2,962.292,180.035,923.146,177.67,0.7198632813,0.800225,0.7503929688,0.7955555556,0.751790625,0.7499513889,0.7212078125,0.7532361111
143,3,391.825,427.204,437.467,426.925,440.708,461.309,395.544,462.238,0.3061132813,0.4066611111,0.3417710938,0.4070486111,0.344303125,0.3592930556,0.30901875,0.3580027778
143,4,922.57,404.673,961.068,401.931,958.858,433.892,920.696,436.784,0.7207578125,0.4379541667,0.750834375,0.4417625,0.7491078125,0.3973722222,0.71929375,0.3933555556
144,1,378,154.122,424.361,149.244,424.894,185.514,378,189.583,0.2953125,0.7859416667,0.3315320313,0.7927166667,0.3319484375,0.7423416667,0.2953125,0.7366902778
144,2,921.418,143.91,960.302,147.264,962.317,180.245,923.099,177.665,0.7198578125,0.800125,0.7502359375,0.7954666667,0.7518101563,0.7496597222,0.7211710938,0.7532430556
144,3,391.616,427.238,437.622,426.77,440.432,460.892,395.433,461.911,0.30595,0.4066138889,0.3418921875,0.4072638889,0.3440875,0.3598722222,0.3089320313,0.3584569444
144,4,922.332,404.567,960.944,401.909,958.827,433.72,921.012,437.175,0.720571875,0.4381013889,0.7507375,0.4417930556,0.7490835938,0.3976111111,0.719540625,0.3928125
145,1,378,153.926,424.448,149.255,424.636,185.31,378,189.529,0.2953125,0.7862138889,0.3316,0.7927013889,0.331746875,0.742625,0.2953125,0.7367652778
145,2,921.35,143.947,960.601,147.335,962.376,180.341,923.222,177.702,0.7198046875,0.8000736111,0.7504695313,0.7953680556,0.75185625,0.7495263889,0.7212671875,0.7531916667
145,3,391.618,427.219,437.549,426.78,440.677,460.865,395.472,461.532,0.3059515625,0.4066402778,0.3418351563,0.40725,0.3442789063,0.3599097222,0.3089625,0.3589833333
145,4,922.364,404.575,961.015,401.946,958.873,433.785,921.058,437.261,0.720596875,0.4380902778,0.7507929688,0.4417416667,0.7491195313,0.3975208333,0.7195765625,0.3926930556
146,1,377.953,153.905,424.822,148.989,425.035,185.054,378.096,189.488,0.2952757813,0.7862430556,0.3318921875,0.7930708333,0.3320585938,0.7429805556,0.2953875,0.7368222222
146,2,921.583,144.009,960.691,147.366,962.356,180.153,923.238,177.761,0.7199867188,0.7999875,0.7505398438,0.795325,0.751840625,0.7497875,0.7212796875,0.7531097222
146,3,391.635,427.234,437.695,426.763,440.55,461.128,395.537,461.044,0.3059648438,0.4066194444,0.3419492188,0.4072736111,0.3441796875,0.3595444444,0.3090132813,0.3596611111
146,4,922.392,404.63,960.898,402.159,959.038,433.961,920.904,436.877,0.72061875,0.4380138889,0.7507015625,0.4414458333,0.7492484375,0.3972763889,0.71945625,0.3932263889
147,1,378,153.656,424.73,148.857,424.672,184.879,378,189.404,0.2953125,0.7865888889,0.3318203125,0.7932541667,0.331775,0.7432236111,0.2953125,0.7369388889
147,2,921.431,143.86,960.569,147.235,962.338,180.229,923.252,177.624,0.7198679688,0.8001944444,0.7504445313,0.7955069444,0.7518265625,0.7496819444,0.721290625,0.7533
147,3,391.396,427.097,437.488,426.907,440.484,461.044,395.304,461.044,0.305778125,0.4068097222,0.3417875,0.4070736111,0.344128125,0.3596611111,0.30883125,0.3596611111
147,4,922.44,404.38,960.752,402.061,958.763,433.703,920.673,437.204,0.72065625,0.4383611111,0.7505875,0.4415819444,0.7490335938,0.3976347222,0.7192757813,0.3927722222
148,1,378.108,153.752,424.599,148.619,424.343,185.156,377.797,189.3,0.295396875,0.7864555556,0.3317179688,0.7935847222,0.3315179688,0.7428388889,0.2951539063,0.7370833333
148,2,921.607,143.872,960.084,147.316,962.328,180.556,922.349,177.145,0.7200054688,0.8001777778,0.750065625,0.7953944444,0.75181875,0.7492277778,0.7205851563,0.7539652778
148,3,391.189,427.107,436.92,426.754,440.216,460.961,395.187,461.086,0.3056164063,0.4067958333,0.34134375,0.4072861111,0.34391875,0.3597763889,0.3087398438,0.3596027778
148,4,922.413,404.39,960.444,402.018,958.732,433.706,920.265,437.242,0.7206351563,0.4383472222,0.750346875,0.4416416667,0.749009375,0.3976305556,0.7189570313,0.3927194444
149,1,378.057,153.594,424.561,148.737,424.49,185.049,377.897,189.257,0.2953570313,0.786675,0.3316882813,0.7934208333,0.3316328125,0.7429875,0.2952320313,0.7371430556
149,2,921.27,143.907,960.11,147.343,962.284,180.27,922.948,177.595,0.7197421875,0.8001291667,0.7500859375,0.7953569444,0.751784375,0.749625,0.721053125,0.7533402778
149,3,391.451,427.097,436.636,426.889,440.663,461.041,395.093,461.046,0.3058210938,0.4068097222,0.341121875,0.4070986111,0.3442679688,0.3596652778,0.3086664063,0.3596583333
149,4,922.429,404.591,960.496,402.118,958.612,433.692,920.121,437.28,0.7206476563,0.4380680556,0.7503875,0.4415027778,0.748915625,0.39765,0.7188445313,0.3926666667
150,1,378.051,153.629,424.63,148.838,424.328,184.977,377.899,189.269,0.2953523438,0.7866263889,0.3317421875,0.7932805556,0.33150625,0.7430875,0.2952335938,0.7371263889
150,2,921.268,143.907,960.243,147.355,962.388,180.312,923.128,177.729,0.719740625,0.8001291667,0.7501898438,0.7953402778,0.751865625,0.7495666667,0.72119375,0.7531541667
150,3,391.455,427.16,437.332,426.921,440.447,461.041,395.204,461.046,0.3058242188,0.4067222222,0.341665625,0.4070541667,0.3440992188,0.3596652778,0.308753125,0.3596583333
150,4,922.328,404.516,960.52,402.15,958.74,433.786,920.445,437.302,0.72056875,0.4381722222,0.75040625,0.4414583333,0.749015625,0.3975194444,0.7190976563,0.3926361111
151,1,378.105,153.602,424.572,149.042,424.477,185.191,377.953,189.33,0.2953945313,0.7866638889,0.331696875,0.7929972222,0.3316226563,0.7427902778,0.2952757813,0.7370416667
151,2,921.289,144.001,960.492,147.437,962.21,180.389,923.402,177.812,0.7197570313,0.7999986111,0.750384375,0.7952263889,0.7517265625,0.7494597222,0.7214078125,0.7530388889
151,3,391.526,427.6,437.483,426.547,440.404,461.092,395.297,461.086,0.3058796875,0.4061111111,0.3417835938,0.4075736111,0.344065625,0.3595944444,0.3088257813,0.3596027778
151,4,922.389,404.669,960.523,402.299,958.787,433.876,920.491,437.362,0.7206164063,0.4379597222,0.7504085938,0.4412513889,0.7490523438,0.3973944444,0.7191335938,0.3925527778
152,1,378.134,153.758,424.597,149.182,424.926,185.238,378.083,189.518,0.2954171875,0.7864472222,0.3317164063,0.7928027778,0.3319734375,0.742725,0.2953773438,0.7367805556
152,2,921.23,144.18,960.43,147.552,962.509,180.335,923.723,178.026,0.7197109375,0.79975,0.7503359375,0.7950666667,0.7519601563,0.7495347222,0.7216585938,0.7527416667
152,3,391.719,427.068,437.61,426.84,440.749,461.044,395.363,461.044,0.3060304688,0.40685,0.3418828125,0.4071666667,0.3443351563,0.3596611111,0.3088773438,0.3596611111
152,4,922.611,405.088,960.99,402.319,958.853,434.087,920.805,437.43,0.7207898438,0.4373777778,0.7507734375,0.4412236111,0.7491039063,0.3971013889,0.7193789063,0.3924583333
153,1,379.058,153.81,424.899,149.045,425.922,185.299,378.888,189.426,0.2961390625,0.786375,0.3319523438,0.7929930556,0.3327515625,0.7426402778,0.29600625,0.7369083333
153,2,921.84,144.379,960.784,147.762,962.796,180.308,923.814,178.575,0.7201875,0.7994736111,0.7506125,0.794775,0.752184375,0.7495722222,0.7217296875,0.7519791667
153,3,392.066,427.078,437.864,426.963,441.082,461.133,395.942,460.991,0.3063015625,0.4068361111,0.34208125,0.4069958333,0.3445953125,0.3595375,0.3093296875,0.3597347222
153,4,923.149,404.874,961.347,402.531,959.355,434.22,921.127,437.562,0.7212101563,0.437675,0.7510523438,0.4409291667,0.7494960938,0.3969166667,0.7196304688,0.392275
154,1,379,153.551,426,148.884,426,184.88,379,189.395,0.29609375,0.7867347222,0.3328125,0.7932166667,0.3328125,0.7432222222,0.29609375,0.7369513889
154,2,922.548,144.239,961.513,147.741,963.301,180.756,924.347,177.895,0.720740625,0.7996680556,0.7511820313,0.7948041667,0.7525789063,0.74895,0.7221460938,0.7529236111
